Customer ID,FirstPurchase,LastPurchase,Orders,Monetary,AverageOrderValue,RecencyDays,CustomerAgeDays,RepeatCustomer,SecondPurchase,DaysToSecondPurchase,EligibleFor90DayRepeat,RepeatWithin90Days,R_Score,F_Score,M_Score,RFM_Score,RFM Segment,Lifecycle,CRM Priority
13707,2010-06-21 11:57:00,2011-03-17 18:03:00,5,3365.8599999999997,673.1719999999999,267,537,True,2010-10-06 10:04:00,106.0,True,False,2,4,5,11,At Risk,Dormant,Low-cost reactivation
13708,2011-03-13 13:46:00,2011-03-13 13:46:00,1,285.33,285.33,271,271,False,,,True,False,2,1,1,4,Hibernating,Dormant,Low-cost reactivation
13709,2010-01-11 10:40:00,2011-12-06 10:28:00,18,7571.35,420.6305555555556,4,698,True,2010-03-31 10:49:00,79.0,True,True,5,5,5,15,Champions,Active repeat,Protect high-value active
13710,2010-04-06 12:54:00,2011-11-08 08:16:00,3,509.52,169.84,32,612,True,2010-10-12 10:22:00,188.0,True,False,4,3,2,9,Potential Loyalists,Active repeat,Develop loyalty
13711,2009-12-15 19:04:00,2011-05-05 10:31:00,9,1792.26,199.14,219,724,True,2010-01-07 18:34:00,22.0,True,True,2,5,4,11,At Risk,Dormant,Low-cost reactivation
13712,2010-04-08 11:16:00,2011-04-07 12:33:00,2,766.4200000000001,383.21000000000004,247,611,True,2011-04-07 12:33:00,364.0,True,False,2,2,3,7,Hibernating,Dormant,Low-cost reactivation
13713,2010-05-05 16:48:00,2010-10-27 16:18:00,3,740.76,246.92,408,583,True,2010-08-25 16:11:00,111.0,True,False,2,3,3,8,At Risk,Dormant,Low-cost reactivation
13714,2010-08-31 13:57:00,2010-08-31 13:57:00,1,161.35,161.35,465,465,False,,,True,False,1,1,1,3,Hibernating,Dormant,Low-cost reactivation
13715,2010-03-11 15:33:00,2011-03-03 19:21:00,17,8153.04,479.5905882352941,281,638,True,2010-04-28 14:53:00,47.0,True,True,2,5,5,12,At Risk,Dormant,Low-cost reactivation
13716,2011-03-15 13:49:00,2011-03-15 13:49:00,1,138.28,138.28,269,269,False,,,True,False,2,1,1,4,Hibernating,Dormant,Low-cost reactivation
13717,2010-08-11 09:40:00,2011-11-07 14:13:00,8,1763.3,220.4125,32,486,True,2010-09-08 16:17:00,28.0,True,True,4,4,4,12,Champions,Active repeat,Develop loyalty
13718,2011-02-17 11:58:00,2011-04-07 13:24:00,2,306.55,153.275,246,296,True,2011-04-07 13:24:00,49.0,True,True,2,2,2,6,Hibernating,Dormant,Low-cost reactivation
13719,2010-05-17 14:36:00,2011-11-24 15:26:00,11,2783.08,253.00727272727272,15,571,True,2010-06-01 16:06:00,15.0,True,True,5,5,4,14,Champions,Active repeat,Protect high-value active
13720,2011-03-30 09:17:00,2011-08-15 12:46:00,4,799.9,199.975,117,255,True,2011-04-15 15:17:00,16.0,True,True,3,3,3,9,Needs Attention,At risk,Test win-back
13721,2010-11-09 17:59:00,2011-11-03 14:05:00,2,741.54,370.77,36,395,True,2011-11-03 14:05:00,358.0,True,False,4,2,3,9,Potential Loyalists,Active repeat,Develop loyalty
13722,2010-03-03 14:13:00,2011-07-31 12:44:00,10,5635.41,563.5409999999999,132,646,True,2010-07-27 10:48:00,145.0,True,False,3,5,5,13,Loyal Customers,At risk,Win back high-value
13723,2010-04-07 14:32:00,2011-05-06 17:04:00,6,1194.08,199.01333333333332,217,611,True,2010-05-28 11:53:00,50.0,True,True,2,4,3,9,At Risk,Dormant,Low-cost reactivation
13724,2010-03-12 15:28:00,2010-03-12 15:28:00,1,213.01,213.01,637,637,False,,,True,False,1,1,1,3,Hibernating,Dormant,Low-cost reactivation
13725,2011-02-04 12:18:00,2011-10-21 10:03:00,8,1980.56,247.57,50,309,True,2011-02-07 15:14:00,3.0,True,True,4,4,4,12,Champions,Active repeat,Develop loyalty
13726,2011-08-31 11:06:00,2011-11-01 10:49:00,2,1079.66,539.83,39,101,True,2011-11-01 10:49:00,61.0,True,True,4,2,3,9,Potential Loyalists,Active repeat,Develop loyalty
13727,2009-12-09 13:25:00,2011-11-11 09:46:00,8,1074.15,134.26875,29,730,True,2010-01-07 11:47:00,28.0,True,True,4,4,3,11,Loyal Customers,Active repeat,Develop loyalty
13728,2009-12-09 17:13:00,2011-11-03 10:49:00,16,2855.17,178.448125,37,730,True,2010-01-08 11:13:00,29.0,True,True,4,5,4,13,Champions,Active repeat,Protect high-value active
13729,2010-01-24 14:57:00,2010-09-30 10:44:00,3,724.73,241.57666666666668,436,684,True,2010-09-27 10:50:00,245.0,True,False,1,3,3,7,At Risk,Dormant,Low-cost reactivation
13730,2011-07-01 12:47:00,2011-07-27 08:35:00,2,752.5999999999999,376.29999999999995,136,162,True,2011-07-27 08:35:00,25.0,True,True,3,2,3,8,Needs Attention,At risk,Test win-back
13731,2011-04-07 10:10:00,2011-05-04 14:33:00,2,610.59,305.295,219,247,True,2011-05-04 14:33:00,27.0,True,True,2,2,3,7,Hibernating,Dormant,Low-cost reactivation
13732,2011-11-11 15:49:00,2011-11-11 15:49:00,1,491.86,491.86,28,28,False,,,False,False,4,1,2,7,New Customers,New,Drive second purchase
13733,2009-12-04 15:28:00,2010-10-25 12:18:00,2,487.03000000000003,243.51500000000001,411,735,True,2010-10-25 12:18:00,324.0,True,False,1,2,2,5,Hibernating,Dormant,Low-cost reactivation
13734,2010-04-16 08:42:00,2010-07-19 12:04:00,4,6695.6900000000005,1673.9225000000001,509,603,True,2010-07-09 13:53:00,84.0,True,True,1,3,5,9,At Risk,Dormant,Low-cost reactivation
13735,2009-12-13 13:31:00,2011-11-15 11:14:00,13,9762.77,750.9823076923077,25,726,True,2010-01-21 13:33:00,39.0,True,True,4,5,5,14,Champions,Active repeat,Protect high-value active
13736,2009-12-06 12:07:00,2011-12-04 15:19:00,7,2752.4700000000003,393.21000000000004,5,734,True,2010-06-13 11:36:00,188.0,True,False,5,4,4,13,Champions,Active repeat,Protect high-value active
13737,2011-05-23 16:32:00,2011-05-23 16:32:00,1,339.59999999999997,339.59999999999997,200,200,False,,,True,False,2,1,2,5,Hibernating,Dormant,Low-cost reactivation
13738,2010-11-08 15:23:00,2010-11-08 15:23:00,1,434.78000000000003,434.78000000000003,396,396,False,,,True,False,2,1,2,5,Hibernating,Dormant,Low-cost reactivation
13739,2010-06-30 10:25:00,2011-11-21 13:35:00,2,292.2,146.1,18,528,True,2011-11-21 13:35:00,509.0,True,False,5,2,2,9,Potential Loyalists,Active repeat,Develop loyalty
13740,2009-12-02 12:22:00,2011-04-13 10:32:00,5,1582.77,316.554,241,738,True,2010-05-12 09:39:00,160.0,True,False,2,4,4,10,At Risk,Dormant,Low-cost reactivation
13741,2011-05-06 13:43:00,2011-09-29 09:19:00,3,668.4300000000001,222.81000000000003,72,217,True,2011-06-09 07:53:00,33.0,True,True,3,3,3,9,Needs Attention,Active repeat,Develop loyalty
13742,2011-01-23 14:59:00,2011-11-23 11:07:00,12,3107.87,258.9891666666667,17,320,True,2011-02-13 12:03:00,20.0,True,True,5,5,5,15,Champions,Active repeat,Protect high-value active
13743,2011-03-25 14:46:00,2011-12-07 10:09:00,7,1341.6,191.65714285714284,3,259,True,2011-05-06 14:32:00,41.0,True,True,5,4,4,13,Champions,Active repeat,Develop loyalty
13744,2011-02-20 14:08:00,2011-09-05 15:19:00,2,1080.52,540.26,95,292,True,2011-09-05 15:19:00,197.0,True,False,3,2,3,8,Needs Attention,At risk,Test win-back
13745,2010-06-11 17:19:00,2011-06-30 16:43:00,2,777.36,388.68,162,546,True,2011-06-30 16:43:00,383.0,True,False,3,2,3,8,Needs Attention,At risk,Test win-back
13746,2010-10-22 11:55:00,2010-10-22 11:55:00,1,176.69,176.69,414,414,False,,,True,False,1,1,1,3,Hibernating,Dormant,Low-cost reactivation
13747,2010-10-11 09:15:00,2010-12-01 10:37:00,2,169.79999999999998,84.89999999999999,374,425,True,2010-12-01 10:37:00,51.0,True,True,2,2,1,5,Hibernating,Dormant,Low-cost reactivation
13748,2009-12-01 16:44:00,2011-09-05 09:45:00,9,2064.35,229.3722222222222,96,738,True,2010-10-18 09:10:00,320.0,True,False,3,5,4,12,Loyal Customers,At risk,Test win-back
13750,2010-04-01 14:49:00,2011-10-17 12:16:00,11,3602.1800000000003,327.4709090909091,54,617,True,2010-05-06 11:22:00,34.0,True,True,4,5,5,14,Champions,Active repeat,Protect high-value active
13751,2011-02-24 15:56:00,2011-02-24 15:56:00,1,296.25,296.25,288,288,False,,,True,False,2,1,2,5,Hibernating,Dormant,Low-cost reactivation
13752,2010-06-30 10:23:00,2011-08-07 14:16:00,7,1579.8300000000002,225.69000000000003,124,528,True,2011-04-07 12:04:00,281.0,True,False,3,4,4,11,Loyal Customers,At risk,Test win-back
13753,2009-12-03 10:20:00,2011-02-25 12:48:00,4,2094.57,523.6425,288,737,True,2010-02-26 12:10:00,85.0,True,True,2,3,4,9,At Risk,Dormant,Low-cost reactivation
13754,2010-09-28 15:29:00,2011-07-11 11:51:00,3,447.05,149.01666666666668,152,437,True,2011-01-26 14:58:00,119.0,True,False,3,3,2,8,Needs Attention,At risk,Test win-back
13755,2011-10-07 15:45:00,2011-12-06 12:26:00,9,2108.06,234.2288888888889,4,63,True,2011-10-20 10:15:00,12.0,False,False,5,5,4,14,Champions,Active repeat,Develop loyalty
13756,2009-12-15 15:18:00,2011-12-07 16:44:00,23,8655.95,376.3456521739131,2,724,True,2010-01-20 16:00:00,36.0,True,True,5,5,5,15,Champions,Active repeat,Protect high-value active
13757,2010-02-03 12:37:00,2010-02-03 12:37:00,1,195.55,195.55,675,675,False,,,True,False,1,1,1,3,Hibernating,Dormant,Low-cost reactivation
13758,2009-12-01 10:06:00,2011-11-28 11:11:00,15,8698.13,579.8753333333333,12,739,True,2009-12-15 12:43:00,14.0,True,True,5,5,5,15,Champions,Active repeat,Protect high-value active
13759,2011-09-29 15:40:00,2011-11-06 14:47:00,2,659.4100000000001,329.70500000000004,33,71,True,2011-11-06 14:47:00,37.0,False,False,4,2,3,9,Potential Loyalists,Active repeat,Develop loyalty
13760,2010-04-25 13:10:00,2011-10-16 16:13:00,5,1363.6399999999999,272.72799999999995,54,593,True,2010-06-22 13:19:00,58.0,True,True,4,4,4,12,Champions,Active repeat,Develop loyalty
13761,2010-02-21 11:08:00,2011-10-20 14:01:00,6,1952.17,325.3616666666667,50,657,True,2010-05-14 09:36:00,81.0,True,True,4,4,4,12,Champions,Active repeat,Develop loyalty
13762,2010-01-10 12:13:00,2011-05-05 09:15:00,5,2472.48,494.496,219,699,True,2010-02-28 11:54:00,48.0,True,True,2,4,4,10,At Risk,Dormant,Low-cost reactivation
13763,2010-09-30 17:39:00,2011-10-07 15:13:00,3,5217.4400000000005,1739.1466666666668,63,435,True,2010-10-18 13:25:00,17.0,True,True,3,3,5,11,Needs Attention,Active repeat,Protect high-value active
13764,2010-03-07 12:56:00,2011-09-30 12:03:00,6,2919.62,486.6033333333333,71,642,True,2010-03-07 13:08:00,0.0,True,True,3,4,5,12,Loyal Customers,Active repeat,Protect high-value active
13765,2010-02-24 13:46:00,2010-02-24 13:46:00,1,352.821,352.821,653,653,False,,,True,False,1,1,2,4,Hibernating,Dormant,Low-cost reactivation
13766,2010-08-01 14:25:00,2010-08-01 14:25:00,1,190.35,190.35,495,495,False,,,True,False,1,1,1,3,Hibernating,Dormant,Low-cost reactivation
13767,2009-12-01 10:52:00,2011-12-07 15:00:00,73,33903.57,464.43246575342465,2,739,True,2009-12-07 16:17:00,6.0,True,True,5,5,5,15,Champions,Active repeat,Protect high-value active
13768,2009-12-09 10:25:00,2009-12-13 10:41:00,2,875.97,437.985,727,731,True,2009-12-13 10:41:00,4.0,True,True,1,2,3,6,Hibernating,Dormant,Low-cost reactivation
13769,2009-12-16 11:59:00,2011-12-07 15:08:00,20,5478.12,273.906,2,724,True,2010-02-19 10:41:00,64.0,True,True,5,5,5,15,Champions,Active repeat,Protect high-value active
13770,2009-12-09 14:44:00,2010-10-13 15:10:00,4,785.37,196.3425,422,730,True,2010-03-04 10:41:00,84.0,True,True,1,3,3,7,At Risk,Dormant,Low-cost reactivation
13771,2010-02-25 12:37:00,2011-10-06 14:18:00,9,5728.82,636.5355555555556,64,653,True,2010-05-27 12:15:00,90.0,True,True,3,5,5,13,Loyal Customers,Active repeat,Protect high-value active
13772,2010-02-23 13:55:00,2011-11-06 11:43:00,8,3100.02,387.5025,34,654,True,2010-05-06 11:49:00,71.0,True,True,4,4,5,13,Champions,Active repeat,Protect high-value active
13773,2010-02-18 10:27:00,2010-11-08 11:49:00,2,301.54,150.77,397,660,True,2010-11-08 11:49:00,263.0,True,False,2,2,2,6,Hibernating,Dormant,Low-cost reactivation
13774,2011-09-19 12:06:00,2011-09-19 12:06:00,1,345.0,345.0,82,82,False,,,False,False,3,1,2,6,Needs Attention,New,Drive second purchase
13775,2010-04-28 12:15:00,2010-04-28 12:15:00,1,1049.66,1049.66,591,591,False,,,True,False,1,1,3,5,Hibernating,Dormant,Low-cost reactivation
13776,2010-10-07 16:07:00,2010-10-07 16:11:00,2,623.98,311.99,428,428,True,2010-10-07 16:11:00,0.0,True,True,1,2,3,6,Hibernating,Dormant,Low-cost reactivation
13777,2009-12-02 09:47:00,2011-12-09 12:25:00,61,49638.26,813.7419672131148,1,738,True,2009-12-02 09:49:00,0.0,True,True,5,5,5,15,Champions,Active repeat,Protect high-value active
13778,2010-05-23 13:34:00,2011-08-28 15:25:00,4,1124.49,281.1225,103,565,True,2010-06-24 12:13:00,31.0,True,True,3,3,3,9,Needs Attention,At risk,Test win-back
13779,2010-07-12 11:24:00,2010-07-12 11:24:00,1,161.13,161.13,516,516,False,,,True,False,1,1,1,3,Hibernating,Dormant,Low-cost reactivation
13780,2010-10-28 19:51:00,2011-12-02 13:49:00,3,732.07,244.02333333333334,7,407,True,2011-06-22 11:43:00,236.0,True,False,5,3,3,11,Potential Loyalists,Active repeat,Develop loyalty
13781,2009-12-18 15:46:00,2011-04-03 12:08:00,3,778.83,259.61,251,721,True,2010-04-26 14:30:00,128.0,True,False,2,3,3,8,At Risk,Dormant,Low-cost reactivation
13782,2009-12-06 12:52:00,2011-11-27 11:54:00,13,1786.08,137.39076923076922,13,733,True,2010-01-17 13:29:00,42.0,True,True,5,5,4,14,Champions,Active repeat,Develop loyalty
13783,2010-02-04 13:47:00,2010-08-09 09:23:00,4,1542.09,385.5225,488,673,True,2010-03-10 11:21:00,33.0,True,True,1,3,4,8,At Risk,Dormant,Low-cost reactivation
13784,2010-09-15 12:27:00,2011-11-30 09:33:00,14,2910.23,207.87357142857144,10,451,True,2010-09-26 11:50:00,10.0,True,True,5,5,5,15,Champions,Active repeat,Protect high-value active
13785,2010-09-05 16:01:00,2010-10-07 09:25:00,4,542.49,135.6225,429,460,True,2010-09-06 10:37:00,0.0,True,True,1,3,2,6,At Risk,Dormant,Low-cost reactivation
13786,2009-12-03 15:32:00,2010-12-07 13:53:00,6,3127.99,521.3316666666666,367,736,True,2010-03-15 16:36:00,102.0,True,False,2,4,5,11,At Risk,Dormant,Low-cost reactivation
13787,2010-01-14 10:13:00,2011-09-25 12:06:00,6,1222.5,203.75,76,695,True,2010-02-22 11:42:00,39.0,True,True,3,4,4,11,Loyal Customers,Active repeat,Develop loyalty
13788,2010-07-22 15:50:00,2010-07-22 15:50:00,1,3.75,3.75,505,505,False,,,True,False,1,1,1,3,Hibernating,Dormant,Low-cost reactivation
13789,2010-11-16 15:31:00,2010-11-16 15:31:00,1,239.45999999999998,239.45999999999998,388,388,False,,,True,False,2,1,1,4,Hibernating,Dormant,Low-cost reactivation
13790,2011-12-05 15:48:00,2011-12-05 15:48:00,1,348.8,348.8,4,4,False,,,False,False,5,1,2,8,New Customers,New,Drive second purchase
13791,2011-06-24 16:38:00,2011-08-04 11:44:00,2,1516.0,758.0,128,168,True,2011-08-04 11:44:00,40.0,True,True,3,2,4,9,Needs Attention,At risk,Test win-back
13792,2010-10-13 11:05:00,2011-10-04 14:31:00,3,383.95000000000005,127.98333333333335,66,423,True,2011-02-25 14:03:00,135.0,True,False,3,3,2,8,Needs Attention,Active repeat,Develop loyalty
13793,2010-03-03 08:25:00,2010-03-03 08:25:00,1,96.0,96.0,647,647,False,,,True,False,1,1,1,3,Hibernating,Dormant,Low-cost reactivation
13794,2010-06-11 12:30:00,2010-06-11 12:30:00,1,126.03,126.03,547,547,False,,,True,False,1,1,1,3,Hibernating,Dormant,Low-cost reactivation
13795,2010-03-12 12:44:00,2010-11-16 17:25:00,4,836.3,209.075,388,638,True,2010-07-21 11:39:00,130.0,True,False,2,3,3,8,At Risk,Dormant,Low-cost reactivation
13796,2010-07-28 14:45:00,2010-07-28 14:45:00,1,289.7,289.7,499,499,False,,,True,False,1,1,2,4,Hibernating,Dormant,Low-cost reactivation
13797,2010-03-02 12:17:00,2010-09-29 10:34:00,3,1179.45,393.15000000000003,437,648,True,2010-05-20 12:53:00,79.0,True,True,1,3,3,7,At Risk,Dormant,Low-cost reactivation
13798,2009-12-08 16:21:00,2011-12-08 15:51:00,110,75428.87,685.717,1,731,True,2009-12-15 15:16:00,6.0,True,True,5,5,5,15,Champions,Active repeat,Protect high-value active
13799,2010-03-05 16:39:00,2011-08-15 12:07:00,9,2803.57,311.5077777777778,117,644,True,2010-04-11 12:05:00,36.0,True,True,3,5,4,12,Loyal Customers,At risk,Win back high-value
13800,2009-12-03 10:03:00,2011-02-03 12:27:00,3,1679.56,559.8533333333334,310,737,True,2010-10-05 14:19:00,306.0,True,False,2,3,4,9,At Risk,Dormant,Low-cost reactivation
13801,2011-10-04 10:15:00,2011-10-04 10:15:00,1,324.8,324.8,67,67,False,,,False,False,3,1,2,6,Needs Attention,New,Drive second purchase
13802,2010-02-16 10:11:00,2011-07-24 10:54:00,19,26259.11,1382.0584210526315,139,662,True,2010-03-14 12:01:00,26.0,True,True,3,5,5,13,Loyal Customers,At risk,Win back high-value
13803,2010-03-31 10:00:00,2011-03-29 12:57:00,3,1338.9099999999999,446.3033333333333,255,619,True,2010-10-04 10:52:00,187.0,True,False,2,3,4,9,At Risk,Dormant,Low-cost reactivation
13804,2010-09-29 10:26:00,2011-11-09 12:32:00,9,3161.12,351.23555555555555,31,437,True,2010-09-30 16:20:00,1.0,True,True,4,5,5,14,Champions,Active repeat,Protect high-value active
13805,2011-08-02 15:29:00,2011-10-18 14:50:00,2,924.6,462.3,52,129,True,2011-10-18 14:50:00,76.0,True,True,4,2,3,9,Potential Loyalists,Active repeat,Develop loyalty
13806,2011-10-07 11:43:00,2011-10-07 11:43:00,1,256.38,256.38,64,64,False,,,False,False,3,1,1,5,Needs Attention,New,Drive second purchase
13807,2009-12-04 12:41:00,2010-12-07 15:48:00,3,422.2,140.73333333333332,367,736,True,2010-05-14 14:53:00,161.0,True,False,2,3,2,7,At Risk,Dormant,Low-cost reactivation
13808,2011-09-04 12:07:00,2011-12-04 12:18:00,5,1747.66,349.53200000000004,6,97,True,2011-09-07 12:10:00,3.0,True,True,5,4,4,13,Champions,Active repeat,Develop loyalty
13809,2010-09-05 11:42:00,2011-02-07 13:15:00,3,679.7,226.5666666666667,305,461,True,2010-11-10 09:35:00,65.0,True,True,2,3,3,8,At Risk,Dormant,Low-cost reactivation
13810,2011-10-14 12:57:00,2011-11-11 08:33:00,3,1499.01,499.67,29,56,True,2011-10-14 13:36:00,0.0,False,False,4,3,4,11,Potential Loyalists,Active repeat,Develop loyalty
13811,2011-04-14 18:40:00,2011-06-09 09:54:00,3,814.5,271.5,184,239,True,2011-04-18 10:28:00,3.0,True,True,3,3,3,9,Needs Attention,Dormant,Low-cost reactivation
13812,2011-08-26 12:54:00,2011-10-28 14:27:00,3,539.0,179.66666666666666,42,105,True,2011-10-06 14:37:00,41.0,True,True,4,3,2,9,Potential Loyalists,Active repeat,Develop loyalty
13813,2009-12-06 10:16:00,2011-10-31 10:38:00,8,2765.4700000000003,345.68375000000003,40,734,True,2010-02-10 13:04:00,66.0,True,True,4,4,4,12,Champions,Active repeat,Protect high-value active
13814,2010-06-30 14:12:00,2011-09-08 13:48:00,3,2257.32,752.44,92,527,True,2011-07-25 13:54:00,389.0,True,False,3,3,4,10,Needs Attention,At risk,Win back high-value
13815,2010-02-12 10:26:00,2011-11-17 14:19:00,8,7475.74,934.4675,22,666,True,2010-06-07 09:37:00,114.0,True,False,4,4,5,13,Champions,Active repeat,Protect high-value active
13816,2011-10-06 14:37:00,2011-11-16 08:38:00,2,571.6700000000001,285.83500000000004,24,64,True,2011-11-16 08:38:00,40.0,False,False,4,2,2,8,Potential Loyalists,Active repeat,Develop loyalty
13817,2010-12-23 11:46:00,2011-11-10 17:49:00,2,382.98,191.49,29,352,True,2011-11-10 17:49:00,322.0,True,False,4,2,2,8,Potential Loyalists,Active repeat,Develop loyalty
13818,2010-10-06 12:35:00,2010-10-06 12:35:00,1,61.28,61.28,430,430,False,,,True,False,1,1,1,3,Hibernating,Dormant,Low-cost reactivation
13819,2009-12-01 16:18:00,2011-02-11 10:38:00,6,2642.35,440.39166666666665,302,738,True,2009-12-11 14:33:00,9.0,True,True,2,4,4,10,At Risk,Dormant,Low-cost reactivation
13820,2010-01-28 12:26:00,2010-10-17 13:46:00,3,652.75,217.58333333333334,418,681,True,2010-03-03 11:57:00,33.0,True,True,1,3,3,7,At Risk,Dormant,Low-cost reactivation
13821,2010-01-04 13:36:00,2011-07-18 09:49:00,6,1379.08,229.84666666666666,145,704,True,2010-01-07 12:37:00,2.0,True,True,3,4,4,11,Loyal Customers,At risk,Test win-back
13822,2011-10-30 15:55:00,2011-12-04 12:13:00,2,632.0,316.0,6,40,True,2011-12-04 12:13:00,34.0,False,False,5,2,3,10,Potential Loyalists,Active repeat,Develop loyalty
13823,2009-12-15 14:34:00,2011-11-21 10:22:00,7,3403.45,486.20714285714286,19,724,True,2010-02-05 09:49:00,51.0,True,True,5,4,5,14,Champions,Active repeat,Protect high-value active
13824,2010-03-12 15:17:00,2011-11-07 12:41:00,12,3314.76,276.23,33,637,True,2010-04-29 12:30:00,47.0,True,True,4,5,5,14,Champions,Active repeat,Protect high-value active
13825,2009-12-09 14:30:00,2010-03-28 11:02:00,2,255.59000000000003,127.79500000000002,622,730,True,2010-03-28 11:02:00,108.0,True,False,1,2,1,4,Hibernating,Dormant,Low-cost reactivation
13826,2011-06-16 13:48:00,2011-06-16 13:48:00,1,189.5,189.5,176,176,False,,,True,False,3,1,1,5,Needs Attention,At risk,Test win-back
13827,2011-07-19 15:38:00,2011-10-13 12:38:00,3,409.8,136.6,58,143,True,2011-07-29 11:45:00,9.0,True,True,4,3,2,9,Potential Loyalists,Active repeat,Develop loyalty
13828,2011-11-17 16:02:00,2011-11-17 16:02:00,1,209.49,209.49,22,22,False,,,False,False,4,1,1,6,New Customers,New,Drive second purchase
13829,2010-10-14 18:19:00,2010-10-14 18:19:00,1,102.0,102.0,421,421,False,,,True,False,1,1,1,3,Hibernating,Dormant,Low-cost reactivation
13830,2010-05-07 12:24:00,2010-05-07 12:24:00,1,156.85000000000002,156.85000000000002,582,582,False,,,True,False,1,1,1,3,Hibernating,Dormant,Low-cost reactivation
13831,2009-12-10 14:50:00,2011-11-23 15:41:00,18,6585.54,365.86333333333334,16,729,True,2009-12-16 12:41:00,5.0,True,True,5,5,5,15,Champions,Active repeat,Protect high-value active
13832,2010-10-13 14:41:00,2011-11-20 15:36:00,2,609.89,304.945,19,422,True,2011-11-20 15:36:00,403.0,True,False,5,2,3,10,Potential Loyalists,Active repeat,Develop loyalty
13833,2010-10-31 14:11:00,2011-07-03 13:27:00,2,700.4100000000001,350.20500000000004,159,404,True,2011-07-03 13:27:00,244.0,True,False,3,2,3,8,Needs Attention,At risk,Test win-back
13834,2010-02-08 12:52:00,2010-05-12 10:27:00,2,324.19,162.095,577,669,True,2010-05-12 10:27:00,92.0,True,False,1,2,2,5,Hibernating,Dormant,Low-cost reactivation
13835,2010-03-04 08:26:00,2011-11-14 15:37:00,7,1095.27,156.46714285714285,25,646,True,2010-03-24 12:32:00,20.0,True,True,4,4,3,11,Loyal Customers,Active repeat,Develop loyalty
13836,2010-10-21 13:27:00,2010-11-05 13:31:00,2,620.37,310.185,399,414,True,2010-11-05 13:31:00,15.0,True,True,2,2,3,7,Hibernating,Dormant,Low-cost reactivation
13837,2011-01-26 12:15:00,2011-05-12 12:10:00,2,266.59000000000003,133.29500000000002,212,318,True,2011-05-12 12:10:00,105.0,True,False,2,2,1,5,Hibernating,Dormant,Low-cost reactivation
13838,2010-05-09 11:40:00,2011-12-04 11:00:00,10,1690.07,169.007,6,580,True,2010-10-03 12:07:00,147.0,True,False,5,5,4,14,Champions,Active repeat,Develop loyalty
13839,2010-08-10 13:52:00,2010-08-10 13:52:00,1,139.95000000000002,139.95000000000002,486,486,False,,,True,False,1,1,1,3,Hibernating,Dormant,Low-cost reactivation
13840,2010-10-19 13:34:00,2010-10-19 13:34:00,1,651.4,651.4,416,416,False,,,True,False,1,1,3,5,Hibernating,Dormant,Low-cost reactivation
13841,2011-04-01 12:10:00,2011-04-01 12:10:00,1,85.0,85.0,253,253,False,,,True,False,2,1,1,4,Hibernating,Dormant,Low-cost reactivation
13842,2010-02-16 15:54:00,2011-10-12 10:51:00,18,5319.34,295.5188888888889,59,661,True,2010-02-16 15:55:00,0.0,True,True,4,5,5,14,Champions,Active repeat,Protect high-value active
13843,2010-11-23 17:48:00,2010-11-23 17:48:00,1,319.75,319.75,381,381,False,,,True,False,2,1,2,5,Hibernating,Dormant,Low-cost reactivation
13844,2011-11-28 13:21:00,2011-11-28 13:21:00,1,361.62,361.62,11,11,False,,,False,False,5,1,2,8,New Customers,New,Drive second purchase
13845,2011-10-06 08:25:00,2011-10-06 08:25:00,1,312.98,312.98,65,65,False,,,False,False,3,1,2,6,Needs Attention,New,Drive second purchase
13846,2010-11-05 09:47:00,2011-11-15 12:07:00,4,1307.79,326.9475,25,400,True,2010-12-14 16:07:00,39.0,True,True,4,3,4,11,Potential Loyalists,Active repeat,Develop loyalty
13847,2009-12-20 10:41:00,2009-12-20 10:41:00,1,310.72,310.72,720,720,False,,,True,False,1,1,2,4,Hibernating,Dormant,Low-cost reactivation
13848,2009-12-09 16:17:00,2011-09-08 12:58:00,8,3015.0,376.875,92,730,True,2010-03-21 12:01:00,101.0,True,False,3,4,5,12,Loyal Customers,At risk,Win back high-value
13849,2010-03-25 12:03:00,2011-10-19 10:59:00,5,3469.2999999999997,693.8599999999999,52,625,True,2010-10-01 14:57:00,190.0,True,False,4,4,5,13,Champions,Active repeat,Protect high-value active
13850,2011-08-02 14:04:00,2011-08-02 14:04:00,1,1595.48,1595.48,129,129,False,,,True,False,3,1,4,8,Needs Attention,At risk,Test win-back
13851,2010-01-29 11:54:00,2011-09-05 12:36:00,8,4606.46,575.8075,96,680,True,2010-09-24 09:41:00,237.0,True,False,3,4,5,12,Loyal Customers,At risk,Win back high-value
13852,2010-04-08 09:06:00,2010-04-08 09:06:00,1,187.35000000000002,187.35000000000002,611,611,False,,,True,False,1,1,1,3,Hibernating,Dormant,Low-cost reactivation
13853,2011-10-13 14:18:00,2011-10-13 14:18:00,1,1090.14,1090.14,57,57,False,,,False,False,4,1,3,8,New Customers,New,Drive second purchase
13854,2010-01-08 11:28:00,2011-12-01 09:06:00,39,11944.56,306.2707692307692,9,701,True,2010-02-02 12:03:00,25.0,True,True,5,5,5,15,Champions,Active repeat,Protect high-value active
13855,2009-12-08 16:56:00,2010-07-27 09:53:00,4,1310.3400000000001,327.58500000000004,501,731,True,2009-12-18 14:54:00,9.0,True,True,1,3,4,8,At Risk,Dormant,Low-cost reactivation
