Source,Target,Type,Weight
22089,22090,Undirected,158
22021,85206A,Undirected,103
22326,POST,Undirected,356
22328,POST,Undirected,224
20728,21936,Undirected,112
20725,21936,Undirected,231
21937,85099B,Undirected,106
21156,22367,Undirected,237
22326,22352,Undirected,114
22328,22352,Undirected,116
21559,22326,Undirected,126
21559,22328,Undirected,112
22326,22327,Undirected,135
22367,47591D,Undirected,253
20725,21937,Undirected,113
21080,22197,Undirected,121
22138,22367,Undirected,102
20725,22367,Undirected,106
20727,22327,Undirected,116
20726,22328,Undirected,134
20726,22326,Undirected,197
20725,22328,Undirected,158
20725,22326,Undirected,155
20728,22326,Undirected,115
20724,22326,Undirected,112
20719,22326,Undirected,146
20727,22326,Undirected,108
21977,47566,Undirected,105
47566,84991,Undirected,103
21754,48138,Undirected,103
85049C,85049G,Undirected,115
20727,22383,Undirected,576
20726,22383,Undirected,452
20725,22383,Undirected,693
20728,22384,Undirected,566
20728,22382,Undirected,454
20728,22383,Undirected,565
20725,22384,Undirected,714
22382,22384,Undirected,494
20727,22384,Undirected,575
20914,22384,Undirected,119
22384,85099C,Undirected,164
22383,22384,Undirected,558
20725,22382,Undirected,603
20727,22382,Undirected,510
20914,22382,Undirected,123
22382,85099C,Undirected,117
22382,22383,Undirected,617
20914,22383,Undirected,142
22383,85099C,Undirected,191
21754,47566,Undirected,108
22379,22382,Undirected,152
22382,85099B,Undirected,275
22382,85123A,Undirected,182
22381,22382,Undirected,110
22380,22382,Undirected,138
22379,22383,Undirected,159
22383,85099B,Undirected,371
22383,85123A,Undirected,225
22381,22383,Undirected,115
20727,22379,Undirected,117
22379,85099B,Undirected,347
22379,85123A,Undirected,106
22379,22381,Undirected,362
22379,22380,Undirected,224
22381,85099B,Undirected,235
22380,85099B,Undirected,114
22380,22381,Undirected,238
22326,22382,Undirected,143
21212,22382,Undirected,112
22382,84997D,Undirected,111
20723,22382,Undirected,137
22356,22382,Undirected,150
20724,22382,Undirected,184
22326,22383,Undirected,140
21212,22383,Undirected,146
20723,22383,Undirected,154
22356,22383,Undirected,159
20724,22383,Undirected,215
21931,22381,Undirected,129
20725,22381,Undirected,123
22382,84879,Undirected,109
22328,22382,Undirected,135
21931,22379,Undirected,182
21931,22382,Undirected,205
22355,22382,Undirected,160
20728,22379,Undirected,117
20725,22379,Undirected,195
21930,22382,Undirected,113
22367,22383,Undirected,100
22367,22382,Undirected,161
22377,22379,Undirected,105
20726,22384,Undirected,416
21559,22384,Undirected,136
22384,47591D,Undirected,102
22384,84997D,Undirected,112
22384,84991,Undirected,110
21212,22384,Undirected,129
20726,22382,Undirected,473
21559,22382,Undirected,125
20719,22382,Undirected,133
22381,85099F,Undirected,103
21559,22383,Undirected,135
21931,22383,Undirected,407
21929,22383,Undirected,135
21928,22383,Undirected,154
22355,22383,Undirected,248
21928,22382,Undirected,100
20713,22383,Undirected,141
20718,22383,Undirected,100
21931,22384,Undirected,248
22384,85099F,Undirected,209
22384,85099B,Undirected,366
22381,22384,Undirected,148
20718,22384,Undirected,120
20724,22384,Undirected,208
20723,22384,Undirected,149
22356,22384,Undirected,190
22355,22384,Undirected,166
21936,22384,Undirected,147
21929,22384,Undirected,131
20711,22379,Undirected,105
20711,22383,Undirected,102
22379,22384,Undirected,130
22328,22383,Undirected,134
22326,22384,Undirected,117
22328,22384,Undirected,109
20728,85099F,Undirected,159
21166,82582,Undirected,110
21907,85123A,Undirected,101
21169,21175,Undirected,163
21175,21907,Undirected,177
21169,82600,Undirected,100
21165,21169,Undirected,113
21169,21181,Undirected,175
21166,21169,Undirected,177
21169,85152,Undirected,133
21907,21908,Undirected,105
21166,21908,Undirected,167
21907,82600,Undirected,126
21166,82600,Undirected,209
21165,21907,Undirected,109
21181,21907,Undirected,127
21166,21907,Undirected,145
21907,85152,Undirected,176
22379,22385,Undirected,117
22385,22386,Undirected,375
22386,47566,Undirected,115
22379,22386,Undirected,230
22381,22386,Undirected,226
20713,22411,Undirected,226
21931,22411,Undirected,507
22379,22411,Undirected,169
22197,22411,Undirected,133
21181,22413,Undirected,165
21175,22413,Undirected,202
21908,22413,Undirected,103
22413,85150,Undirected,104
22383,22386,Undirected,287
22382,22386,Undirected,206
22386,22411,Undirected,507
20725,22386,Undirected,332
20726,22386,Undirected,177
21931,22386,Undirected,539
22355,22386,Undirected,150
22383,22411,Undirected,248
22383,47566,Undirected,125
22382,22411,Undirected,161
22381,22411,Undirected,129
22411,47566,Undirected,102
20725,22411,Undirected,263
20726,22411,Undirected,124
22355,22411,Undirected,117
21977,22411,Undirected,106
21907,22413,Undirected,142
20719,22383,Undirected,144
22384,22411,Undirected,193
22384,22385,Undirected,166
22384,22386,Undirected,370
21928,22384,Undirected,134
22385,22411,Undirected,275
21929,22411,Undirected,378
21928,22411,Undirected,397
22411,85099C,Undirected,393
21931,22385,Undirected,343
21929,22385,Undirected,187
21928,22385,Undirected,189
22385,85099C,Undirected,203
21929,22386,Undirected,372
21928,22386,Undirected,394
22386,85099C,Undirected,437
22197,22386,Undirected,121
22411,85099B,Undirected,688
22386,85099B,Undirected,914
22411,85123A,Undirected,156
21212,22411,Undirected,111
22386,85123A,Undirected,175
21212,22386,Undirected,121
22384,85123A,Undirected,222
20727,22411,Undirected,165
22197,22383,Undirected,120
20727,22386,Undirected,240
20712,22383,Undirected,122
21930,22411,Undirected,246
21166,22413,Undirected,179
22352,22383,Undirected,105
21975,22417,Undirected,209
21213,22417,Undirected,161
20712,22379,Undirected,122
22379,85099F,Undirected,119
20712,22386,Undirected,311
20712,22411,Undirected,245
21930,22386,Undirected,340
22386,85099F,Undirected,490
22382,85099F,Undirected,139
22411,85099F,Undirected,323
22084,22499,Undirected,109
20685,22386,Undirected,113
22417,84992,Undirected,133
21977,22417,Undirected,190
22382,22385,Undirected,217
22383,22385,Undirected,176
21930,22383,Undirected,173
20713,22385,Undirected,182
21930,22385,Undirected,196
20713,22386,Undirected,265
20713,22384,Undirected,107
21930,22384,Undirected,167
20711,22411,Undirected,230
20711,22386,Undirected,271
21169,22413,Undirected,106
22413,85152,Undirected,164
22413,85123A,Undirected,113
20724,22385,Undirected,109
20712,22385,Undirected,193
22385,85099B,Undirected,417
21165,22413,Undirected,101
20718,22411,Undirected,115
21212,22417,Undirected,247
22417,84991,Undirected,207
22356,22386,Undirected,196
22385,85099F,Undirected,217
20711,22385,Undirected,171
21174,21907,Undirected,138
21174,22413,Undirected,102
22413,82600,Undirected,118
22386,48138,Undirected,100
20724,22379,Undirected,107
20723,22386,Undirected,125
20724,22386,Undirected,204
20728,22386,Undirected,226
20718,22386,Undirected,144
22383,85099F,Undirected,184
20728,22385,Undirected,136
21080,22411,Undirected,116
21080,22386,Undirected,131
21937,22383,Undirected,101
21976,22417,Undirected,112
20719,22384,Undirected,118
20719,22386,Undirected,119
20725,22385,Undirected,190
20726,22385,Undirected,120
21937,22384,Undirected,107
22371,22374,Undirected,120
22383,84991,Undirected,111
21936,22382,Undirected,122
21936,22386,Undirected,112
20728,22411,Undirected,165
20724,22411,Undirected,135
22356,22411,Undirected,105
21936,22383,Undirected,152
20727,21936,Undirected,109
20712,22384,Undirected,100
22432,22433,Undirected,144
20727,22385,Undirected,135
22431,22432,Undirected,189
22431,22433,Undirected,173
22457,85123A,Undirected,329
21932,21936,Undirected,105
22464,22465,Undirected,132
22480,22482,Undirected,101
85099B,DOT,Undirected,125
22457,22488,Undirected,164
22456,22457,Undirected,182
22456,22488,Undirected,111
22464,85123A,Undirected,185
21790,21914,Undirected,111
21889,21914,Undirected,102
22465,85123A,Undirected,102
22457,47566,Undirected,116
22178,22457,Undirected,113
22457,84879,Undirected,172
22487,85123A,Undirected,115
22457,84978,Undirected,108
22457,84836,Undirected,118
22568,22569,Undirected,300
22569,22570,Undirected,339
22568,22570,Undirected,307
22147,22568,Undirected,113
22147,22569,Undirected,126
22147,22570,Undirected,120
22149,22568,Undirected,107
22149,22569,Undirected,118
22149,22570,Undirected,109
20971,22568,Undirected,106
20969,22568,Undirected,116
22584,22585,Undirected,135
22582,22584,Undirected,105
20972,22569,Undirected,121
21755,22457,Undirected,103
22585,84879,Undirected,156
22457,84970S,Undirected,106
22488,85123A,Undirected,102
22507,85123A,Undirected,100
22505,22507,Undirected,106
22631,22659,Undirected,121
22138,22617,Undirected,413
22508,85123A,Undirected,107
22423,22457,Undirected,159
22423,84991,Undirected,170
21977,22423,Undirected,210
21212,22423,Undirected,247
22139,22617,Undirected,146
15056N,22423,Undirected,102
22423,48138,Undirected,159
22423,84879,Undirected,319
21232,22423,Undirected,185
22423,85123A,Undirected,350
21754,22423,Undirected,187
21231,22423,Undirected,135
22423,85099F,Undirected,109
22386,22423,Undirected,135
22382,22423,Undirected,110
22383,22423,Undirected,139
22384,22423,Undirected,111
22423,48194,Undirected,118
21535,22423,Undirected,108
21843,22423,Undirected,302
21166,22423,Undirected,107
21539,22423,Undirected,100
21914,21915,Undirected,285
20685,22423,Undirected,137
21523,22423,Undirected,106
22411,22423,Undirected,151
22423,22585,Undirected,111
22457,84946,Undirected,107
22077,85049G,Undirected,151
22077,22423,Undirected,160
21524,22423,Undirected,112
21034,22423,Undirected,103
22090,22423,Undirected,120
20972,22568,Undirected,121
21931,22423,Undirected,130
22423,85099B,Undirected,227
22197,22423,Undirected,134
21621,22423,Undirected,101
22423,84755,Undirected,103
22139,22423,Undirected,161
21755,22423,Undirected,136
21080,22423,Undirected,122
21217,22423,Undirected,104
20728,22423,Undirected,107
22138,22423,Undirected,154
20725,22423,Undirected,182
22423,47566,Undirected,258
22178,22423,Undirected,163
22423,82486,Undirected,119
22423,48187,Undirected,136
21314,22423,Undirected,112
20914,22423,Undirected,127
22077,84879,Undirected,140
22457,85099B,Undirected,118
22423,POST,Undirected,184
21889,21915,Undirected,115
22423,84946,Undirected,136
21181,22423,Undirected,114
21175,22423,Undirected,112
22383,84879,Undirected,100
22563,22564,Undirected,121
22562,22563,Undirected,175
22555,22556,Undirected,269
22551,22556,Undirected,312
22518,22519,Undirected,109
22520,22522,Undirected,153
22522,22523,Undirected,146
22521,22522,Undirected,129
22520,22523,Undirected,134
22520,22521,Undirected,168
22520,22524,Undirected,109
22521,22523,Undirected,146
22521,22524,Undirected,102
22521,22525,Undirected,106
22524,22525,Undirected,138
21912,22550,Undirected,100
21791,21915,Undirected,111
22551,22555,Undirected,215
22555,22557,Undirected,173
22553,22555,Undirected,110
22551,22557,Undirected,218
22551,22553,Undirected,198
22553,22557,Undirected,181
22560,22561,Undirected,113
22556,22557,Undirected,165
22554,22557,Undirected,191
22553,22556,Undirected,162
22553,22554,Undirected,200
22551,22554,Undirected,313
22554,22556,Undirected,283
22554,22555,Undirected,195
20727,22553,Undirected,116
22326,22554,Undirected,133
22326,22551,Undirected,101
22382,22551,Undirected,129
22423,71459,Undirected,110
22530,22534,Undirected,130
21790,22548,Undirected,106
21790,22561,Undirected,103
22326,22556,Undirected,113
22423,DOT,Undirected,110
21791,22549,Undirected,116
21790,22549,Undirected,116
22554,POST,Undirected,201
22551,POST,Undirected,163
22556,POST,Undirected,208
22555,POST,Undirected,103
22606,22607,Undirected,132
22605,22606,Undirected,133
22605,22607,Undirected,197
82484,82494L,Undirected,214
82484,82486,Undirected,178
82483,82484,Undirected,148
82482,82484,Undirected,200
82484,85123A,Undirected,251
21790,21915,Undirected,124
21754,82484,Undirected,108
22423,82484,Undirected,132
22423,82482,Undirected,159
21155,22558,Undirected,103
82484,84879,Undirected,129
22423,82494L,Undirected,159
20914,22558,Undirected,107
20725,22558,Undirected,107
22558,85123A,Undirected,115
21212,22558,Undirected,107
22469,22470,Undirected,651
22423,22469,Undirected,129
22469,82494L,Undirected,129
22189,22470,Undirected,106
22470,82494L,Undirected,149
22470,85123A,Undirected,445
22469,85123A,Undirected,393
21754,22470,Undirected,165
22296,22470,Undirected,112
21754,22469,Undirected,140
22178,22469,Undirected,107
22469,84879,Undirected,166
22469,82482,Undirected,129
22469,82484,Undirected,107
21755,22469,Undirected,145
22470,84879,Undirected,180
22470,85099B,Undirected,114
22469,85099B,Undirected,130
22423,22470,Undirected,138
21755,22470,Undirected,151
22086,22423,Undirected,100
22470,82482,Undirected,132
22470,82484,Undirected,119
21034,22470,Undirected,129
22469,47566,Undirected,117
21034,22469,Undirected,105
20725,22469,Undirected,119
22383,22469,Undirected,104
20725,22470,Undirected,114
22625,22627,Undirected,176
22423,22624,Undirected,141
22624,22627,Undirected,250
22624,22625,Undirected,322
22624,22626,Undirected,125
22625,22626,Undirected,107
22423,22625,Undirected,120
22624,85123A,Undirected,128
22411,DOT,Undirected,126
22470,84836,Undirected,135
22489,22491,Undirected,155
22489,22560,Undirected,113
22489,22561,Undirected,111
22622,22623,Undirected,142
22469,84836,Undirected,133
21733,22470,Undirected,167
21733,22469,Undirected,129
22427,85123A,Undirected,101
22645,22646,Undirected,194
22644,22645,Undirected,132
22644,22646,Undirected,165
21232,22649,Undirected,151
22427,22429,Undirected,108
22424,22427,Undirected,106
22424,22429,Undirected,107
21231,22649,Undirected,108
21232,22644,Undirected,112
21232,22646,Undirected,200
21231,22645,Undirected,113
21232,22645,Undirected,129
21231,22646,Undirected,132
21891,22620,Undirected,116
21790,22620,Undirected,103
22634,22635,Undirected,204
21892,22620,Undirected,125
22501,22502,Undirected,183
20712,DOT,Undirected,112
22386,DOT,Undirected,129
20711,DOT,Undirected,115
22029,22712,Undirected,103
22457,22469,Undirected,183
22457,22470,Undirected,184
22383,22629,Undirected,114
22382,22629,Undirected,194
22326,22629,Undirected,142
22630,22631,Undirected,149
20725,22630,Undirected,121
22630,22659,Undirected,181
22629,22659,Undirected,202
20725,22629,Undirected,143
22382,22630,Undirected,134
22328,22629,Undirected,119
22629,22630,Undirected,467
20726,22630,Undirected,105
20726,22629,Undirected,124
22326,22630,Undirected,110
22423,22630,Undirected,110
22630,POST,Undirected,108
22629,22631,Undirected,179
22629,85099B,Undirected,112
22629,POST,Undirected,169
22616,22659,Undirected,120
22666,22667,Undirected,201
22423,22629,Undirected,122
22665,22666,Undirected,140
22665,22667,Undirected,101
22666,85123A,Undirected,120
22551,22629,Undirected,142
22668,22669,Undirected,116
22423,22666,Undirected,161
22457,82482,Undirected,107
22600,22602,Undirected,115
22600,22603,Undirected,111
22593,22595,Undirected,154
22573,22574,Undirected,131
22578,22579,Undirected,224
22577,22579,Undirected,193
22577,22578,Undirected,307
22577,22595,Undirected,108
22594,22595,Undirected,148
22593,22594,Undirected,140
22384,22662,Undirected,203
22661,22662,Undirected,100
22662,22663,Undirected,112
22630,22662,Undirected,112
22629,22662,Undirected,106
20724,22661,Undirected,184
21928,22663,Undirected,110
22385,22663,Undirected,146
22411,22663,Undirected,128
22386,22663,Undirected,152
21929,22663,Undirected,104
22382,22662,Undirected,312
20726,22662,Undirected,198
20725,22662,Undirected,271
20723,22661,Undirected,135
20727,22662,Undirected,226
22355,22661,Undirected,168
22356,22661,Undirected,140
20719,22661,Undirected,140
22383,22662,Undirected,261
20728,22662,Undirected,225
22652,22654,Undirected,100
22662,85099B,Undirected,129
22663,85099B,Undirected,176
22571,22572,Undirected,106
21931,22663,Undirected,154
22469,22694,Undirected,154
22470,22694,Undirected,245
22694,85123A,Undirected,124
22754,22755,Undirected,118
22753,22754,Undirected,103
22698,22699,Undirected,485
22697,22699,Undirected,611
22697,22698,Undirected,520
22423,22699,Undirected,466
22677,22680,Undirected,103
22676,22680,Undirected,105
22677,22678,Undirected,106
22677,22679,Undirected,102
22676,22677,Undirected,120
22676,22678,Undirected,105
22676,22679,Undirected,100
22699,84879,Undirected,107
22423,22698,Undirected,338
22423,22697,Undirected,417
22699,85123A,Undirected,101
22273,22749,Undirected,104
22749,22750,Undirected,268
22749,22751,Undirected,188
22750,22751,Undirected,188
20972,22749,Undirected,125
22750,22940,Undirected,101
20972,22750,Undirected,105
22111,22865,Undirected,137
22111,22866,Undirected,185
22865,22866,Undirected,355
22866,22867,Undirected,297
22865,22867,Undirected,343
22834,22867,Undirected,113
22111,22835,Undirected,172
21485,22835,Undirected,134
22114,22835,Undirected,258
22114,22866,Undirected,106
22113,22835,Undirected,114
22834,22865,Undirected,121
22834,22866,Undirected,120
22749,22940,Undirected,106
22112,22835,Undirected,374
22111,22867,Undirected,106
22112,22865,Undirected,135
22112,22866,Undirected,135
22737,22739,Undirected,131
22736,22738,Undirected,101
22734,22909,Undirected,137
22734,22910,Undirected,149
22086,22734,Undirected,111
22086,22910,Undirected,489
21212,22952,Undirected,108
22909,22910,Undirected,214
22950,22952,Undirected,152
22909,22952,Undirected,270
22910,22952,Undirected,240
22909,22950,Undirected,123
22910,22950,Undirected,113
22734,22952,Undirected,144
22738,22910,Undirected,107
22809,22810,Undirected,133
21977,22951,Undirected,111
22086,22865,Undirected,118
22086,22952,Undirected,165
22086,22909,Undirected,172
21212,22951,Undirected,111
22804,85123A,Undirected,276
21733,22804,Undirected,179
22727,22729,Undirected,266
22726,22727,Undirected,544
22726,22729,Undirected,241
22423,22726,Undirected,107
22423,22727,Undirected,136
22114,22865,Undirected,113
22726,22730,Undirected,284
22727,22730,Undirected,326
22728,22729,Undirected,172
22729,22730,Undirected,151
22725,22729,Undirected,120
22727,22728,Undirected,363
22726,22728,Undirected,312
22728,22730,Undirected,220
22725,22728,Undirected,157
22725,22727,Undirected,230
22725,22726,Undirected,200
22725,22730,Undirected,148
22726,84879,Undirected,105
22745,22748,Undirected,305
22746,22748,Undirected,253
22746,22747,Undirected,170
22745,22746,Undirected,242
22747,22748,Undirected,173
22745,22747,Undirected,166
22659,22900,Undirected,125
22727,84879,Undirected,110
22367,22899,Undirected,118
22633,22867,Undirected,181
22112,22633,Undirected,104
22632,22866,Undirected,228
22632,22867,Undirected,184
22632,22633,Undirected,234
22633,22865,Undirected,240
22632,22865,Undirected,242
22633,22866,Undirected,210
22767,22768,Undirected,111
22766,85123A,Undirected,108
22840,22841,Undirected,116
22846,22847,Undirected,114
22840,22842,Undirected,107
22771,22772,Undirected,105
22844,22845,Undirected,149
22941,22942,Undirected,106
22141,22142,Undirected,132
22917,22921,Undirected,105
22917,22920,Undirected,123
22916,22917,Undirected,125
22917,22918,Undirected,120
22920,22921,Undirected,103
22916,22921,Undirected,106
22918,22921,Undirected,106
22916,22920,Undirected,120
22918,22920,Undirected,121
22916,22918,Undirected,120
22917,22919,Undirected,121
22919,22921,Undirected,105
22919,22920,Undirected,121
22918,22919,Undirected,118
22916,22919,Undirected,117
22666,22961,Undirected,108
22962,22963,Undirected,119
22960,22961,Undirected,237
22423,22960,Undirected,119
22423,22961,Undirected,118
22666,22960,Undirected,124
22720,22722,Undirected,222
22722,22960,Undirected,115
22720,22961,Undirected,132
22720,22960,Undirected,169
22720,85123A,Undirected,118
22666,22720,Undirected,169
22423,22720,Undirected,150
22624,22720,Undirected,104
22720,47566,Undirected,110
22960,22993,Undirected,121
22720,22993,Undirected,110
22996,22998,Undirected,113
23254,23256,Undirected,156
23204,23205,Undirected,112
23201,23207,Undirected,166
21931,23201,Undirected,143
20725,23201,Undirected,102
23199,23201,Undirected,220
23201,23206,Undirected,115
20728,23207,Undirected,154
20725,23207,Undirected,160
23206,23207,Undirected,206
20728,23199,Undirected,102
20728,23206,Undirected,193
21931,23199,Undirected,181
23199,85099C,Undirected,121
20725,23199,Undirected,124
20725,23206,Undirected,265
23199,23206,Undirected,203
23199,23204,Undirected,114
23204,23206,Undirected,129
23207,23208,Undirected,161
22383,23206,Undirected,247
23206,23208,Undirected,219
21929,23201,Undirected,101
23201,85099B,Undirected,218
23201,85099F,Undirected,110
21929,23199,Undirected,108
23199,85099F,Undirected,104
23199,85099B,Undirected,293
23208,85099B,Undirected,109
23206,85099B,Undirected,149
23199,23208,Undirected,126
22383,23199,Undirected,111
22382,23207,Undirected,152
22382,23208,Undirected,141
22382,23206,Undirected,204
22383,23207,Undirected,155
22383,23208,Undirected,160
20725,23208,Undirected,173
20727,23207,Undirected,145
22662,23207,Undirected,100
20726,23207,Undirected,119
22384,23207,Undirected,141
20724,23205,Undirected,100
20727,23206,Undirected,202
22662,23206,Undirected,127
20724,23204,Undirected,147
20719,23204,Undirected,112
20723,23204,Undirected,105
22355,23204,Undirected,124
20726,23206,Undirected,206
22384,23206,Undirected,192
22411,23201,Undirected,124
22386,23201,Undirected,151
22384,23208,Undirected,127
20727,23208,Undirected,154
20728,23208,Undirected,127
22384,23199,Undirected,104
20727,23199,Undirected,103
22411,23199,Undirected,155
22386,23199,Undirected,195
20712,23199,Undirected,115
20726,23208,Undirected,116
22385,23199,Undirected,109
23298,47566,Undirected,290
23298,85123A,Undirected,100
23298,84879,Undirected,118
22383,23209,Undirected,223
20728,23209,Undirected,187
22662,23209,Undirected,118
20727,23209,Undirected,221
22384,23209,Undirected,202
23199,23200,Undirected,216
23203,23209,Undirected,316
23199,23209,Undirected,133
23200,23209,Undirected,105
23201,23209,Undirected,120
23207,23209,Undirected,174
23199,23203,Undirected,230
23200,23203,Undirected,186
23201,23203,Undirected,230
23203,23207,Undirected,113
23200,23201,Undirected,113
23199,23202,Undirected,205
23200,23202,Undirected,170
23200,23206,Undirected,100
23202,23208,Undirected,147
23202,23206,Undirected,109
23209,23298,Undirected,111
20726,23209,Undirected,159
21929,23203,Undirected,120
21929,23202,Undirected,107
23203,85099C,Undirected,126
23202,85099C,Undirected,110
23201,23202,Undirected,195
21931,23203,Undirected,162
21931,23202,Undirected,133
22386,23203,Undirected,193
22386,23202,Undirected,143
23202,23203,Undirected,322
23203,85099B,Undirected,358
23202,85099B,Undirected,257
22411,23203,Undirected,179
22411,23202,Undirected,143
20725,23209,Undirected,285
20725,23202,Undirected,110
20725,23203,Undirected,172
23209,85099B,Undirected,166
23202,23209,Undirected,169
23208,23209,Undirected,230
23203,23208,Undirected,142
22384,23203,Undirected,119
20728,23203,Undirected,110
22383,23203,Undirected,127
23203,23298,Undirected,126
23200,85099B,Undirected,143
20727,23203,Undirected,134
22382,23203,Undirected,109
23203,23206,Undirected,151
23206,23209,Undirected,250
23202,85099F,Undirected,113
22382,23209,Undirected,194
22386,23209,Undirected,101
22385,23203,Undirected,100
23203,85099F,Undirected,116
23174,23175,Undirected,166
23173,23175,Undirected,161
23170,23175,Undirected,106
23173,23174,Undirected,158
23171,23174,Undirected,103
23170,23174,Undirected,113
23170,23173,Undirected,124
23171,23172,Undirected,159
23170,23172,Undirected,154
23170,23171,Undirected,179
22699,23175,Undirected,105
22699,23174,Undirected,112
22698,23173,Undirected,101
22697,23173,Undirected,118
22699,23173,Undirected,151
22697,23171,Undirected,103
22699,23171,Undirected,108
22699,23170,Undirected,137
22423,23170,Undirected,112
22423,23173,Undirected,146
22423,23175,Undirected,108
22423,23174,Undirected,113
21928,23203,Undirected,126
23084,POST,Undirected,108
23300,23301,Undirected,304
22423,23245,Undirected,174
22469,23321,Undirected,127
22720,23245,Undirected,126
22720,23243,Undirected,154
22470,23322,Undirected,126
23321,23322,Undirected,189
23322,85123A,Undirected,103
23321,85123A,Undirected,100
23343,23344,Undirected,167
23203,23344,Undirected,130
22086,23344,Undirected,125
23344,85099B,Undirected,121
23318,23319,Undirected,119
23294,23296,Undirected,123
23293,23296,Undirected,156
23295,23296,Undirected,138
23293,23294,Undirected,146
23294,23295,Undirected,139
23293,23295,Undirected,182
22086,23319,Undirected,113
22112,23355,Undirected,183
22114,23355,Undirected,171
22835,23355,Undirected,141
22111,23355,Undirected,132
23355,23356,Undirected,143
22865,23439,Undirected,118
22866,23439,Undirected,109
