Source,Target,Type,Weight
84837,85123A,Undirected,41
85123A,85231B,Undirected,45
21035,21154,Undirected,113
21154,21231,Undirected,38
21154,85099B,Undirected,62
21035,21754,Undirected,35
20718,21035,Undirected,36
21035,85099B,Undirected,112
21231,21754,Undirected,52
21754,85099B,Undirected,107
21034,21754,Undirected,111
20718,21034,Undirected,37
21034,85099B,Undirected,98
22208,22210,Undirected,58
22208,22211,Undirected,42
20977,20979,Undirected,80
71053,82482,Undirected,86
82482,82483,Undirected,350
22173,82482,Undirected,102
82482,84406B,Undirected,145
82482,85123A,Undirected,470
22150,85123A,Undirected,62
85042,85047,Undirected,43
85047,85123A,Undirected,37
21670,85123A,Undirected,76
21668,85123A,Undirected,63
79323W,82486,Undirected,31
21929,82494L,Undirected,33
21929,22173,Undirected,35
21929,82486,Undirected,30
71053,82494L,Undirected,86
22173,82494L,Undirected,118
82494L,84406B,Undirected,143
82494L,85123A,Undirected,497
20828,20829,Undirected,80
20829,85123A,Undirected,51
20828,85123A,Undirected,60
71053,82483,Undirected,83
71053,84406B,Undirected,72
71053,85123A,Undirected,143
71053,82486,Undirected,75
71038,85123A,Undirected,35
22173,82483,Undirected,97
82483,84406B,Undirected,116
22173,82486,Undirected,92
82486,84406B,Undirected,124
21817,21818,Undirected,38
21817,21819,Undirected,49
21818,21819,Undirected,72
21488,84029E,Undirected,96
82494L,84029E,Undirected,65
82482,84029E,Undirected,47
21488,84029G,Undirected,60
20725,84029G,Undirected,34
82494L,84029G,Undirected,55
82482,84029G,Undirected,53
21488,22114,Undirected,60
21488,22112,Undirected,47
22114,84032B,Undirected,36
21868,22114,Undirected,32
21165,22114,Undirected,30
20725,82494L,Undirected,92
20725,21877,Undirected,47
20725,21874,Undirected,44
20725,21868,Undirected,36
20725,21165,Undirected,32
20725,85014B,Undirected,59
22112,84032B,Undirected,32
22112,84032A,Undirected,35
22112,82494L,Undirected,92
22112,82482,Undirected,70
21868,22112,Undirected,30
21165,22112,Undirected,31
21874,82494L,Undirected,57
21868,82494L,Undirected,43
21165,82494L,Undirected,44
82494L,85014B,Undirected,34
21877,82482,Undirected,51
21874,82482,Undirected,58
21165,82482,Undirected,52
82482,85014B,Undirected,31
21872,21877,Undirected,32
21872,21874,Undirected,53
21874,21877,Undirected,36
21868,21874,Undirected,31
21165,21874,Undirected,31
21161,21163,Undirected,33
20725,21916,Undirected,33
20725,21933,Undirected,102
20725,21042,Undirected,30
20725,21484,Undirected,31
21042,47591D,Undirected,34
47591D,84029E,Undirected,32
21484,84029E,Undirected,76
21754,22192,Undirected,39
21754,22191,Undirected,42
22119,22121,Undirected,61
22118,22119,Undirected,64
22118,22121,Undirected,47
21114,21754,Undirected,33
21479,84029G,Undirected,102
20969,20970,Undirected,198
21232,22173,Undirected,34
84879,85049E,Undirected,42
21891,84879,Undirected,39
21989,85099B,Undirected,50
84987,85099B,Undirected,50
21930,22112,Undirected,36
21479,21930,Undirected,43
21930,84992,Undirected,34
20712,21930,Undirected,183
20713,21930,Undirected,173
21823,21824,Undirected,62
21621,22178,Undirected,46
20713,21621,Undirected,30
21918,85099B,Undirected,40
21485,84029G,Undirected,108
21479,21485,Undirected,88
21479,22112,Undirected,120
22114,84992,Undirected,34
22178,84992,Undirected,30
20713,84992,Undirected,37
21122,21210,Undirected,43
21124,21210,Undirected,38
22297,84949,Undirected,31
21165,21166,Undirected,191
21034,85150,Undirected,34
20974,21544,Undirected,31
22294,22297,Undirected,128
22294,22296,Undirected,100
21034,22296,Undirected,43
21034,21172,Undirected,45
21034,85049A,Undirected,52
21034,84029E,Undirected,62
21034,84536A,Undirected,35
21034,21866,Undirected,30
20828,21034,Undirected,41
20682,22139,Undirected,43
21429,22139,Undirected,60
20727,22139,Undirected,78
20726,22139,Undirected,70
20727,22275,Undirected,37
20682,85014B,Undirected,45
20682,20727,Undirected,31
20682,20726,Undirected,33
20727,85014B,Undirected,32
20727,21429,Undirected,47
20726,21429,Undirected,36
21791,22139,Undirected,98
20724,22139,Undirected,79
20750,22139,Undirected,96
20979,22139,Undirected,33
20983,22139,Undirected,36
21791,22138,Undirected,89
21429,22138,Undirected,56
20750,22138,Undirected,88
20979,22138,Undirected,50
20983,22138,Undirected,40
20981,22138,Undirected,36
21249,POST,Undirected,45
20724,21791,Undirected,31
20749,21791,Undirected,30
20750,21791,Undirected,44
21754,21791,Undirected,37
21791,POST,Undirected,48
20724,21429,Undirected,44
20750,21429,Undirected,30
21429,21754,Undirected,39
21429,POST,Undirected,46
20724,21935,Undirected,57
20724,20749,Undirected,31
20724,20750,Undirected,74
20724,21432,Undirected,30
20724,22352,Undirected,90
20724,21754,Undirected,39
20724,POST,Undirected,161
21935,22352,Undirected,40
20749,20750,Undirected,198
20750,21432,Undirected,51
20750,22352,Undirected,72
20750,20979,Undirected,38
20750,20983,Undirected,32
20750,21754,Undirected,34
20750,POST,Undirected,167
21754,22352,Undirected,39
20977,POST,Undirected,37
20979,20983,Undirected,36
20979,POST,Undirected,39
20981,POST,Undirected,35
22121,84879,Undirected,31
20975,20979,Undirected,33
20975,20983,Undirected,35
20983,84879,Undirected,36
84879,84949,Undirected,79
22178,84879,Undirected,218
22178,22295,Undirected,54
21733,84949,Undirected,38
22178,84949,Undirected,99
22149,22271,Undirected,122
22078,22082,Undirected,104
22078,85123A,Undirected,50
20914,22149,Undirected,54
22149,85123A,Undirected,137
22149,84836,Undirected,45
22294,35961,Undirected,36
22294,84836,Undirected,89
20914,22131,Undirected,55
22335,35961,Undirected,35
35961,84836,Undirected,69
22335,84836,Undirected,47
22131,85123A,Undirected,60
22273,85123A,Undirected,63
85063,85123A,Undirected,38
22311,22314,Undirected,31
22114,85150,Undirected,59
21181,22084,Undirected,37
20914,22086,Undirected,56
21213,22086,Undirected,43
20914,22083,Undirected,56
21080,22083,Undirected,88
20971,22083,Undirected,39
21213,22083,Undirected,50
22083,84991,Undirected,43
21672,22083,Undirected,31
20914,22084,Undirected,35
21080,22084,Undirected,52
21212,22084,Undirected,64
22084,84991,Undirected,41
22084,22087,Undirected,41
21213,22085,Undirected,40
20914,21210,Undirected,117
20914,20971,Undirected,36
20914,21213,Undirected,66
20914,21671,Undirected,32
20914,21672,Undirected,34
20971,21080,Undirected,37
20974,21080,Undirected,54
21080,21213,Undirected,111
21080,21989,Undirected,151
21080,84987,Undirected,56
21080,22087,Undirected,38
21210,21213,Undirected,74
21210,21989,Undirected,33
21210,84987,Undirected,136
21210,84991,Undirected,130
21210,84992,Undirected,88
21210,22087,Undirected,38
20971,21212,Undirected,66
21212,22271,Undirected,37
21212,22273,Undirected,36
21212,21989,Undirected,68
21212,22087,Undirected,50
20971,22273,Undirected,133
20971,21213,Undirected,42
20971,84991,Undirected,74
20971,84992,Undirected,31
20974,21213,Undirected,47
21213,21989,Undirected,108
21213,84987,Undirected,56
21213,84992,Undirected,191
21989,84991,Undirected,45
21989,84992,Undirected,32
21232,22059,Undirected,129
21232,21430,Undirected,31
22059,37448,Undirected,129
37446,37448,Undirected,39
22055,22059,Undirected,62
22055,37446,Undirected,74
21430,22055,Undirected,32
22209,22210,Undirected,43
22208,22209,Undirected,74
85049C,85049F,Undirected,79
22300,22349,Undirected,34
22301,22349,Undirected,30
21485,22110,Undirected,63
21402,21403,Undirected,36
21900,84991,Undirected,34
21901,84991,Undirected,30
21790,22147,Undirected,55
21790,84946,Undirected,48
22178,84755,Undirected,156
22178,22219,Undirected,50
21136,22178,Undirected,54
22219,84755,Undirected,36
21136,84755,Undirected,45
84755,84879,Undirected,148
21136,22219,Undirected,32
20685,84029E,Undirected,37
85014B,85099B,Undirected,90
48111,85099B,Undirected,72
20685,48111,Undirected,136
84970L,84970S,Undirected,353
84879,84970S,Undirected,126
21754,84970L,Undirected,56
84836,84970L,Undirected,106
84832,84970L,Undirected,47
22082,84879,Undirected,95
21135,84879,Undirected,104
21260,21754,Undirected,32
21754,84832,Undirected,33
22120,84879,Undirected,37
84836,84879,Undirected,194
72351A,72351B,Undirected,166
72349B,72351B,Undirected,67
72349B,72351A,Undirected,60
21231,22059,Undirected,73
48187,84970L,Undirected,35
22228,22231,Undirected,33
48187,48189,Undirected,47
21669,48187,Undirected,35
84946,85099B,Undirected,83
84946,85066,Undirected,36
20728,84946,Undirected,35
20725,84946,Undirected,47
21212,84946,Undirected,57
21232,84946,Undirected,48
21929,84879,Undirected,53
20727,21929,Undirected,120
20914,21929,Undirected,66
21212,21929,Undirected,76
21928,84879,Undirected,58
21928,84997D,Undirected,33
20727,21928,Undirected,122
20676,21928,Undirected,32
20914,21928,Undirected,61
21035,21928,Undirected,37
21212,21928,Undirected,85
21232,21928,Undirected,49
84997D,85099B,Undirected,129
84997C,85099B,Undirected,101
84997B,85099B,Undirected,123
21244,85099B,Undirected,31
21243,85099B,Undirected,37
21239,85099B,Undirected,63
20676,85099B,Undirected,88
20914,85099B,Undirected,211
21213,85099B,Undirected,77
85064,85066,Undirected,39
84879,85066,Undirected,70
20914,85066,Undirected,37
21232,85066,Undirected,45
84879,84997D,Undirected,43
84879,84997C,Undirected,39
84879,84997B,Undirected,35
20727,84879,Undirected,103
20728,84879,Undirected,80
20726,84879,Undirected,74
20725,84879,Undirected,140
21213,84879,Undirected,32
21232,84879,Undirected,77
20727,84997D,Undirected,111
20728,84997D,Undirected,113
20726,84997D,Undirected,89
20725,84997D,Undirected,140
21243,84997D,Undirected,91
21239,84997D,Undirected,103
20676,84997D,Undirected,89
20914,84997D,Undirected,54
20727,84997C,Undirected,80
20728,84997C,Undirected,95
20726,84997C,Undirected,82
20725,84997C,Undirected,112
21241,84997C,Undirected,35
21243,84997C,Undirected,81
21239,84997C,Undirected,97
20676,84997C,Undirected,90
20914,84997C,Undirected,55
21232,84997C,Undirected,52
20727,84997B,Undirected,92
20728,84997B,Undirected,96
20726,84997B,Undirected,94
20725,84997B,Undirected,131
21243,84997B,Undirected,80
21239,84997B,Undirected,100
20727,20728,Undirected,496
20675,20727,Undirected,40
20727,21243,Undirected,34
20727,21239,Undirected,41
20676,20727,Undirected,52
20727,20914,Undirected,128
20727,21035,Undirected,43
20727,21213,Undirected,143
20675,20728,Undirected,39
20728,21239,Undirected,35
20676,20728,Undirected,43
20728,20914,Undirected,121
20728,21035,Undirected,33
20728,21213,Undirected,70
20728,21212,Undirected,126
20728,21232,Undirected,79
20726,21239,Undirected,44
20726,20914,Undirected,98
20726,21035,Undirected,35
20726,21213,Undirected,71
20725,21239,Undirected,63
20725,21035,Undirected,90
20725,21213,Undirected,120
21241,21244,Undirected,57
21241,21243,Undirected,57
21239,21241,Undirected,108
20676,21244,Undirected,121
20676,21243,Undirected,102
21212,21243,Undirected,42
20676,21239,Undirected,142
20914,21239,Undirected,43
21212,21239,Undirected,59
20676,21035,Undirected,34
20676,21213,Undirected,36
20914,21035,Undirected,77
21035,21232,Undirected,53
22083,22149,Undirected,45
84347,85123A,Undirected,51
20724,21790,Undirected,51
20685,22084,Undirected,30
21755,84949,Undirected,45
21755,22178,Undirected,89
21754,22178,Undirected,102
21524,22178,Undirected,40
21524,21755,Undirected,74
21524,21754,Undirected,98
22178,84970L,Undirected,88
21156,21975,Undirected,42
21212,22151,Undirected,38
21928,22355,Undirected,60
20718,21928,Undirected,88
20713,21928,Undirected,186
21928,21931,Undirected,344
20718,22355,Undirected,73
20713,22355,Undirected,92
21929,22355,Undirected,86
85040A,85040B,Undirected,90
20716,20718,Undirected,55
20713,20718,Undirected,66
20718,21931,Undirected,131
20718,21929,Undirected,79
20716,85099B,Undirected,36
20713,21929,Undirected,145
21212,21380,Undirected,32
84991,84997D,Undirected,60
20685,84997D,Undirected,44
20685,84997B,Undirected,50
21212,48187,Undirected,66
20685,21977,Undirected,48
48188,84991,Undirected,34
20685,84991,Undirected,60
48111,48187,Undirected,105
21523,22111,Undirected,38
21523,21877,Undirected,38
21523,22112,Undirected,45
21754,21770,Undirected,41
21181,21770,Undirected,49
21770,21908,Undirected,47
21668,21754,Undirected,44
21671,21754,Undirected,39
21669,21754,Undirected,46
21670,48187,Undirected,31
21670,21754,Undirected,51
20685,21523,Undirected,149
20685,21175,Undirected,55
20685,21181,Undirected,84
21523,48194,Undirected,141
21523,48184,Undirected,119
48173C,48187,Undirected,77
48187,48194,Undirected,228
21754,48194,Undirected,64
21175,48194,Undirected,41
21754,48184,Undirected,59
21175,21754,Undirected,89
21754,21908,Undirected,47
21175,21181,Undirected,408
21175,21908,Undirected,192
22196,84380,Undirected,35
21931,84380,Undirected,52
21931,22195,Undirected,42
20970,85099B,Undirected,30
21931,21933,Undirected,37
21931,21932,Undirected,45
21931,48188,Undirected,32
21931,85014A,Undirected,39
21931,85014B,Undirected,50
21932,21933,Undirected,200
21933,85099B,Undirected,66
21929,21933,Undirected,40
21932,85099B,Undirected,73
21929,21932,Undirected,39
20685,48129,Undirected,117
48129,85099B,Undirected,48
48188,85099B,Undirected,61
20685,37503,Undirected,30
20685,21232,Undirected,83
20685,85014A,Undirected,39
85014A,85099B,Undirected,76
22061,85099B,Undirected,42
21929,85014B,Undirected,32
22061,37503,Undirected,31
21232,85014A,Undirected,38
21232,22061,Undirected,108
22133,22196,Undirected,31
22196,84992,Undirected,59
22196,84991,Undirected,56
21210,22196,Undirected,31
22132,22133,Undirected,80
22195,84992,Undirected,57
22195,84991,Undirected,40
22295,22297,Undirected,94
22189,22295,Undirected,42
21181,22294,Undirected,33
22189,22294,Undirected,44
22139,84992,Undirected,37
21175,84992,Undirected,38
84992,85152,Undirected,33
21181,84992,Undirected,49
22131,84992,Undirected,49
82583,84991,Undirected,34
82600,84991,Undirected,46
84991,85152,Undirected,60
22189,84991,Undirected,31
21213,22139,Undirected,32
21213,22138,Undirected,66
21175,21213,Undirected,34
21181,21213,Undirected,31
21914,22139,Undirected,69
22139,82600,Undirected,32
21175,22139,Undirected,51
22139,85152,Undirected,45
22131,22139,Undirected,39
22139,22189,Undirected,45
21210,22139,Undirected,50
22139,84987,Undirected,39
21914,22138,Undirected,58
21770,22138,Undirected,37
21210,22138,Undirected,76
82600,84029G,Undirected,30
21181,84029G,Undirected,50
21165,82583,Undirected,122
21165,82600,Undirected,156
21165,21175,Undirected,194
21165,85152,Undirected,176
21165,21181,Undirected,177
21165,22189,Undirected,35
82583,82597,Undirected,32
82597,82600,Undirected,40
21175,82597,Undirected,37
82597,85152,Undirected,53
21181,82597,Undirected,35
21770,82583,Undirected,36
82583,82600,Undirected,146
21175,82583,Undirected,180
82583,85152,Undirected,187
21181,82583,Undirected,171
22189,82583,Undirected,38
21770,82600,Undirected,47
21770,85152,Undirected,48
21175,82600,Undirected,254
82600,85152,Undirected,264
22189,82600,Undirected,46
21175,85152,Undirected,362
21175,22296,Undirected,36
21175,22189,Undirected,73
22296,85152,Undirected,39
22189,85152,Undirected,69
21181,72351B,Undirected,31
22030,85099B,Undirected,30
22139,84029E,Undirected,38
84029E,84997D,Undirected,32
84029E,84997C,Undirected,30
21212,21592,Undirected,32
22151,84991,Undirected,38
21977,22151,Undirected,32
21975,22139,Undirected,33
21975,84997D,Undirected,50
21975,84997C,Undirected,47
84991,84997C,Undirected,55
84991,85066,Undirected,39
21977,85099B,Undirected,143
21977,85066,Undirected,36
21054,21056,Undirected,64
20702,20703,Undirected,84
21430,22139,Undirected,32
22139,84997D,Undirected,58
22139,85066,Undirected,39
21430,85099B,Undirected,91
21430,85066,Undirected,35
85066,85067,Undirected,38
21156,47591C,Undirected,35
21156,22356,Undirected,39
21156,22355,Undirected,37
21156,22352,Undirected,49
20718,47591D,Undirected,38
22356,47591D,Undirected,46
22355,47591D,Undirected,60
22353,47591D,Undirected,32
16161U,21498,Undirected,54
16161U,21500,Undirected,33
16161U,22355,Undirected,36
20718,22353,Undirected,37
20718,22352,Undirected,50
20718,20754,Undirected,42
22353,22356,Undirected,47
22352,22356,Undirected,56
22353,22355,Undirected,38
22352,22355,Undirected,52
21875,21877,Undirected,61
21875,37370,Undirected,30
21967,21981,Undirected,51
21981,21984,Undirected,34
21980,21981,Undirected,50
21980,21984,Undirected,74
21080,22090,Undirected,168
22088,22090,Undirected,135
21080,22088,Undirected,38
20718,22139,Undirected,47
20749,21889,Undirected,33
20749,85123A,Undirected,59
21232,21889,Undirected,32
21232,22139,Undirected,97
21232,84520B,Undirected,36
21232,21985,Undirected,37
22156,85123A,Undirected,89
21704,21889,Undirected,74
21704,85123A,Undirected,42
21704,22139,Undirected,41
21889,22139,Undirected,79
21980,85123A,Undirected,45
21985,85123A,Undirected,102
21985,84029E,Undirected,37
22139,84520B,Undirected,30
21077,84520B,Undirected,36
21889,84879,Undirected,53
21871,21874,Undirected,31
21870,21874,Undirected,141
21071,21871,Undirected,50
21071,21877,Undirected,33
21871,21877,Undirected,115
21870,21871,Undirected,32
21870,21877,Undirected,36
21889,84946,Undirected,30
21484,84946,Undirected,47
21034,84946,Undirected,51
21889,22138,Undirected,69
21891,22138,Undirected,66
21892,22138,Undirected,54
21790,22138,Undirected,123
20970,22138,Undirected,39
20969,22138,Undirected,32
20970,22273,Undirected,83
20969,22273,Undirected,73
21790,22274,Undirected,37
20967,22274,Undirected,35
20969,22274,Undirected,82
21790,21868,Undirected,36
21889,21891,Undirected,80
21889,21892,Undirected,74
21034,21889,Undirected,32
21611,21614,Undirected,56
21609,21611,Undirected,35
21609,21614,Undirected,58
21891,21892,Undirected,150
21790,21891,Undirected,114
21034,21891,Undirected,34
21790,21892,Undirected,115
21484,21790,Undirected,30
21034,21790,Undirected,51
21034,84580,Undirected,32
21034,21484,Undirected,50
20967,20969,Undirected,97
82599,85152,Undirected,101
82582,85152,Undirected,183
85150,85152,Undirected,199
21977,85152,Undirected,48
79321,85152,Undirected,32
21232,85152,Undirected,91
22114,85152,Undirected,56
82599,82600,Undirected,98
20718,82600,Undirected,31
21977,82600,Undirected,40
21175,82599,Undirected,81
82582,82599,Undirected,55
82599,85150,Undirected,72
21232,82599,Undirected,35
21175,82582,Undirected,159
20718,21175,Undirected,32
22114,82582,Undirected,35
20718,21977,Undirected,50
47568,84991,Undirected,33
84990,84992,Undirected,41
84990,84991,Undirected,40
79321,84991,Undirected,35
22114,84991,Undirected,52
21977,84380,Undirected,88
21977,22114,Undirected,48
21232,79321,Undirected,39
21890,21892,Undirected,93
21892,21912,Undirected,46
21791,21892,Undirected,82
21888,21892,Undirected,49
21890,21912,Undirected,44
21889,21890,Undirected,51
21791,21890,Undirected,51
21790,21890,Undirected,73
21888,21890,Undirected,46
21912,21918,Undirected,31
21917,21918,Undirected,102
21889,21918,Undirected,31
21791,21918,Undirected,51
21790,21918,Undirected,72
21790,21917,Undirected,43
21791,21889,Undirected,144
21888,21889,Undirected,94
21621,21790,Undirected,32
21790,22189,Undirected,34
21790,82482,Undirected,34
21790,82494L,Undirected,43
21755,21790,Undirected,31
21754,21790,Undirected,50
22023,82482,Undirected,53
21621,21755,Undirected,75
21621,21754,Undirected,99
22212,84406B,Undirected,64
22189,22212,Undirected,30
22212,82482,Undirected,40
22212,82494L,Undirected,32
21755,22212,Undirected,39
22189,84406B,Undirected,54
21755,84406B,Undirected,51
21754,84406B,Undirected,54
21340,82482,Undirected,33
21340,82494L,Undirected,38
22189,84884A,Undirected,36
82482,85064,Undirected,33
82482,84839,Undirected,42
82494L,85064,Undirected,35
21755,84839,Undirected,37
21754,84839,Undirected,35
21034,48173C,Undirected,32
21485,21486,Undirected,45
20668,22086,Undirected,35
21955,48173C,Undirected,65
84975,85123A,Undirected,43
84032A,85123A,Undirected,30
22300,85123A,Undirected,43
22301,85123A,Undirected,52
21165,85123A,Undirected,112
21165,21908,Undirected,117
21733,21908,Undirected,43
21165,21733,Undirected,42
15056BL,85014B,Undirected,141
15056BL,85014A,Undirected,126
15056BL,15056P,Undirected,147
20679,85014B,Undirected,128
20679,85014A,Undirected,105
15056P,20679,Undirected,126
15056P,85014B,Undirected,65
15056N,85014B,Undirected,137
15056P,85014A,Undirected,54
15056N,85014A,Undirected,126
15056N,15056P,Undirected,174
21874,85123A,Undirected,75
21175,21874,Undirected,80
21175,85123A,Undirected,244
22055,85123A,Undirected,63
22061,85123A,Undirected,54
22055,22061,Undirected,105
21231,21755,Undirected,52
21034,21755,Undirected,93
21755,47556B,Undirected,34
21755,21985,Undirected,40
21385,21755,Undirected,35
21755,22082,Undirected,38
21231,84836,Undirected,36
21777,85123A,Undirected,66
20975,85123A,Undirected,52
21034,21985,Undirected,38
21034,21592,Undirected,55
21034,21385,Undirected,34
21034,22082,Undirected,82
21034,84836,Undirected,74
37448,85123A,Undirected,69
47556B,47580,Undirected,42
72351A,85123A,Undirected,45
20970,85123A,Undirected,53
85053,85123A,Undirected,33
22139,22271,Undirected,53
21509,22139,Undirected,31
21507,21509,Undirected,157
21385,82494L,Undirected,34
82494L,84879,Undirected,173
21385,82482,Undirected,38
21385,84879,Undirected,70
72008,85123A,Undirected,36
82482,84836,Undirected,84
82482,84879,Undirected,159
22111,22197,Undirected,55
20914,22111,Undirected,61
82483,84029E,Undirected,43
82486,84029E,Undirected,59
22197,84029E,Undirected,39
20914,84029E,Undirected,41
82483,84029G,Undirected,43
82486,84029G,Undirected,50
22197,84029G,Undirected,51
22197,84050,Undirected,37
20914,84050,Undirected,43
22170,82483,Undirected,51
22197,82483,Undirected,43
22170,82486,Undirected,54
22169,82486,Undirected,44
22197,82486,Undirected,30
20914,82486,Undirected,33
22170,82482,Undirected,89
22169,82482,Undirected,86
22197,82482,Undirected,72
20914,82482,Undirected,56
22170,82494L,Undirected,107
22197,82494L,Undirected,60
20914,82494L,Undirected,61
22169,22170,Undirected,169
20754,21527,Undirected,38
20754,22197,Undirected,45
84596E,84596F,Undirected,39
84596B,84596F,Undirected,169
22197,84596F,Undirected,38
22197,84596B,Undirected,58
20914,84596B,Undirected,45
21485,21533,Undirected,31
21485,21524,Undirected,37
85049B,85049H,Undirected,42
85049C,85049H,Undirected,58
85049B,85049C,Undirected,76
21080,22073,Undirected,40
21080,21592,Undirected,33
21080,21531,Undirected,72
21080,21535,Undirected,107
21080,21533,Undirected,84
21080,21524,Undirected,34
20685,21531,Undirected,45
21524,21535,Undirected,38
21524,21527,Undirected,39
21524,21533,Undirected,30
22111,22297,Undirected,34
22300,22302,Undirected,57
22111,48187,Undirected,43
20713,48187,Undirected,32
75049L,85123A,Undirected,42
21868,85123A,Undirected,112
21900,85123A,Undirected,85
21733,22173,Undirected,64
21181,22173,Undirected,56
21181,21733,Undirected,114
21733,21868,Undirected,40
21733,82494L,Undirected,136
21479,21733,Undirected,34
21181,21868,Undirected,54
21181,21900,Undirected,41
21868,21900,Undirected,43
21900,82494L,Undirected,32
20711,85099F,Undirected,197
84879,85099F,Undirected,76
21034,84879,Undirected,135
21232,84029G,Undirected,31
21232,37501,Undirected,35
21232,37500,Undirected,40
15060B,21232,Undirected,35
21484,84029G,Undirected,49
37500,37501,Undirected,39
37500,37503,Undirected,34
20711,48185,Undirected,65
20711,85099C,Undirected,205
21955,48129,Undirected,51
21955,85099B,Undirected,46
21955,85099C,Undirected,41
22074,22076,Undirected,32
47568,85099B,Undirected,40
48129,85099C,Undirected,41
48185,48187,Undirected,162
48187,85099B,Undirected,112
48187,85099C,Undirected,49
21622,85123A,Undirected,118
21755,21868,Undirected,32
21755,82552,Undirected,55
21755,82583,Undirected,50
21755,84970L,Undirected,63
21136,21755,Undirected,56
21172,21755,Undirected,55
21174,21755,Undirected,51
21174,21868,Undirected,40
22119,85123A,Undirected,54
82552,82583,Undirected,97
82552,85123A,Undirected,109
21172,82552,Undirected,54
21174,82552,Undirected,54
82583,84970L,Undirected,30
21172,82583,Undirected,56
21174,82583,Undirected,87
84949,84970L,Undirected,47
84949,84970S,Undirected,49
21136,84970S,Undirected,34
21174,85123A,Undirected,132
21172,21174,Undirected,65
20971,22150,Undirected,102
21936,22138,Undirected,39
20750,21936,Undirected,36
21733,72741,Undirected,48
84536A,84536B,Undirected,42
37448,85152,Undirected,31
21034,85152,Undirected,70
20728,84029E,Undirected,32
21733,84029E,Undirected,71
21931,84029E,Undirected,43
72741,84029E,Undirected,30
20728,21080,Undirected,77
21080,84988,Undirected,48
21080,22355,Undirected,55
21080,21930,Undirected,57
21080,21931,Undirected,105
20728,84520B,Undirected,35
20728,84970L,Undirected,41
20728,84970S,Undirected,60
20728,22355,Undirected,167
20728,21210,Undirected,33
20728,21479,Undirected,31
20728,21930,Undirected,142
84520B,85099B,Undirected,48
84970L,85099B,Undirected,57
21733,84970L,Undirected,57
21931,84970S,Undirected,37
84988,85099B,Undirected,53
84988,85123A,Undirected,63
21210,84988,Undirected,117
21931,84988,Undirected,39
72741,85099B,Undirected,41
22355,85123A,Undirected,127
21210,85123A,Undirected,77
21930,85123A,Undirected,76
72741,85123A,Undirected,130
22276,22278,Undirected,33
21733,22355,Undirected,36
21479,22355,Undirected,30
21733,21930,Undirected,33
21733,21931,Undirected,49
22138,82482,Undirected,40
72799E,72800E,Undirected,40
82486,84839,Undirected,32
21481,84029G,Undirected,64
21481,84029E,Undirected,105
21481,21488,Undirected,31
21481,84032B,Undirected,46
21931,84029G,Undirected,53
21931,84032B,Undirected,34
21508,22037,Undirected,51
21506,22037,Undirected,70
21508,22030,Undirected,54
21506,22030,Undirected,106
21506,21508,Undirected,54
21588,21592,Undirected,32
21931,21935,Undirected,104
21213,21217,Undirected,33
21658,21754,Undirected,35
21754,21977,Undirected,50
21754,84991,Undirected,59
21217,21754,Undirected,36
21080,21700,Undirected,35
21080,21916,Undirected,35
21080,21985,Undirected,54
21080,22072,Undirected,31
20681,20682,Undirected,98
20682,21559,Undirected,37
21559,22353,Undirected,118
21558,21561,Undirected,79
21559,21561,Undirected,189
16014,16015,Undirected,31
16014,16016,Undirected,44
16015,16016,Undirected,33
21621,21843,Undirected,43
21669,85123A,Undirected,70
21672,21843,Undirected,34
21673,21843,Undirected,30
21673,85123A,Undirected,67
22170,85123A,Undirected,98
22189,85123A,Undirected,334
21900,82482,Undirected,34
21429,82482,Undirected,36
22130,85049A,Undirected,32
21446,21447,Undirected,43
21899,21901,Undirected,194
21901,85123A,Undirected,80
21899,21902,Undirected,155
21902,85123A,Undirected,46
21899,21900,Undirected,236
21899,85123A,Undirected,72
21407,85123A,Undirected,61
21238,21245,Undirected,112
21241,21242,Undirected,68
82583,85150,Undirected,140
37448,47591D,Undirected,36
21231,22067,Undirected,68
21232,22067,Undirected,96
20728,22189,Undirected,34
20728,21231,Undirected,47
21232,21868,Undirected,31
21868,21876,Undirected,55
20728,21868,Undirected,33
20728,47591D,Undirected,82
20969,20971,Undirected,96
20969,20972,Undirected,93
20969,22150,Undirected,64
20969,22271,Undirected,82
20971,21891,Undirected,30
20972,21891,Undirected,31
20972,22150,Undirected,135
20972,22271,Undirected,146
20972,22273,Undirected,141
21891,22150,Undirected,31
22300,22303,Undirected,70
22301,22302,Undirected,67
22301,22303,Undirected,92
20972,20975,Undirected,37
21541,21542,Undirected,46
21541,21544,Undirected,52
21542,21544,Undirected,47
21224,21544,Undirected,33
20972,20974,Undirected,36
22296,22335,Undirected,33
22296,82482,Undirected,66
22296,84946,Undirected,37
22296,84406B,Undirected,35
22173,22296,Undirected,35
22158,84946,Undirected,42
22112,22158,Undirected,34
22113,22158,Undirected,32
20972,82494L,Undirected,34
20972,82482,Undirected,32
20972,22114,Undirected,36
20972,22112,Undirected,44
20972,21080,Undirected,44
20972,22113,Undirected,31
20972,22142,Undirected,33
20972,22149,Undirected,201
21333,82494L,Undirected,33
82494L,84946,Undirected,78
82482,84946,Undirected,83
22149,82482,Undirected,30
22114,84946,Undirected,43
22112,84946,Undirected,51
21479,84946,Undirected,30
22149,84946,Undirected,35
22173,84946,Undirected,31
21790,22114,Undirected,45
21080,21790,Undirected,44
21790,22149,Undirected,79
