Id,Label,TotalQuantity,TotalRevenue,InvoiceCount,Degree,WeightedDegree
22037,ROBOT BIRTHDAY CARD,7192,3096.24,634,31,1507
22631,CIRCUS PARADE LUNCHBOX ,6334,12381.66,663,25,1504
22193,RED DINER WALL CLOCK,1938,16355.980000000001,617,25,1491
84520B,PACK 20 ENGLISH ROSE PAPER NAPKINS,7465,6389.42,722,33,1491
82578,KITCHEN METAL SIGN,5645,3160.3900000000003,704,26,1490
22431,WATERING CAN BLUE ELEPHANT,3406,6865.03,620,32,1481
21844,RETRO SPOT MUG,5443,15556.67,494,24,1477
22169,FAMILY ALBUM WHITE PICTURE FRAME,2326,19956.3,701,27,1476
23173,REGENCY TEAPOT ROSES ,2770,24918.93,416,17,1475
23284,DOORMAT KEEP CALM AND COME IN,5491,38166.64,728,31,1470
85049E,SCANDINAVIAN REDS RIBBONS,6524,8750.01,830,27,1465
22804,CANDLEHOLDER PINK HANGING HEART,5393,14461.28,670,27,1461
22627,MINT KITCHEN SCALES,1642,14424.68,653,28,1461
22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,3202,24249.96,661,30,1459
21561,DINOSAUR LUNCHBOX WITH CUTLERY,2988,7354.87,522,26,1456
22192,BLUE DINER WALL CLOCK,1446,12291.76,543,24,1441
22064,PINK DOUGHNUT TRINKET POT ,6711,10791.56,693,30,1433
22966,GINGERBREAD MAN COOKIE CUTTER,8506,10505.130000000001,732,30,1427
71477,COLOUR GLASS. STAR T-LIGHT HOLDER,15727,46546.53,809,31,1421
22766,PHOTO FRAME CORNICE,4475,13209.49,640,30,1418
20682,RED SPOTTY CHILDS UMBRELLA,3131,10414.78,589,36,1412
21901,"KEY FOB , BACK DOOR ",6300,4158.860000000001,688,25,1411
23322,LARGE WHITE HEART OF WICKER,3085,8925.410000000002,562,26,1390
21756,BATH BUILDING BLOCK WORD,1671,10317.36,581,26,1389
21980,PACK OF 12 RED SPOTTY TISSUES ,31551,8714.44,676,29,1386
21507,"ELEPHANT, BIRTHDAY CARD, ",8322,3495.4,584,25,1374
22151,PLACE SETTING WHITE HEART,27897,11754.85,716,32,1367
22619,SET OF 6 SOLDIER SKITTLES,4167,16261.07,708,30,1363
23343,JUMBO BAG VINTAGE CHRISTMAS ,6081,13978.95,476,29,1363
21390,FILIGRIS HEART WITH BUTTERFLY,11025,13662.97,588,26,1355
22424,ENAMEL BREAD BIN CREAM,1560,21305.96,739,29,1353
37448,CERAMIC CAKE DESIGN SPOTTED MUG,4640,6962.8,528,27,1350
22073,RETRO SPOT STORAGE JAR,2176,8647.13,474,24,1343
22072,TEA CUP AND SAUCER RETRO SPOT,2478,9502.26,511,23,1334
21245,GREEN  SPOTTY PLATE ,2589,4305.54,304,15,1333
22549,PICTURE DOMINOES,6688,9979.66,711,31,1330
23170,REGENCY TEA PLATE ROSES ,6869,11117.05,445,14,1312
23293,SET OF 12 FAIRY CAKE BAKING CASES,8486,7001.99,552,23,1305
22144,CHRISTMAS CRAFT LITTLE FRIENDS,5382,13024.09,704,23,1304
21874,GIN AND TONIC MUG,6489,8451.84,617,27,1293
22195,HEART MEASURING SPOONS LARGE,5279,9456.599999999999,811,26,1272
21500,PINK SPOTS  WRAP ,16150,6521.0,492,24,1263
82599,FANNY'S REST STOPMETAL SIGN,2585,5706.52,506,24,1257
22645,CERAMIC HEART FAIRY CAKE MONEY BANK,5883,10607.08,741,22,1250
22366,DOORMAT AIRMAIL ,2564,17445.64,568,25,1243
20974,12 PENCILS SMALL TUBE SKULL,13511,8895.24,822,28,1237
22751,FELTCRAFT PRINCESS OLIVIA DOLL,2332,8716.45,466,18,1231
21988,PACK OF 6 SKULL PAPER PLATES,7855,5848.679999999999,416,17,1224
84050,PINK HEART SHAPE EGG FRYING PAN,10529,15443.92,715,29,1220
22622,BOX OF VINTAGE ALPHABET BLOCKS,3242,32163.94,571,27,1220
22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,2422,15908.66,575,21,1218
21259,VICTORIAN SEWING BOX SMALL ,2413,14564.08,655,27,1211
22998,TRAVEL CARD WALLET KEEP CALM,12490,5314.9,534,25,1208
22616,PACK OF 12 LONDON TISSUES ,40163,12764.06,825,29,1206
21622,VINTAGE UNION JACK CUSHION COVER,3745,20164.64,626,23,1204
22623,BOX OF VINTAGE JIGSAW BLOCKS ,2357,12687.380000000001,541,26,1200
23240,SET OF 4 KNICK KNACK TINS DOILEY ,4186,17037.52,536,25,1183
22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,7291,3923.47,553,20,1168
22834,HAND WARMER BABUSHKA DESIGN,7676,12923.25,597,22,1158
23174,REGENCY SUGAR BOWL GREEN,3057,12350.73,322,12,1155
22188,BLACK HEART CARD HOLDER,12484,33201.0,566,22,1153
48116,DOOR MAT MULTICOLOUR STRIPE,3461,20803.16,496,19,1150
47556B,TEA TIME TEA TOWELS ,5202,13693.970000000001,449,25,1147
22508,DOORSTOP RETROSPOT HEART,2933,11787.79,697,26,1147
85049A,TRADITIONAL CHRISTMAS RIBBONS,6337,8362.4,667,21,1145
22969,HOMEMADE JAM SCENTED CANDLES,15087,22459.25,709,25,1138
21385,IVORY HANGING DECORATION  HEART,10998,9508.949999999999,690,25,1136
23175,REGENCY MILK JUG PINK ,3164,9600.15,329,13,1134
21899,"KEY FOB , GARAGE DESIGN",6804,4411.7300000000005,622,18,1127
21987,PACK OF 6 SKULL PAPER CUPS,6438,4001.71,385,15,1110
22649,STRAWBERRY FAIRY CAKE TEAPOT,2340,11772.37,486,20,1102
23171,REGENCY TEA PLATE GREEN ,6247,10051.99,381,11,1102
22079,RIBBON REEL HEARTS DESIGN ,5080,8553.04,684,21,1097
22023,EMPIRE BIRTHDAY CARD,5112,2136.46,430,21,1091
22212,FOUR HOOK  WHITE LOVEBIRDS,4114,8869.28,828,26,1090
22752,SET 7 BABUSHKA NESTING BOXES,3781,30804.75,692,29,1089
22303,COFFEE MUG APPLES DESIGN,5452,12734.78,540,19,1085
21903,MAN FLU METAL SIGN,3476,7018.1900000000005,407,19,1080
21871,SAVE THE PLANET MUG,11698,13955.91,779,25,1077
22520,CHILDS GARDEN TROWEL BLUE ,2295,2012.1299999999999,369,14,1073
21918,SET 12 KIDS COLOUR  CHALK STICKS,14747,6084.24,788,26,1064
22900, SET 2 TEA TOWELS I LOVE LONDON ,6377,20544.21,723,24,1058
84375,SET OF 20 KIDS COOKIE CUTTERS,7909,16504.32,796,23,1051
22776,SWEETHEART CAKESTAND 3 TIER,1763,18084.63,691,25,1049
22505,MEMO BOARD COTTAGE DESIGN,3826,18357.68,744,25,1047
22432,WATERING CAN PINK BUNNY,3559,6792.11,517,22,1041
22059,CERAMIC STRWBERRY DESIGN MUG,5084,6847.349999999999,458,18,1040
22412,METAL SIGN NEIGHBOURHOOD WITCH ,2417,5182.860000000001,402,18,1040
22329,ROUND CONTAINER SET OF 5 RETROSPOT,5174,8463.749999999998,610,23,1034
22521,CHILDS GARDEN TROWEL PINK,2303,2002.3,370,14,1030
22365,DOORMAT RESPECTABLE HOUSE,2357,15518.93,443,20,1025
22692,DOORMAT WELCOME TO OUR HOME,2141,16041.34,606,21,1016
23439,HAND WARMER RED LOVE HEART,4027,8941.61,397,18,1010
23356,LOVE HOT WATER BOTTLE,2386,13494.970000000001,476,18,1006
23319,BOX OF 6 MINI 50'S CRACKERS,3739,9266.84,403,19,1002
22951,72 CAKE CASES DOLLY GIRL DESIGN,11232,5909.85,634,17,994
22534,MAGIC DRAWING SLATE SPACEBOY ,13159,5625.16,583,21,994
22725,ALARM CLOCK BAKELIKE CHOCOLATE,2591,10635.2,549,9,993
22061,LARGE CAKE STAND  HANGING STRAWBERY,2189,19300.47,520,19,992
21700,BIG DOUGHNUT FRIDGE MAGNETS,6470,7219.46,525,22,990
21770,OPEN CLOSED METAL SIGN,2996,14832.050000000001,651,25,985
21071,VINTAGE BILLBOARD DRINK ME MUG,4475,5252.7,472,21,982
22644,CERAMIC CHERRY CAKE MONEY BANK,5095,7451.74,610,17,981
21241,GREEN SPOTTY CUP,2216,1871.62,260,13,971
22523,CHILDS GARDEN FORK PINK,2193,1891.6,352,14,971
23256,CHILDRENS CUTLERY SPACEBOY ,2115,8675.37,368,21,970
23172,REGENCY TEA PLATE PINK,3871,6360.909999999999,305,10,963
22602,CHRISTMAS RETROSPOT HEART WOOD,6643,5629.21,535,19,950
22522,CHILDS GARDEN FORK BLUE ,2246,1911.76,334,13,947
84947,ANTIQUE SILVER TEA GLASS ENGRAVED,16199,19223.04,680,17,944
22141,CHRISTMAS CRAFT TREE TOP ANGEL,3794,9254.710000000001,572,18,943
22429,ENAMEL MEASURING JUG CREAM,2341,10124.39,625,17,941
20979,36 PENCILS TUBE RED SPOTTY,8219,10350.56,709,21,940
22088,PAPER BUNTING COLOURED LACE,4409,13109.34,619,19,940
21982,PACK OF 12 SUKI TISSUES ,32827,10589.349999999999,718,20,939
35970,ZINC FOLKART SLEIGH BELLS,8447,15257.26,692,23,937
21499,BLUE SPOTS  WRAP,15452,6207.84,460,15,937
22746,POPPY'S PLAYHOUSE LIVINGROOM ,2979,6858.92,564,11,934
22574,HEART WOODEN CHRISTMAS DECORATION,5386,4930.009999999999,415,18,932
22371,AIRLINE BAG VINTAGE TOKYO 78,1877,9221.01,684,20,932
21411,GINGHAM HEART  DOORSTOP RED,2131,8534.49,624,22,929
22676,"FRENCH BLUE METAL DOOR SIGN, 1",1847,2491.27,305,10,929
22677,"FRENCH BLUE METAL DOOR SIGN, 2",1589,2158.09,280,10,923
22593,CHRISTMAS GINGHAM STAR,5812,5169.16,415,17,921
22332,SKULLS PARTY BAG + STICKER SET,4178,6553.549999999999,381,17,920
22418,10 COLOUR SPACEBOY PEN,12732,10792.019999999999,586,25,917
22668,PINK BABY BUNTING,3604,10965.96,579,20,913
21497,FANCY FONTS BIRTHDAY WRAP,17625,7030.5,485,21,912
22594,CHRISTMAS GINGHAM TREE,5011,4599.969999999999,412,17,909
85049C,ROMANTIC PINKS RIBBONS ,3037,3817.55,500,12,902
22605,WOODEN CROQUET GARDEN SET,1846,23743.77,642,15,899
37450,CERAMIC CAKE BOWL + HANGING CAKES,2475,7129.39,391,17,898
22739,"RIBBON REEL, XMAS SOCK/BAUBLE",4199,7744.26,601,15,897
22837,HOT WATER BOTTLE BABUSHKA ,4015,18774.72,450,21,897
22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,7762,10502.19,512,14,890
22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,3025,9852.58,703,19,882
22680,"FRENCH BLUE METAL DOOR SIGN, 5",1383,1854.2,230,10,881
85049G,CHOCOLATE BOX RIBBONS ,3902,4813.65,510,14,877
21623,VINTAGE UNION JACK MEMOBOARD,7200,52122.729999999996,530,20,877
22679,"FRENCH BLUE METAL DOOR SIGN, 4",1272,1708.19,230,10,874
22634,CHILDS BREAKFAST SET SPACEBOY ,1726,16313.05,499,15,873
22678,"FRENCH BLUE METAL DOOR SIGN, 3",1411,1896.84,248,10,870
21704,BAG 250g SWIRLY MARBLES,17304,13347.599999999999,568,19,870
23295,SET OF 12 MINI LOAF BAKING CASES,6140,5078.429999999999,444,14,869
20983,12 PENCILS TALL TUBE RED SPOTTY,6342,5521.78,641,17,867
22573,STAR WOODEN CHRISTMAS DECORATION,5127,4631.33,405,17,864
23318,BOX OF 6 MINI VINTAGE CRACKERS,3811,9167.390000000001,376,16,862
23581,JUMBO BAG PAISLEY PARK,5035,11613.03,338,18,859
84030E,ENGLISH ROSE HOT WATER BOTTLE,2252,9625.51,485,17,858
22028,PENNY FARTHING BIRTHDAY CARD,6408,2693.73,507,18,857
22600,CHRISTMAS RETROSPOT STAR WOOD,4961,4320.05,429,16,856
37447,CERAMIC CAKE DESIGN SPOTTED PLATE,2934,4625.49,364,18,848
22690,DOORMAT HOME SWEET HOME BLUE ,2543,15945.72,437,17,841
22847,"BREAD BIN, DINER STYLE, IVORY",1191,18890.09,482,19,836
22738,RIBBON REEL SNOWY VILLAGE,4636,8382.54,498,12,831
22635,CHILDS BREAKFAST SET DOLLY GIRL ,1693,16133.789999999999,485,14,827
22563,HAPPY STENCIL CRAFT,6012,7012.610000000001,533,18,820
22682,"FRENCH BLUE METAL DOOR SIGN, 7",1168,1526.88,182,10,809
21916,SET 12 RETRO WHITE CHALK STICKS,11154,4815.7699999999995,713,20,808
22685,"FRENCH BLUE METAL DOOR SIGN, 0",1087,1405.87,160,10,799
15036,ASSORTED COLOURS SILK FAN,44365,33041.55,991,21,798
22737,RIBBON REEL CHRISTMAS PRESENT ,3412,6131.72,493,14,798
22683,"FRENCH BLUE METAL DOOR SIGN, 8",1135,1509.18,190,10,797
21179,NO JUNK MAIL METAL SIGN,4322,3570.87,505,20,796
22681,"FRENCH BLUE METAL DOOR SIGN, 6",1171,1565.78,189,10,793
16156S,WRAP PINK FAIRY CAKES ,16761,6600.62,419,17,792
23243,SET OF TEA COFFEE SUGAR TINS PANTRY,4805,23514.170000000002,470,16,791
22272,FELTCRAFT DOLL MARIA,1397,3930.9600000000005,300,15,789
20982,12 PENCILS TALL TUBE SKULLS,4928,4309.25,576,15,788
23583,LUNCH BAG PAISLEY PARK  ,3395,5513.83,325,17,783
21890,S/6 WOODEN SKITTLES IN COTTON BAG,3549,10658.800000000001,547,15,782
22089,PAPER BUNTING VINTAGE PAISLEY,3516,10335.810000000001,552,14,773
22142,CHRISTMAS CRAFT WHITE FAIRY ,4419,6637.04,503,13,772
37449,CERAMIC CAKE STAND + HANGING CAKES,2418,22702.46,477,15,770
22571,ROCKING HORSE RED CHRISTMAS ,6091,5445.429999999999,511,17,764
21495,SKULLS WRAP,12515,5140.3,376,16,761
22840,ROUND CAKE TIN VINTAGE RED,1354,10311.0,402,15,746
15056P,EDWARDIAN PARASOL PINK,2529,12497.32,344,10,743
22950,36 DOILIES VINTAGE CHRISTMAS,8334,11454.09,352,12,742
23296,SET OF 6 TEA TIME BAKING CASES,4981,5988.05,378,12,741
22684,"FRENCH BLUE METAL DOOR SIGN, 9",1019,1353.71,162,10,730
22601,CHRISTMAS RETROSPOT ANGEL WOOD,5425,4732.389999999999,417,15,730
16161P,WRAP ENGLISH ROSE ,13298,5477.4,440,16,725
22377,BOTTLE BAG RETROSPOT ,3623,6935.68,435,15,717
22063,CERAMIC BOWL WITH STRAWBERRY DESIGN,2327,6426.860000000001,356,14,714
84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,6301,4131.54,725,12,713
84945,MULTI COLOUR SILVER T-LIGHT HOLDER,22662,18617.8,653,15,711
22636,CHILDS BREAKFAST SET CIRCUS PARADE,1664,13821.23,489,16,710
22433,WATERING CAN GREEN DINOSAUR,2818,5271.0599999999995,422,13,707
22584,PACK OF 6 PANNETONE GIFT BOXES,5291,13478.789999999999,589,13,706
72760B,VINTAGE CREAM 3 BASKET CAKE STAND,1739,16794.94,494,18,705
22983,"CARD, BILLBOARD FONT",6916,2938.52,551,16,703
21934,SKULL SHOULDER BAG,4648,8402.97,725,16,701
21326,AGED GLASS SILVER T-LIGHT HOLDER,18356,11972.480000000001,643,16,700
22528,GARDENERS KNEELING PAD,5831,7634.27,554,17,695
22524,CHILDRENS GARDEN GLOVES BLUE,1940,2736.2,293,10,692
23313,VINTAGE CHRISTMAS BUNTING,2997,15833.310000000001,401,16,690
22518,CHILDS GARDEN BRUSH BLUE,1419,2954.4500000000003,266,13,677
22851,SET 20 NAPKINS FAIRY CAKES DESIGN ,5221,4250.11,523,15,668
84792,ENCHANTED BIRD COATHANGER 5 HOOK,2327,10268.35,519,16,667
22759,SET OF 3 NOTEBOOKS IN PARCEL,9541,16205.739999999998,795,17,663
22026,BANQUET BIRTHDAY  CARD  ,4066,1733.44,366,15,663
23351,ROLL WRAP 50'S CHRISTMAS,3539,4880.65,354,12,661
21504,SKULLS GREETING CARD,5021,2050.38,329,15,660
22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,4580,6192.61,314,11,658
22491,PACK OF 12 COLOURED PENCILS,7554,6067.87,390,12,658
85049D,BRIGHT BLUES RIBBONS ,2378,2982.96,400,9,655
22378,WALL TIDY RETROSPOT ,3783,6924.5199999999995,546,15,655
37370,RETRO COFFEE MUGS ASSORTED,7504,11582.36,492,16,654
21745,GAOLERS KEYS DECORATIVE GARDEN ,2737,9340.07,486,15,646
23349,ROLL WRAP VINTAGE CHRISTMAS,3231,4355.1,337,13,642
22437,SET OF 9 BLACK SKULL BALLOONS,6566,5505.41,443,15,641
22041,"RECORD FRAME 7"" SINGLE SIZE ",7861,19371.46,555,12,637
23254,CHILDRENS CUTLERY DOLLY GIRL ,1710,6932.16,299,13,635
82567,"AIRLINE LOUNGE,METAL SIGN",1231,2559.9300000000003,489,16,634
84839,SWEETHEART KEY CABINET,1538,8848.3,393,14,629
22519,CHILDS GARDEN BRUSH PINK,1445,3023.4300000000003,258,11,628
20967,GREY FLORAL FELTCRAFT SHOULDER BAG,1144,4338.83,296,12,628
21041,RED SPOTTY OVEN GLOVE DOUBLE,2732,9303.19,525,15,626
22198,"POPCORN HOLDER , LARGE",7807,13603.929999999998,646,10,624
22080,RIBBON REEL SPOTS DESIGN ,3987,6685.13,519,9,616
22156,HEART DECORATION WITH PEARLS ,6327,5687.78,581,15,613
22525,CHILDRENS GARDEN GLOVES PINK,1974,2807.41,328,8,613
22581,WOOD STOCKING CHRISTMAS SCANDISPOT,3653,2946.87,380,13,607
23311,VINTAGE CHRISTMAS STOCKING ,2390,6488.2,344,13,607
23294,SET OF 6 SNACK LOAF BAKING CASES,4420,3631.0499999999997,354,9,607
20981,12 PENCILS TALL TUBE WOODLAND,4782,4125.99,513,13,607
37446,MINI CAKE STAND WITH HANGING CAKES,3813,5502.08,410,11,606
47567B,TEA TIME KITCHEN APRON,2199,11886.390000000001,348,14,597
21902,"KEY FOB , FRONT  DOOR ",5457,3472.7400000000002,474,6,596
22716,CARD CIRCUS PARADE,5330,2259.74,447,15,595
22550,HOLIDAY FUN LUDO,2091,7835.96,425,11,595
22917,HERB MARKER ROSEMARY,2042,1423.6200000000001,252,5,594
23353,6 GIFT TAGS VINTAGE CHRISTMAS ,4016,3517.5199999999995,327,13,593
84347,ROTATING SILVER ANGELS T-LIGHT HLDR,32525,74448.92,756,15,592
84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,3430,8228.09,601,14,589
22916,HERB MARKER THYME,2006,1398.04,249,5,588
22920,HERB MARKER BASIL,3526,2237.46,252,5,588
22768,FAMILY PHOTO FRAME CORNICE,1197,11484.06,354,13,586
22918,HERB MARKER PARSLEY,1975,1361.42,249,5,585
22996,TRAVEL CARD WALLET VINTAGE TICKET,4813,2099.97,408,11,584
22919,HERB MARKER MINT,1833,1281.94,248,5,582
21537,RETRO SPOTS PUDDING BOWL,1054,4547.84,256,13,581
22530,MAGIC DRAWING SLATE DOLLY GIRL ,10274,4344.84,468,13,579
22712,CARD DOLLY GIRL ,7447,3067.5299999999997,508,12,575
22908,PACK OF 20 NAPKINS RED APPLES,5674,4590.55,485,13,574
21703,BAG 125g SWIRLY MARBLES,14797,5742.31,561,13,569
22301,COFFEE MUG CAT + BIRD DESIGN,5152,12522.06,643,7,563
85232B,SET/3 RUSSIAN DOLL STACKING TINS,3088,15466.18,539,15,560
22795,SWEETHEART RECIPE BOOK STAND,1666,11731.06,498,15,559
22302,COFFEE MUG PEARS  DESIGN,4933,10510.3,396,9,559
22686,"FRENCH BLUE METAL DOOR SIGN, No",1410,1864.91,221,10,559
47599A,PINK PARTY BAGS,6046,11348.58,369,12,558
22775,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,3903,5531.31,284,11,557
22024,RAINY LADIES BIRTHDAY CARD,5478,2294.83,439,13,554
21981,PACK OF 12 WOODLAND TISSUES ,26472,7213.86,553,13,544
22603,CHRISTMAS RETROSPOT TREE WOOD,4225,3635.56,388,10,540
23263,SET OF 3 WOODEN HEART DECORATIONS,3893,5184.69,445,11,539
22846,BREAD BIN DINER STYLE RED ,856,13767.32,346,12,539
84832,ZINC WILLIE WINKIE  CANDLE STICK,6888,6233.23,630,12,537
35961,FOLKART ZINC HEART CHRISTMAS DEC,11563,9668.33,637,12,536
16161U,"WRAP,SUKI AND FRIENDS",10076,4105.92,318,13,531
21986,PACK OF 12 PINK SPOT TISSUES ,13536,4808.57,469,11,530
22275,WEEKEND BAG VINTAGE ROSE PAISLEY,1019,8437.18,313,13,530
23234,BISCUIT TIN VINTAGE CHRISTMAS,1725,5088.45,277,13,528
22736,"RIBBON REEL, MAKING SNOWMEN ",2633,4742.23,408,9,528
21967,PACK OF 12 SKULL TISSUES,15917,4484.509999999999,479,12,526
22921,HERB MARKER CHIVES ,1806,1256.54,220,5,525
22672,FRENCH BATHROOM SIGN BLUE METAL,2870,4775.95,370,9,523
22514,CHILDS GARDEN SPADE BLUE,1094,2228.1200000000003,233,10,520
23354,6 GIFT TAGS 50'S CHRISTMAS ,3743,3431.89,322,10,510
85049B,LUSH GREENS RIBBONS,2136,2665.8,338,9,509
22747,POPPY'S PLAYHOUSE BATHROOM,2088,4602.72,402,3,509
22566,"FELTCRAFT HAIRBAND S/2, PINK/PURPLE",2896,2427.25,297,12,508
22515,CHILDS GARDEN SPADE PINK,1057,2161.28,208,10,506
22236,CAKE STAND 3 TIER MAGIC GARDEN,1141,14122.419999999998,421,12,504
22979,PANTRY WASHING UP BRUSH,4097,6401.969999999999,381,12,501
23582,VINTAGE DOILY JUMBO BAG RED ,4815,10233.45,259,9,497
21363,HOME SMALL WOOD LETTERS,1020,5505.030000000001,401,11,497
22358,KINGS CHOICE TEA CADDY ,2694,8561.900000000001,605,11,495
22844,VINTAGE CREAM DOG FOOD CONTAINER,1252,11831.22,498,10,495
22300,COFFEE MUG DOG + BALL DESIGN,4229,10192.1,526,6,491
22898,CHILDRENS APRON APPLE DESIGN,3263,6805.23,471,11,490
22654,DELUXE SEWING KIT ,2689,18177.57,597,11,489
22588,CARDHOLDER GINGHAM HEART,2929,8053.97,483,11,488
22812,PACK 3 BOXES CHRISTMAS PANNETONE,5057,11181.279999999999,462,11,488
21714,CITRONELLA CANDLE GARDEN POT,4324,6236.16,522,11,488
20973,12 PENCIL SMALL TUBE WOODLAND,10066,6930.47,658,11,487
21257,VICTORIAN SEWING BOX MEDIUM,1596,14505.73,532,10,486
22899,CHILDRENS APRON DOLLY GIRL ,2841,5939.990000000001,421,9,484
79323W, WHITE CHERRY LIGHTS,3004,18048.72,349,9,482
22989,SET 2 PANTRY DESIGN TEA TOWELS,2815,9012.27,372,11,476
22637,PIGGY BANK RETROSPOT ,4624,11915.48,598,13,475
22078,RIBBON REEL LACE DESIGN ,4044,8580.16,480,8,474
21984,PACK OF 12 PINK PAISLEY TISSUES ,25509,7077.05,432,10,472
21137,BLACK RECORD COVER FRAME,19954,69329.47,634,9,471
21380,WOODEN HAPPY BIRTHDAY GARLAND,5057,14672.980000000001,651,11,471
21068,VINTAGE BILLBOARD LOVE/HATE MUG,4398,4587.91,373,11,467
22115,METAL SIGN EMPIRE TEA,2913,5786.620000000001,500,12,464
21488,RED WHITE SCARF  HOT WATER BOTTLE,2448,10285.980000000001,359,9,464
22767,TRIPLE PHOTO FRAME CORNICE ,1022,9667.76,295,9,461
84596F,SMALL MARSHMALLOWS PINK BOWL,4743,3218.6,600,7,461
22335,HEART DECORATION PAINTED ZINC ,8756,5717.76,510,12,461
22331,WOODLAND PARTY BAG + STICKER SET,3732,6135.5,437,8,459
22121,NOEL WOODEN BLOCK LETTERS ,1538,9536.28,438,10,456
23052,RECYCLED ACAPULCO MAT TURQUOISE,654,5949.34,278,7,454
22732,3D VINTAGE CHRISTMAS STICKERS ,3856,5115.26,337,10,453
22516,CHILDS GARDEN RAKE BLUE,854,1736.3200000000002,162,10,452
21042,RED SPOTTY APRON ,1505,8914.48,399,12,448
21544,SKULLS  WATER TRANSFER TATTOOS ,6131,5119.69,503,12,447
22576,SWALLOW WOODEN CHRISTMAS DECORATION,3364,3045.24,330,10,447
22798,ANTIQUE GLASS DRESSING TABLE POT,2491,7752.21,356,10,447
23332,IVORY WICKER HEART LARGE,2076,3570.7599999999998,287,8,442
23236,DOILEY STORAGE TIN,2509,7106.21,327,10,442
85049F,BABY BOOM RIBBONS ,2140,2671.5,314,7,441
84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,3427,9427.62,662,9,440
21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,13105,25887.350000000002,613,10,439
22841,ROUND CAKE TIN VINTAGE GREEN,784,6114.280000000001,306,9,437
21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,2939,11992.93,465,9,435
23000,TRAVEL CARD WALLET TRANSPORT,3171,1369.12,278,10,434
22774,RED DRAWER KNOB ACRYLIC EDWARDIAN,2981,3856.28,184,10,434
22773,GREEN DRAWER KNOB ACRYLIC EDWARDIAN,2495,3321.2799999999997,227,9,433
22714,CARD BIRTHDAY COWBOY,5315,2174.73,359,10,430
22941,CHRISTMAS LIGHTS 10 REINDEER,2710,22645.32,483,8,429
23198,PANTRY MAGNETIC  SHOPPING LIST,3346,5068.4,475,11,428
72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,5821,11271.04,499,7,427
22110,BIRD HOUSE HOT WATER BOTTLE,2748,9263.87,512,8,427
22425,ENAMEL COLLANDER CREAM,867,4406.75,301,8,423
22120,WELCOME  WOODEN BLOCK LETTERS,1030,10444.02,367,7,422
22959,WRAP CHRISTMAS VILLAGE,9801,4008.42,284,9,418
22895,SET OF 2 TEA TOWELS APPLE AND PEARS,2898,8823.52,411,10,417
21624,VINTAGE UNION JACK DOORSTOP,1787,10736.35,403,9,416
22548,HEADS AND TAILS SPORTING FUN,3585,4483.1,428,8,415
22596,CHRISTMAS STAR WISH LIST CHALKBOARD,6371,6515.599999999999,438,12,413
22754,SMALL RED BABUSHKA NOTEBOOK ,3986,3116.1899999999996,492,6,412
22179,SET 10 LIGHTS NIGHT OWL,2094,14960.5,566,10,410
23247,BISCUIT TIN 50'S CHRISTMAS,2206,6715.93,309,9,405
21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,1785,19541.46,419,10,404
22536,MAGIC DRAWING SLATE PURDEY,10169,3980.29,365,10,404
22517,CHILDS GARDEN RAKE PINK,815,1612.5300000000002,152,9,403
22755,SMALL PURPLE BABUSHKA NOTEBOOK ,3833,3054.99,499,6,401
85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,2755,21826.9,517,11,399
22227,"DECORATION, HANGING HEART+MIRROR ",6151,4436.860000000001,643,10,396
22119, PEACE WOODEN BLOCK LETTERS,938,5825.77,340,7,395
22965,3 TRADITIONAl BISCUIT CUTTERS  SET,1890,3936.9500000000003,260,9,391
21098,CHRISTMAS TOILET ROLL,9038,14212.960000000001,596,9,386
23308,SET OF 60 VINTAGE LEAF CAKE CASES ,6151,3279.21,382,9,385
21328,BALLOONS  WRITING SET ,2535,4836.13,643,8,384
21578,WOODLAND DESIGN  COTTON TOTE BAG,2224,5108.42,380,7,381
22565,FELTCRAFT HAIRBANDS PINK + WHITE ,2129,1940.36,278,9,380
22586,FELTCRAFT HAIRBAND PINK AND BLUE,2126,1852.34,295,10,379
22626,BLACK KITCHEN SCALES,867,7430.96,339,5,379
22674,FRENCH TOILET SIGN BLUE METAL,2399,2985.09,297,7,378
21905,MORE BUTTER METAL SIGN ,1624,2159.9700000000003,263,10,377
22606,WOODEN SKITTLES GARDEN SET,1077,15009.539999999999,374,5,376
23320,GIANT 50'S CHRISTMAS CRACKER,2668,7072.16,333,8,374
22980,PANTRY SCRUBBING BRUSH,2366,3914.9599999999996,291,9,374
22531,MAGIC DRAWING SLATE CIRCUS PARADE  ,8314,3591.98,406,9,372
