order_id,session_id,user_id,order_date,product_key,channel_id,device_id,geo_id,quantity,unit_price,item_revenue
O001065,S0016700,U007118,2020-11-22,39,1,1,1,1,11.99,11.99
O001066,S0016735,U007136,2021-01-07,38,3,2,3,1,16.99,16.99
O001066,S0016735,U007136,2021-01-07,20,3,2,3,1,12.99,12.99
O001067,S0016740,U007139,2020-12-06,23,2,2,6,1,19.99,19.99
O001067,S0016740,U007139,2020-12-06,12,2,2,6,1,53.99,53.99
O001067,S0016740,U007139,2020-12-06,19,2,2,6,2,29.99,59.98
O001068,S0016745,U007141,2020-11-30,27,3,1,1,1,7.64,7.64
O001069,S0016753,U007145,2021-01-17,22,5,2,1,1,9.99,9.99
O001069,S0016753,U007145,2021-01-17,8,5,2,1,1,22.99,22.99
O001069,S0016753,U007145,2021-01-17,2,5,2,1,2,27.99,55.98
O001069,S0016753,U007145,2021-01-17,37,5,2,1,1,24.99,24.99
O001070,S0016763,U007149,2020-12-27,35,2,1,5,1,19.99,19.99
O001070,S0016763,U007149,2020-12-27,6,2,1,5,1,49.99,49.99
O001071,S0016775,U007154,2020-11-08,2,1,1,1,1,27.99,27.99
O001072,S0016781,U007156,2020-12-12,19,2,2,7,2,29.99,59.98
O001073,S0016785,U007157,2021-01-26,35,4,2,3,1,19.99,19.99
O001073,S0016785,U007157,2021-01-26,5,4,2,3,1,54.99,54.99
O001074,S0016794,U007161,2020-11-28,36,2,1,2,1,17.84,17.84
O001074,S0016794,U007161,2020-11-28,20,2,1,2,1,11.04,11.04
O001074,S0016794,U007161,2020-11-28,25,2,1,2,2,5.94,11.88
O001074,S0016794,U007161,2020-11-28,21,2,1,2,1,18.69,18.69
O001075,S0016800,U007163,2020-11-26,22,1,1,1,1,8.49,8.49
O001075,S0016800,U007163,2020-11-26,21,1,1,1,1,18.69,18.69
O001076,S0016806,U007165,2020-12-09,28,6,1,6,1,9.99,9.99
O001076,S0016806,U007165,2020-12-09,24,6,1,6,1,14.99,14.99
O001077,S0016830,U007175,2020-12-29,5,1,2,1,1,54.99,54.99
O001077,S0016830,U007175,2020-12-29,1,1,2,1,1,24.99,24.99
O001078,S0016831,U007175,2020-12-30,27,1,1,1,1,8.99,8.99
O001078,S0016831,U007175,2020-12-30,23,1,1,1,1,19.99,19.99
O001079,S0016854,U007186,2020-11-21,38,3,1,10,1,16.99,16.99
O001080,S0016860,U007188,2020-12-14,34,2,2,6,1,21.99,21.99
O001081,S0016861,U007188,2020-12-16,5,6,2,6,1,49.49,49.49
O001082,S0016874,U007196,2020-12-11,16,3,1,6,1,32.99,32.99
O001082,S0016874,U007196,2020-12-11,25,3,1,6,1,6.99,6.99
O001082,S0016874,U007196,2020-12-11,1,3,1,6,2,24.99,49.98
O001082,S0016874,U007196,2020-12-11,21,3,1,6,1,19.79,19.79
O001083,S0016907,U007210,2020-11-21,30,3,2,1,1,24.99,24.99
O001083,S0016907,U007210,2020-11-21,28,3,2,1,1,9.99,9.99
O001084,S0016951,U007227,2021-01-01,3,2,1,2,1,26.99,26.99
O001084,S0016951,U007227,2021-01-01,36,2,1,2,2,20.99,41.98
O001085,S0016964,U007233,2020-11-10,16,3,1,1,1,32.99,32.99
O001086,S0016980,U007239,2020-12-21,3,7,2,1,1,24.29,24.29
O001087,S0017008,U007248,2020-11-30,41,2,1,1,1,14.39,14.39
O001088,S0017048,U007262,2020-12-13,29,2,2,1,2,9.89,19.78
O001088,S0017048,U007262,2020-12-13,10,2,2,1,1,14.99,14.99
O001088,S0017048,U007262,2020-12-13,9,2,2,1,1,23.99,23.99
O001089,S0017049,U007262,2020-12-15,24,1,2,1,1,14.99,14.99
O001090,S0017054,U007264,2020-12-04,6,3,1,1,2,49.99,99.98
O001091,S0017064,U007268,2020-11-26,42,5,1,8,1,11.69,11.69
O001091,S0017064,U007268,2020-11-26,31,5,1,8,1,23.99,23.99
O001091,S0017064,U007268,2020-11-26,5,5,1,8,1,49.49,49.49
O001091,S0017064,U007268,2020-11-26,14,5,1,8,1,13.59,13.59
O001092,S0017070,U007271,2021-01-06,10,6,3,1,1,14.99,14.99
O001092,S0017070,U007271,2021-01-06,6,6,3,1,1,49.99,49.99
O001092,S0017070,U007271,2021-01-06,41,6,3,1,1,15.99,15.99
O001092,S0017070,U007271,2021-01-06,31,6,3,1,1,29.99,29.99
O001093,S0017112,U007290,2020-12-20,30,3,2,1,1,22.49,22.49
O001093,S0017112,U007290,2020-12-20,25,3,2,1,1,6.99,6.99
O001093,S0017112,U007290,2020-12-20,17,3,2,1,1,16.19,16.19
O001094,S0017120,U007295,2020-12-27,42,3,2,1,2,12.99,25.98
O001095,S0017141,U007303,2021-01-05,41,7,1,1,1,15.99,15.99
O001095,S0017141,U007303,2021-01-05,34,7,1,1,1,21.99,21.99
O001096,S0017148,U007306,2020-12-31,32,6,2,2,1,19.99,19.99
O001097,S0017162,U007314,2020-11-20,6,2,1,1,1,49.99,49.99
O001097,S0017162,U007314,2020-11-20,10,2,1,1,1,14.99,14.99
O001097,S0017162,U007314,2020-11-20,1,2,1,1,1,24.99,24.99
O001098,S0017168,U007317,2020-12-12,8,6,1,2,1,22.99,22.99
O001098,S0017168,U007317,2020-12-12,31,6,1,2,1,26.99,26.99
O001099,S0017177,U007319,2020-11-30,1,2,2,2,1,19.99,19.99
O001099,S0017177,U007319,2020-11-30,18,2,2,2,1,17.09,17.09
O001099,S0017177,U007319,2020-11-30,19,2,2,2,1,25.49,25.49
O001099,S0017177,U007319,2020-11-30,12,2,2,2,1,50.99,50.99
O001100,S0017213,U007339,2020-12-04,39,3,3,1,1,11.99,11.99
O001101,S0017248,U007351,2020-12-15,20,7,2,10,2,11.69,23.38
O001102,S0017254,U007355,2020-11-19,9,1,1,5,1,23.99,23.99
O001102,S0017254,U007355,2020-11-19,12,1,1,5,2,59.99,119.98
O001103,S0017270,U007362,2021-01-29,4,2,2,1,1,25.99,25.99
O001104,S0017286,U007371,2020-12-14,27,1,1,10,1,8.99,8.99
O001105,S0017324,U007390,2020-12-29,26,1,2,1,1,7.99,7.99
O001106,S0017325,U007390,2021-01-01,30,2,2,1,1,24.99,24.99
O001106,S0017325,U007390,2021-01-01,15,2,2,1,2,24.99,49.98
O001107,S0017327,U007392,2020-11-27,41,1,2,1,1,14.39,14.39
O001108,S0017349,U007400,2021-01-26,12,2,2,2,1,59.99,59.99
O001108,S0017349,U007400,2021-01-26,4,2,2,2,1,25.99,25.99
O001109,S0017378,U007411,2020-12-17,39,7,2,2,1,10.79,10.79
O001109,S0017378,U007411,2020-12-17,13,7,2,2,1,74.99,74.99
O001110,S0017406,U007422,2020-12-21,39,2,1,3,1,10.79,10.79
O001111,S0017409,U007423,2021-01-29,17,3,2,2,1,17.99,17.99
O001111,S0017409,U007423,2021-01-29,4,3,2,2,1,25.99,25.99
O001112,S0017415,U007425,2020-11-29,27,2,2,10,1,8.09,8.09
O001112,S0017415,U007425,2020-11-29,17,2,2,10,1,14.39,14.39
O001113,S0017418,U007427,2020-11-23,37,1,1,1,1,24.99,24.99
O001114,S0017425,U007430,2020-11-22,2,1,2,1,1,27.99,27.99
O001115,S0017428,U007431,2020-11-23,16,3,2,1,1,32.99,32.99
O001116,S0017432,U007433,2020-11-20,18,5,1,1,1,18.99,18.99
O001117,S0017448,U007439,2020-12-23,10,2,2,4,1,14.99,14.99
O001118,S0017480,U007453,2021-01-04,11,3,2,1,1,18.99,18.99
O001119,S0017485,U007454,2020-12-19,18,1,1,2,2,18.99,37.98
O001119,S0017485,U007454,2020-12-19,24,1,1,2,1,14.99,14.99
O001119,S0017485,U007454,2020-12-19,42,1,1,2,1,12.99,12.99
O001119,S0017485,U007454,2020-12-19,36,1,1,2,1,20.99,20.99
O001120,S0017530,U007474,2020-11-30,15,7,1,4,1,22.49,22.49
O001121,S0017553,U007485,2021-01-28,42,1,1,6,1,12.99,12.99
O001121,S0017553,U007485,2021-01-28,16,1,1,6,1,32.99,32.99
O001122,S0017626,U007517,2020-11-19,22,4,2,1,1,9.99,9.99
O001123,S0017631,U007520,2020-11-14,25,7,2,10,1,6.99,6.99
O001124,S0017676,U007543,2020-11-27,3,3,3,1,1,21.59,21.59
O001124,S0017676,U007543,2020-11-27,40,3,3,1,1,26.09,26.09
O001125,S0017678,U007544,2020-12-24,13,2,1,1,1,74.99,74.99
O001125,S0017678,U007544,2020-12-24,4,2,1,1,1,25.99,25.99
O001126,S0017679,U007544,2020-12-29,13,1,1,1,1,74.99,74.99
O001126,S0017679,U007544,2020-12-29,4,1,1,1,1,25.99,25.99
O001126,S0017679,U007544,2020-12-29,12,1,1,1,1,59.99,59.99
O001126,S0017679,U007544,2020-12-29,15,1,1,1,1,24.99,24.99
O001127,S0017681,U007546,2020-11-26,11,6,3,1,1,17.09,17.09
O001127,S0017681,U007546,2020-11-26,6,6,3,1,2,42.49,84.98
O001128,S0017683,U007548,2020-12-06,16,1,1,1,1,29.69,29.69
O001129,S0017691,U007550,2020-12-02,18,1,2,1,1,15.19,15.19
O001129,S0017691,U007550,2020-12-02,5,1,2,1,1,43.99,43.99
O001130,S0017756,U007577,2020-12-27,15,6,3,1,1,24.99,24.99
O001131,S0017770,U007583,2020-12-25,17,6,2,1,2,17.99,35.98
O001132,S0017787,U007590,2020-11-17,30,4,2,1,1,24.99,24.99
O001132,S0017787,U007590,2020-11-17,4,4,2,1,1,25.99,25.99
O001132,S0017787,U007590,2020-11-17,13,4,2,1,1,74.99,74.99
O001132,S0017787,U007590,2020-11-17,18,4,2,1,2,18.99,37.98
O001133,S0017903,U007637,2020-12-26,11,6,2,3,1,18.99,18.99
O001134,S0017920,U007642,2020-12-01,1,3,1,5,1,21.24,21.24
O001135,S0017947,U007652,2020-12-06,18,3,1,4,1,18.99,18.99
O001136,S0017961,U007656,2021-01-30,25,4,1,3,1,6.99,6.99
O001137,S0017965,U007657,2021-01-31,40,2,3,1,1,28.99,28.99
O001137,S0017965,U007657,2021-01-31,33,2,3,1,1,44.99,44.99
O001138,S0017971,U007660,2021-01-07,4,3,2,3,2,25.99,51.98
O001138,S0017971,U007660,2021-01-07,35,3,2,3,1,19.99,19.99
O001138,S0017971,U007660,2021-01-07,8,3,2,3,1,22.99,22.99
O001139,S0017985,U007665,2021-01-03,10,4,2,1,1,14.99,14.99
O001140,S0018015,U007678,2021-01-01,28,1,2,5,1,9.99,9.99
O001141,S0018021,U007681,2020-11-28,2,2,1,1,1,23.79,23.79
O001142,S0018041,U007687,2020-12-24,24,1,2,1,1,13.49,13.49
O001142,S0018041,U007687,2020-12-24,29,1,2,1,1,9.89,9.89
O001143,S0018074,U007702,2020-11-03,6,3,2,1,2,49.99,99.98
O001143,S0018074,U007702,2020-11-03,19,3,2,1,1,29.99,29.99
O001144,S0018086,U007707,2021-01-26,29,1,1,1,1,10.99,10.99
O001144,S0018086,U007707,2021-01-26,42,1,1,1,1,12.99,12.99
O001145,S0018090,U007709,2020-12-13,15,2,2,2,1,24.99,24.99
O001145,S0018090,U007709,2020-12-13,24,2,2,2,1,14.99,14.99
O001146,S0018096,U007712,2020-11-29,6,6,1,1,1,42.49,42.49
O001147,S0018117,U007721,2021-01-04,3,1,2,1,1,26.99,26.99
O001148,S0018137,U007732,2020-12-25,8,3,1,1,1,22.99,22.99
O001148,S0018137,U007732,2020-12-25,14,3,1,1,1,15.29,15.29
O001149,S0018145,U007736,2020-12-28,27,4,2,1,1,8.99,8.99
O001150,S0018150,U007739,2020-12-01,18,7,3,3,1,16.14,16.14
O001151,S0018153,U007740,2020-12-03,35,2,1,1,1,17.99,17.99
O001151,S0018153,U007740,2020-12-03,40,2,1,1,1,24.64,24.64
O001152,S0018158,U007742,2020-12-12,12,2,2,3,1,59.99,59.99
O001153,S0018189,U007758,2020-12-09,39,6,1,1,1,10.79,10.79
O001153,S0018189,U007758,2020-12-09,14,6,1,1,1,16.99,16.99
O001154,S0018211,U007766,2020-11-25,15,2,1,10,1,21.24,21.24
O001154,S0018211,U007766,2020-11-25,5,2,1,10,1,49.49,49.49
O001155,S0018220,U007769,2020-12-09,4,7,2,3,1,25.99,25.99
O001156,S0018221,U007770,2020-12-16,14,3,1,1,2,16.99,33.98
O001157,S0018230,U007774,2021-01-15,16,1,1,1,1,32.99,32.99
O001157,S0018230,U007774,2021-01-15,41,1,1,1,1,15.99,15.99
O001157,S0018230,U007774,2021-01-15,36,1,1,1,1,20.99,20.99
O001158,S0018264,U007788,2020-11-13,10,7,2,1,1,14.99,14.99
O001159,S0018288,U007796,2020-11-20,5,2,1,1,2,54.99,109.98
O001160,S0018290,U007797,2021-01-03,38,7,2,1,1,16.99,16.99
O001161,S0018292,U007798,2020-11-25,9,2,1,1,1,21.59,21.59
O001161,S0018292,U007798,2020-11-25,15,2,1,1,2,21.24,42.48
O001162,S0018296,U007799,2020-12-15,17,3,1,7,1,17.99,17.99
O001162,S0018296,U007799,2020-12-15,5,3,1,7,1,54.99,54.99
O001163,S0018313,U007806,2020-11-12,33,1,1,5,1,44.99,44.99
O001163,S0018313,U007806,2020-11-12,19,1,1,5,1,29.99,29.99
O001163,S0018313,U007806,2020-11-12,31,1,1,5,1,29.99,29.99
O001164,S0018332,U007811,2020-11-27,2,1,2,2,1,23.79,23.79
O001164,S0018332,U007811,2020-11-27,15,1,2,2,2,19.99,39.98
O001165,S0018338,U007814,2020-11-22,27,1,2,1,1,8.99,8.99
O001166,S0018344,U007818,2021-01-06,34,1,2,3,2,21.99,43.98
O001167,S0018351,U007822,2020-11-23,6,2,2,3,1,49.99,49.99
O001168,S0018362,U007827,2021-01-09,32,2,1,1,1,19.99,19.99
O001169,S0018371,U007831,2020-12-02,12,2,2,1,1,53.99,53.99
O001169,S0018371,U007831,2020-12-02,16,2,2,1,2,28.04,56.08
O001169,S0018371,U007831,2020-12-02,11,2,2,1,1,16.14,16.14
O001170,S0018385,U007836,2020-12-05,20,2,1,10,1,12.99,12.99
O001170,S0018385,U007836,2020-12-05,1,2,1,10,1,24.99,24.99
O001171,S0018390,U007838,2021-01-03,18,1,1,2,1,18.99,18.99
O001172,S0018400,U007842,2020-12-05,36,3,1,1,1,20.99,20.99
O001172,S0018400,U007842,2020-12-05,37,3,1,1,1,24.99,24.99
O001172,S0018400,U007842,2020-12-05,4,3,1,1,1,25.99,25.99
O001172,S0018400,U007842,2020-12-05,11,3,1,1,1,18.99,18.99
O001173,S0018423,U007852,2020-11-27,1,4,1,1,2,21.24,42.48
O001173,S0018423,U007852,2020-11-27,14,4,1,1,1,14.44,14.44
O001174,S0018425,U007853,2020-11-16,20,4,2,1,1,12.99,12.99
O001174,S0018425,U007853,2020-11-16,40,4,2,1,1,28.99,28.99
O001174,S0018425,U007853,2020-11-16,4,4,2,1,2,25.99,51.98
O001175,S0018445,U007861,2020-12-25,7,4,1,1,1,79.99,79.99
O001175,S0018445,U007861,2020-12-25,15,4,1,1,1,24.99,24.99
O001176,S0018450,U007864,2020-12-06,18,2,1,6,1,18.99,18.99
O001176,S0018450,U007864,2020-12-06,6,2,1,6,1,49.99,49.99
O001177,S0018462,U007868,2020-12-02,1,3,1,1,1,21.24,21.24
O001178,S0018465,U007869,2021-01-05,5,3,2,3,1,54.99,54.99
O001179,S0018477,U007873,2020-12-13,35,1,2,1,2,19.99,39.98
O001180,S0018479,U007873,2020-12-17,5,1,2,1,1,54.99,54.99
O001180,S0018479,U007873,2020-12-17,4,1,2,1,1,25.99,25.99
O001181,S0018497,U007881,2021-01-13,23,3,1,1,1,19.99,19.99
O001181,S0018497,U007881,2021-01-13,36,3,1,1,1,20.99,20.99
O001182,S0018518,U007890,2021-01-04,35,2,2,1,1,19.99,19.99
O001182,S0018518,U007890,2021-01-04,20,2,2,1,1,12.99,12.99
O001182,S0018518,U007890,2021-01-04,10,2,2,1,1,14.99,14.99
O001183,S0018539,U007899,2021-01-07,12,3,3,9,1,59.99,59.99
O001184,S0018543,U007901,2020-12-05,34,2,2,2,1,21.99,21.99
O001185,S0018616,U007936,2020-12-13,25,1,2,1,1,6.99,6.99
O001185,S0018616,U007936,2020-12-13,4,1,2,1,1,23.39,23.39
O001185,S0018616,U007936,2020-12-13,26,1,2,1,1,7.99,7.99
O001186,S0018626,U007939,2020-12-14,32,1,1,6,1,19.99,19.99
O001186,S0018626,U007939,2020-12-14,15,1,1,6,1,24.99,24.99
O001186,S0018626,U007939,2020-12-14,14,1,1,6,1,16.99,16.99
O001187,S0018634,U007942,2021-01-22,25,3,2,7,1,6.99,6.99
O001187,S0018634,U007942,2021-01-22,37,3,2,7,1,24.99,24.99
O001187,S0018634,U007942,2021-01-22,19,3,2,7,1,29.99,29.99
O001188,S0018663,U007954,2020-12-11,5,2,1,4,2,54.99,109.98
O001189,S0018712,U007972,2020-11-25,40,7,3,1,1,24.64,24.64
O001189,S0018712,U007972,2020-11-25,36,7,3,1,1,17.84,17.84
O001190,S0018715,U007972,2020-12-01,40,2,1,1,1,24.64,24.64
O001191,S0018741,U007984,2020-11-13,42,1,2,1,1,12.99,12.99
O001191,S0018741,U007984,2020-11-13,1,1,2,1,1,24.99,24.99
O001192,S0018745,U007987,2020-11-22,12,6,1,7,2,59.99,119.98
O001192,S0018745,U007987,2020-11-22,24,6,1,7,1,14.99,14.99
O001193,S0018761,U007993,2021-01-27,26,3,1,1,1,7.99,7.99
O001194,S0018766,U007995,2020-12-18,1,1,2,1,1,24.99,24.99
O001194,S0018766,U007995,2020-12-18,23,1,2,1,2,19.99,39.98
O001195,S0018780,U008001,2020-11-26,31,6,2,1,1,25.49,25.49
O001196,S0018833,U008021,2021-01-31,12,1,1,1,1,59.99,59.99
O001196,S0018833,U008021,2021-01-31,36,1,1,1,1,20.99,20.99
O001197,S0018854,U008032,2020-12-08,1,6,2,2,1,22.49,22.49
O001198,S0018861,U008035,2021-01-31,17,2,2,1,1,17.99,17.99
O001199,S0018862,U008036,2020-12-20,24,3,1,3,1,13.49,13.49
O001199,S0018862,U008036,2020-12-20,14,3,1,3,1,16.99,16.99
O001199,S0018862,U008036,2020-12-20,1,3,1,3,2,22.49,44.98
O001200,S0018872,U008040,2021-01-06,17,2,2,1,1,17.99,17.99
O001201,S0018875,U008041,2020-12-21,21,2,1,1,2,21.99,43.98
O001201,S0018875,U008041,2020-12-21,3,2,1,1,1,26.99,26.99
O001202,S0018890,U008048,2020-11-27,41,2,1,1,1,12.79,12.79
O001203,S0018962,U008078,2021-01-14,32,1,2,1,1,19.99,19.99
O001204,S0018981,U008087,2020-11-27,37,3,2,1,1,19.99,19.99
O001204,S0018981,U008087,2020-11-27,30,3,2,1,1,21.24,21.24
O001205,S0019006,U008098,2020-12-03,17,1,2,1,1,14.39,14.39
O001206,S0019057,U008121,2020-12-29,22,2,1,10,1,9.99,9.99
O001206,S0019057,U008121,2020-12-29,1,2,1,10,2,24.99,49.98
O001207,S0019061,U008123,2020-12-30,35,1,1,4,1,19.99,19.99
O001207,S0019061,U008123,2020-12-30,17,1,1,4,2,17.99,35.98
O001208,S0019072,U008127,2021-01-05,3,2,1,3,1,26.99,26.99
O001209,S0019085,U008133,2020-12-23,3,1,1,5,1,24.29,24.29
O001209,S0019085,U008133,2020-12-23,39,1,1,5,1,11.99,11.99
O001209,S0019085,U008133,2020-12-23,20,1,1,5,1,11.69,11.69
O001210,S0019109,U008140,2021-01-16,27,6,1,1,1,8.99,8.99
O001210,S0019109,U008140,2021-01-16,1,6,1,1,2,24.99,49.98
O001211,S0019116,U008143,2020-11-22,9,3,2,4,2,23.99,47.98
O001211,S0019116,U008143,2020-11-22,36,3,2,4,1,20.99,20.99
O001212,S0019130,U008148,2020-12-22,33,1,2,5,1,44.99,44.99
O001213,S0019177,U008166,2020-12-03,12,3,2,7,1,50.99,50.99
O001213,S0019177,U008166,2020-12-03,30,3,2,7,2,21.24,42.48
O001213,S0019177,U008166,2020-12-03,29,3,2,7,1,9.34,9.34
O001214,S0019180,U008166,2020-12-14,4,4,2,7,1,25.99,25.99
O001214,S0019180,U008166,2020-12-14,33,4,2,7,1,44.99,44.99
O001214,S0019180,U008166,2020-12-14,40,4,2,7,1,28.99,28.99
O001215,S0019195,U008172,2020-11-28,2,3,2,2,2,23.79,47.58
O001216,S0019197,U008172,2020-12-12,8,2,2,2,1,20.69,20.69
O001217,S0019198,U008172,2020-12-21,37,1,2,2,2,24.99,49.98
O001218,S0019224,U008184,2021-01-08,27,1,2,1,1,8.99,8.99
O001219,S0019231,U008188,2020-11-18,2,4,2,3,1,27.99,27.99
O001219,S0019231,U008188,2020-11-18,41,4,2,3,1,15.99,15.99
O001220,S0019240,U008192,2020-12-01,22,4,1,3,1,7.99,7.99
O001221,S0019247,U008194,2020-12-13,10,1,2,1,2,13.49,26.98
O001221,S0019247,U008194,2020-12-13,17,1,2,1,1,17.99,17.99
O001222,S0019260,U008198,2020-12-16,34,1,1,3,1,21.99,21.99
O001222,S0019260,U008198,2020-12-16,10,1,1,3,2,14.99,29.98
O001223,S0019263,U008199,2020-12-10,4,2,2,10,1,25.99,25.99
O001223,S0019263,U008199,2020-12-10,14,2,2,10,1,16.99,16.99
O001223,S0019263,U008199,2020-12-10,24,2,2,10,1,13.49,13.49
O001224,S0019267,U008200,2020-12-22,12,6,1,1,1,59.99,59.99
O001225,S0019269,U008201,2020-11-25,34,1,1,1,1,18.69,18.69
O001225,S0019269,U008201,2020-11-25,14,1,1,1,1,13.59,13.59
O001226,S0019344,U008229,2020-11-27,2,1,2,1,1,22.39,22.39
O001227,S0019362,U008239,2021-01-04,12,1,2,7,1,59.99,59.99
O001228,S0019475,U008286,2020-12-20,12,6,2,8,1,59.99,59.99
O001228,S0019475,U008286,2020-12-20,5,6,2,8,2,54.99,109.98
O001228,S0019475,U008286,2020-12-20,1,6,2,8,1,24.99,24.99
O001229,S0019480,U008287,2020-12-18,40,2,1,1,1,28.99,28.99
O001229,S0019480,U008287,2020-12-18,26,2,1,1,1,7.19,7.19
O001230,S0019501,U008297,2020-11-26,40,2,2,1,1,26.09,26.09
O001231,S0019504,U008299,2020-12-16,20,3,3,1,1,12.99,12.99
O001231,S0019504,U008299,2020-12-16,24,3,3,1,1,14.99,14.99
O001232,S0019518,U008303,2020-11-15,7,2,2,10,1,79.99,79.99
O001233,S0019582,U008328,2020-11-24,26,6,2,2,2,6.39,12.78
O001233,S0019582,U008328,2020-11-24,25,6,2,2,1,5.59,5.59
O001234,S0019606,U008340,2020-12-09,1,1,1,1,1,24.99,24.99
O001234,S0019606,U008340,2020-12-09,17,1,1,1,2,17.99,35.98
O001234,S0019606,U008340,2020-12-09,5,1,1,1,1,49.49,49.49
O001234,S0019606,U008340,2020-12-09,36,1,1,1,1,20.99,20.99
O001235,S0019613,U008342,2020-12-21,21,2,2,4,1,21.99,21.99
O001235,S0019613,U008342,2020-12-21,24,2,2,4,1,14.99,14.99
O001236,S0019633,U008349,2020-12-02,15,1,2,10,1,21.24,21.24
O001237,S0019669,U008360,2020-12-10,19,3,3,1,1,29.99,29.99
O001237,S0019669,U008360,2020-12-10,34,3,3,1,1,21.99,21.99
O001238,S0019685,U008366,2020-12-07,1,1,2,5,1,24.99,24.99
O001238,S0019685,U008366,2020-12-07,12,1,2,5,2,59.99,119.98
O001239,S0019713,U008380,2021-01-15,34,1,2,8,1,21.99,21.99
O001240,S0019732,U008387,2020-12-06,11,1,1,1,1,17.09,17.09
O001241,S0019752,U008395,2021-01-15,6,1,2,1,1,49.99,49.99
O001241,S0019752,U008395,2021-01-15,13,1,2,1,1,74.99,74.99
O001242,S0019756,U008396,2020-11-30,5,3,2,5,2,49.49,98.98
O001242,S0019756,U008396,2020-11-30,42,3,2,5,1,11.69,11.69
O001242,S0019756,U008396,2020-11-30,27,3,2,5,1,8.09,8.09
O001243,S0019798,U008412,2021-01-02,3,3,2,1,1,26.99,26.99
O001244,S0019802,U008414,2020-11-17,39,2,1,1,1,11.99,11.99
O001245,S0019829,U008424,2020-12-30,6,1,1,1,1,49.99,49.99
O001246,S0019837,U008428,2020-12-01,30,2,1,1,1,21.24,21.24
O001246,S0019837,U008428,2020-12-01,2,2,1,1,1,23.79,23.79
O001246,S0019837,U008428,2020-12-01,14,2,1,1,1,13.59,13.59
O001247,S0019861,U008437,2020-11-29,11,1,2,1,1,17.09,17.09
O001247,S0019861,U008437,2020-11-29,40,1,2,1,1,26.09,26.09
O001248,S0019894,U008450,2020-11-19,36,1,1,3,1,20.99,20.99
O001249,S0019898,U008451,2020-12-14,34,4,2,1,1,21.99,21.99
O001250,S0019902,U008453,2020-11-18,5,3,1,1,1,54.99,54.99
O001251,S0019903,U008453,2020-11-19,23,3,2,1,1,19.99,19.99
O001251,S0019903,U008453,2020-11-19,17,3,2,1,1,17.99,17.99
O001252,S0019918,U008460,2020-11-14,40,2,2,4,1,28.99,28.99
O001253,S0019953,U008476,2020-11-27,25,1,2,1,1,5.59,5.59
O001254,S0019975,U008483,2020-12-05,15,3,1,8,1,24.99,24.99
O001254,S0019975,U008483,2020-12-05,32,3,1,8,1,19.99,19.99
O001255,S0020038,U008513,2020-12-09,41,1,1,1,1,15.99,15.99
O001255,S0020038,U008513,2020-12-09,14,1,1,1,1,16.99,16.99
O001256,S0020046,U008516,2020-12-03,8,1,1,1,2,20.69,41.38
O001257,S0020055,U008519,2020-12-19,26,3,2,10,1,7.19,7.19
O001258,S0020063,U008522,2020-12-25,29,1,2,1,1,10.99,10.99
O001258,S0020063,U008522,2020-12-25,10,1,2,1,2,14.99,29.98
O001258,S0020063,U008522,2020-12-25,15,1,2,1,1,24.99,24.99
O001259,S0020109,U008541,2021-01-27,14,2,2,5,1,16.99,16.99
O001260,S0020116,U008546,2020-11-23,20,2,3,10,2,12.99,25.98
O001260,S0020116,U008546,2020-11-23,8,2,3,10,1,22.99,22.99
O001261,S0020123,U008549,2021-01-29,10,3,2,4,1,14.99,14.99
O001261,S0020123,U008549,2021-01-29,29,3,2,4,1,10.99,10.99
O001262,S0020159,U008561,2020-12-10,8,6,1,10,1,22.99,22.99
O001263,S0020175,U008567,2021-01-11,2,2,1,4,1,27.99,27.99
O001264,S0020193,U008577,2020-12-06,20,4,1,6,1,12.99,12.99
O001265,S0020211,U008584,2020-11-23,6,2,2,1,2,49.99,99.98
O001265,S0020211,U008584,2020-11-23,34,2,2,1,1,21.99,21.99
O001265,S0020211,U008584,2020-11-23,11,2,2,1,1,18.99,18.99
O001266,S0020212,U008585,2020-12-27,23,3,2,10,1,19.99,19.99
O001266,S0020212,U008585,2020-12-27,37,3,2,10,1,24.99,24.99
O001267,S0020225,U008591,2020-12-22,40,3,2,1,1,28.99,28.99
O001267,S0020225,U008591,2020-12-22,29,3,2,1,1,10.99,10.99
O001268,S0020232,U008595,2020-12-15,5,2,2,1,1,54.99,54.99
O001268,S0020232,U008595,2020-12-15,14,2,2,1,1,16.99,16.99
O001269,S0020264,U008610,2020-12-24,8,6,2,1,1,22.99,22.99
O001269,S0020264,U008610,2020-12-24,28,6,2,1,2,9.99,19.98
O001270,S0020286,U008619,2020-12-13,40,1,3,1,2,28.99,57.98
O001271,S0020291,U008621,2020-11-28,34,2,2,1,2,18.69,37.38
O001271,S0020291,U008621,2020-11-28,40,2,2,1,1,24.64,24.64
O001272,S0020320,U008634,2020-12-06,4,3,2,1,1,25.99,25.99
O001272,S0020320,U008634,2020-12-06,42,3,2,1,1,12.99,12.99
O001273,S0020321,U008634,2020-12-07,37,2,2,1,1,24.99,24.99
O001274,S0020329,U008638,2020-11-27,15,6,2,10,2,21.24,42.48
O001274,S0020329,U008638,2020-11-27,13,6,2,10,1,63.74,63.74
O001275,S0020349,U008645,2020-11-16,24,4,2,8,2,14.99,29.98
O001275,S0020349,U008645,2020-11-16,16,4,2,8,1,32.99,32.99
O001276,S0020357,U008649,2020-12-18,5,2,2,1,1,54.99,54.99
