session_id,user_id,session_date,channel_id,device_id,geo_id,source,medium,is_new_user,engaged_session,engagement_seconds,pageviews,view_item,add_to_cart,begin_checkout,purchase,order_id,session_revenue
S0000744,U000318,2020-12-15,1,1,1,google,organic,1,0,92,4,1,0,0,0,,0.0
S0000745,U000318,2020-12-19,2,1,1,(direct),(none),0,1,187,13,1,1,0,0,,0.0
S0000746,U000318,2020-12-21,1,1,1,google,organic,0,0,22,2,0,0,0,0,,0.0
S0000747,U000318,2020-12-22,6,1,1,newsletter,email,0,1,105,7,1,0,0,0,,0.0
S0000748,U000319,2021-01-07,1,1,9,google,organic,1,1,57,7,0,0,0,0,,0.0
S0000749,U000319,2021-01-08,1,1,9,bing,organic,0,0,44,2,1,0,0,0,,0.0
S0000750,U000319,2021-01-09,2,1,9,(direct),(none),0,0,106,4,1,0,0,0,,0.0
S0000751,U000319,2021-01-10,2,1,9,(direct),(none),0,0,49,5,1,0,0,0,,0.0
S0000752,U000319,2021-01-11,3,1,9,bing,cpc,0,1,59,7,1,0,0,0,,0.0
S0000753,U000320,2021-01-22,5,2,1,google,display,1,1,303,8,1,1,0,0,,0.0
S0000754,U000321,2020-12-30,1,1,1,google,organic,1,1,211,5,1,0,0,0,,0.0
S0000755,U000322,2021-01-20,4,1,4,other-referral,referral,1,1,152,4,1,0,0,0,,0.0
S0000756,U000322,2021-01-21,6,1,4,newsletter,email,0,1,125,5,0,0,0,0,,0.0
S0000757,U000323,2020-12-09,1,1,2,google,organic,1,1,155,6,1,0,0,0,,0.0
S0000758,U000323,2020-12-11,1,1,2,google,organic,0,1,70,7,1,0,0,0,,0.0
S0000759,U000323,2020-12-14,3,1,2,google,cpc,0,1,117,9,1,1,0,0,,0.0
S0000760,U000324,2020-12-18,4,2,6,partner-site,referral,1,1,141,8,1,1,0,0,,0.0
S0000761,U000324,2020-12-19,2,1,6,(direct),(none),0,0,53,3,0,0,0,0,,0.0
S0000762,U000324,2020-12-20,3,1,6,google,cpc,0,1,322,6,1,1,1,1,O000043,21.99
S0000763,U000324,2020-12-22,3,1,6,google,cpc,0,1,341,14,1,1,1,1,O000044,25.99
S0000764,U000324,2020-12-23,1,1,6,google,organic,0,1,218,13,1,1,1,0,,0.0
S0000765,U000324,2020-12-24,2,1,6,(direct),(none),0,0,65,4,1,0,0,0,,0.0
S0000766,U000325,2020-11-24,5,2,1,dv360,display,1,1,141,4,0,0,0,0,,0.0
S0000767,U000325,2020-11-30,1,2,1,bing,organic,0,1,178,8,1,0,0,0,,0.0
S0000768,U000325,2020-12-04,1,2,1,google,organic,0,1,93,6,0,0,0,0,,0.0
S0000769,U000325,2020-12-06,2,1,1,(direct),(none),0,1,228,6,1,0,0,0,,0.0
S0000770,U000326,2020-11-28,2,2,10,(direct),(none),1,1,339,5,1,1,1,1,O000045,27.18
S0000771,U000327,2020-12-17,1,1,1,google,organic,1,0,58,3,0,0,0,0,,0.0
S0000772,U000327,2020-12-18,1,1,1,google,organic,0,1,148,3,1,0,0,0,,0.0
S0000773,U000328,2020-12-21,2,1,1,(direct),(none),1,1,209,3,0,0,0,0,,0.0
S0000774,U000328,2020-12-25,3,2,1,google,cpc,0,0,45,4,1,0,0,0,,0.0
S0000775,U000329,2020-12-16,2,1,5,(direct),(none),1,1,185,5,1,0,0,0,,0.0
S0000776,U000329,2020-12-18,2,1,5,(direct),(none),0,1,90,6,1,1,0,0,,0.0
S0000777,U000329,2020-12-21,3,1,5,google,cpc,0,1,188,7,1,0,0,0,,0.0
S0000778,U000330,2020-12-25,1,3,1,google,organic,1,0,93,4,1,0,0,0,,0.0
S0000779,U000330,2020-12-30,1,3,1,google,organic,0,0,104,2,1,0,0,0,,0.0
S0000780,U000330,2021-01-01,3,3,1,google,cpc,0,1,177,3,0,0,0,0,,0.0
S0000781,U000331,2020-11-06,3,1,1,google,cpc,1,1,176,2,1,0,0,0,,0.0
S0000782,U000331,2020-11-20,2,1,1,(direct),(none),0,0,98,3,1,0,0,0,,0.0
S0000783,U000331,2020-11-24,1,1,1,google,organic,0,1,244,6,0,0,0,0,,0.0
S0000784,U000332,2021-01-22,5,2,1,google,display,1,0,73,5,1,0,0,0,,0.0
S0000785,U000332,2021-01-23,4,3,1,partner-site,referral,0,0,33,1,0,0,0,0,,0.0
S0000786,U000333,2020-11-21,2,2,1,(direct),(none),1,1,72,12,1,0,0,0,,0.0
S0000787,U000333,2020-11-22,7,2,1,facebook,social,0,0,75,3,1,0,0,0,,0.0
S0000788,U000334,2021-01-09,1,2,1,bing,organic,1,1,192,8,1,1,0,0,,0.0
S0000789,U000335,2020-11-25,3,1,1,google,cpc,1,0,77,5,1,0,0,0,,0.0
S0000790,U000335,2020-11-29,3,2,1,google,cpc,0,1,343,4,1,1,1,0,,0.0
S0000791,U000336,2020-12-24,3,1,1,google,cpc,1,0,60,4,1,0,0,0,,0.0
S0000792,U000337,2021-01-09,3,1,9,google,cpc,1,0,51,4,0,0,0,0,,0.0
S0000793,U000337,2021-01-10,1,1,9,google,organic,0,1,66,7,1,0,0,0,,0.0
S0000794,U000337,2021-01-11,1,1,9,google,organic,0,1,193,4,1,0,0,0,,0.0
S0000795,U000338,2021-01-02,1,1,1,google,organic,1,1,168,10,1,0,0,0,,0.0
S0000796,U000338,2021-01-03,1,2,1,yahoo,organic,0,0,117,1,0,0,0,0,,0.0
S0000797,U000339,2020-11-27,2,1,1,(direct),(none),1,1,81,8,1,0,0,0,,0.0
S0000798,U000339,2020-12-01,1,1,1,google,organic,0,1,214,5,0,0,0,0,,0.0
S0000799,U000339,2020-12-02,1,1,1,google,organic,0,1,133,8,1,1,0,0,,0.0
S0000800,U000340,2020-12-28,3,1,1,google,cpc,1,1,165,3,1,0,0,0,,0.0
S0000801,U000340,2020-12-29,3,2,1,bing,cpc,0,1,246,9,1,1,1,0,,0.0
S0000802,U000341,2020-11-28,4,1,1,google.com,referral,1,0,105,3,0,0,0,0,,0.0
S0000803,U000341,2020-12-01,2,1,1,(direct),(none),0,1,193,7,1,0,0,0,,0.0
S0000804,U000341,2020-12-02,7,1,1,facebook,social,0,1,136,1,1,0,0,0,,0.0
S0000805,U000342,2021-01-31,3,3,1,google,cpc,1,0,46,3,0,0,0,0,,0.0
S0000806,U000342,2021-01-31,7,3,1,twitter,social,0,1,112,6,1,0,0,0,,0.0
S0000807,U000343,2020-12-18,2,2,6,(direct),(none),1,0,112,4,1,0,0,0,,0.0
S0000808,U000343,2020-12-20,1,2,6,google,organic,0,1,366,3,1,0,0,0,,0.0
S0000809,U000344,2021-01-29,2,1,10,(direct),(none),1,0,92,4,0,0,0,0,,0.0
S0000810,U000345,2021-01-17,2,2,1,(direct),(none),1,1,101,7,1,0,0,0,,0.0
S0000811,U000345,2021-01-19,1,1,1,google,organic,0,1,212,3,1,0,0,0,,0.0
S0000812,U000346,2021-01-09,1,1,5,google,organic,1,0,46,1,0,0,0,0,,0.0
S0000813,U000347,2020-11-10,2,2,1,(direct),(none),1,0,28,3,0,0,0,0,,0.0
S0000814,U000347,2020-11-12,1,2,1,google,organic,0,0,57,5,0,0,0,0,,0.0
S0000815,U000347,2020-11-13,2,2,1,(direct),(none),0,1,345,10,1,1,1,0,,0.0
S0000816,U000347,2020-11-18,1,2,1,google,organic,0,1,37,6,0,0,0,0,,0.0
S0000817,U000347,2020-11-20,1,2,1,google,organic,0,1,131,3,1,0,0,0,,0.0
S0000818,U000348,2020-11-23,5,1,4,dv360,display,1,1,59,7,0,0,0,0,,0.0
S0000819,U000349,2020-12-08,6,1,1,promo,email,1,0,59,3,1,0,0,0,,0.0
S0000820,U000349,2020-12-11,7,1,1,instagram,social,0,0,70,1,0,0,0,0,,0.0
S0000821,U000350,2021-01-30,3,2,5,google,cpc,1,0,37,2,0,0,0,0,,0.0
S0000822,U000351,2021-01-11,1,1,4,google,organic,1,0,65,4,1,0,0,0,,0.0
S0000823,U000351,2021-01-12,1,2,4,google,organic,0,1,328,4,1,1,1,0,,0.0
S0000824,U000351,2021-01-13,7,2,4,youtube,social,0,1,130,6,1,0,0,0,,0.0
S0000825,U000351,2021-01-14,1,2,4,google,organic,0,1,109,8,0,0,0,0,,0.0
S0000826,U000352,2020-11-18,2,1,1,(direct),(none),1,1,334,13,1,1,1,1,O000046,8.99
S0000827,U000353,2021-01-17,4,2,1,youtube.com,referral,1,1,90,6,1,0,0,0,,0.0
S0000828,U000353,2021-01-18,1,1,1,google,organic,0,1,480,5,1,1,1,1,O000047,94.97
S0000829,U000353,2021-01-19,2,1,1,(direct),(none),0,1,103,8,1,0,0,0,,0.0
S0000830,U000353,2021-01-20,7,2,1,twitter,social,0,1,230,7,1,0,0,0,,0.0
S0000831,U000353,2021-01-22,3,2,1,bing,cpc,0,1,97,8,1,0,0,0,,0.0
S0000832,U000354,2021-01-08,1,1,1,google,organic,1,1,166,3,1,0,0,0,,0.0
S0000833,U000354,2021-01-11,1,1,1,google,organic,0,1,103,6,1,0,0,0,,0.0
S0000834,U000355,2020-11-30,1,2,1,google,organic,1,0,28,4,0,0,0,0,,0.0
S0000835,U000356,2021-01-03,1,1,1,google,organic,1,0,68,3,1,0,0,0,,0.0
S0000836,U000356,2021-01-09,2,2,1,(direct),(none),0,0,70,3,0,0,0,0,,0.0
S0000837,U000357,2020-11-18,3,2,7,google,cpc,1,1,209,6,1,0,0,0,,0.0
S0000838,U000357,2020-11-19,2,2,7,(direct),(none),0,1,214,5,1,0,0,0,,0.0
S0000839,U000357,2020-11-21,3,2,7,google,cpc,0,0,99,3,1,0,0,0,,0.0
S0000840,U000357,2020-11-23,4,2,7,partner-site,referral,0,0,31,2,0,0,0,0,,0.0
S0000841,U000358,2020-12-12,4,1,2,other-referral,referral,1,0,84,5,1,0,0,0,,0.0
S0000842,U000358,2020-12-14,2,1,2,(direct),(none),0,1,193,1,0,0,0,0,,0.0
S0000843,U000359,2020-12-27,1,1,1,bing,organic,1,0,80,3,0,0,0,0,,0.0
S0000844,U000359,2021-01-02,7,1,1,instagram,social,0,1,126,11,1,0,0,0,,0.0
S0000845,U000360,2020-12-29,4,2,1,youtube.com,referral,1,0,69,1,0,0,0,0,,0.0
S0000846,U000361,2021-01-16,5,3,1,google,display,1,0,82,3,1,0,0,0,,0.0
S0000847,U000361,2021-01-18,5,3,1,google,display,0,1,81,6,0,0,0,0,,0.0
S0000848,U000362,2020-12-01,6,1,2,newsletter,email,1,1,263,8,1,1,1,0,,0.0
S0000849,U000362,2020-12-18,3,1,2,google,cpc,0,1,173,2,1,0,0,0,,0.0
S0000850,U000363,2020-11-14,1,1,1,google,organic,1,0,42,3,0,0,0,0,,0.0
S0000851,U000364,2021-01-26,1,1,3,google,organic,1,0,32,4,0,0,0,0,,0.0
S0000852,U000364,2021-01-27,6,1,3,newsletter,email,0,1,93,8,1,0,0,0,,0.0
S0000853,U000364,2021-01-29,4,1,3,partner-site,referral,0,1,151,3,0,0,0,0,,0.0
S0000854,U000365,2020-12-02,4,2,1,youtube.com,referral,1,1,73,8,1,0,0,0,,0.0
S0000855,U000365,2020-12-07,3,2,1,google,cpc,0,1,126,10,1,1,0,0,,0.0
S0000856,U000365,2020-12-12,1,2,1,bing,organic,0,1,149,8,1,1,0,0,,0.0
S0000857,U000366,2020-12-11,2,1,1,(direct),(none),1,1,164,4,1,0,0,0,,0.0
S0000858,U000366,2020-12-13,3,1,1,bing,cpc,0,1,69,10,0,0,0,0,,0.0
S0000859,U000367,2020-11-24,2,1,1,(direct),(none),1,1,281,9,1,0,0,0,,0.0
S0000860,U000367,2020-11-25,1,2,1,google,organic,0,0,17,4,0,0,0,0,,0.0
S0000861,U000367,2020-12-05,1,2,1,google,organic,0,1,138,3,1,0,0,0,,0.0
S0000862,U000367,2020-12-06,3,2,1,google,cpc,0,1,146,1,0,0,0,0,,0.0
S0000863,U000368,2020-12-03,1,1,10,bing,organic,1,0,50,1,0,0,0,0,,0.0
S0000864,U000369,2021-01-01,3,1,10,google,cpc,1,0,61,2,0,0,0,0,,0.0
S0000865,U000369,2021-01-02,7,1,10,instagram,social,0,1,336,11,1,1,1,1,O000048,12.99
S0000866,U000369,2021-01-05,4,1,10,other-referral,referral,0,1,79,8,1,0,0,0,,0.0
S0000867,U000369,2021-01-06,2,1,10,(direct),(none),0,1,57,6,1,0,0,0,,0.0
S0000868,U000370,2020-12-20,5,1,1,google,display,1,1,77,6,1,0,0,0,,0.0
S0000869,U000370,2020-12-21,1,1,1,google,organic,0,1,140,6,1,0,0,0,,0.0
S0000870,U000371,2021-01-09,1,1,1,google,organic,1,1,78,7,1,0,0,0,,0.0
S0000871,U000371,2021-01-12,3,1,1,google,cpc,0,1,214,7,1,1,1,0,,0.0
S0000872,U000371,2021-01-13,4,1,1,partner-site,referral,0,1,30,6,0,0,0,0,,0.0
S0000873,U000371,2021-01-14,4,1,1,other-referral,referral,0,1,58,8,1,0,0,0,,0.0
S0000874,U000372,2020-12-10,2,1,6,(direct),(none),1,1,207,1,0,0,0,0,,0.0
S0000875,U000372,2020-12-13,4,1,6,youtube.com,referral,0,1,144,4,1,0,0,0,,0.0
S0000876,U000372,2020-12-18,2,1,6,(direct),(none),0,1,238,4,1,1,0,0,,0.0
S0000877,U000372,2020-12-22,4,1,6,partner-site,referral,0,0,112,2,0,0,0,0,,0.0
S0000878,U000373,2020-12-07,2,1,1,(direct),(none),1,1,244,11,1,1,1,0,,0.0
S0000879,U000373,2020-12-08,3,2,1,google,cpc,0,1,176,3,0,0,0,0,,0.0
S0000880,U000374,2020-12-17,1,2,1,google,organic,1,1,151,3,1,0,0,0,,0.0
S0000881,U000374,2020-12-18,1,2,1,google,organic,0,0,62,3,1,0,0,0,,0.0
S0000882,U000374,2020-12-20,6,1,1,newsletter,email,0,1,206,3,1,1,1,0,,0.0
S0000883,U000374,2020-12-21,2,2,1,(direct),(none),0,1,155,16,1,1,0,0,,0.0
S0000884,U000375,2020-12-22,7,2,5,instagram,social,1,0,41,4,0,0,0,0,,0.0
S0000885,U000376,2021-01-17,3,2,5,google,cpc,1,1,441,11,1,0,0,0,,0.0
S0000886,U000377,2020-12-14,1,1,1,google,organic,1,0,43,1,1,0,0,0,,0.0
S0000887,U000377,2020-12-15,1,1,1,google,organic,0,1,285,10,1,1,1,1,O000049,23.98
S0000888,U000377,2020-12-16,3,1,1,bing,cpc,0,0,84,3,0,0,0,0,,0.0
S0000889,U000377,2020-12-17,1,1,1,bing,organic,0,1,264,9,1,1,0,0,,0.0
S0000890,U000378,2020-11-06,3,2,3,google,cpc,1,1,426,11,1,1,1,1,O000050,10.99
S0000891,U000378,2020-11-10,3,2,3,bing,cpc,0,0,28,4,0,0,0,0,,0.0
S0000892,U000379,2020-11-20,5,1,1,dv360,display,1,0,36,1,0,0,0,0,,0.0
S0000893,U000379,2020-11-26,6,1,1,promo,email,0,0,42,4,0,0,0,0,,0.0
S0000894,U000380,2020-11-27,7,1,8,twitter,social,1,0,20,4,0,0,0,0,,0.0
S0000895,U000380,2020-12-01,2,1,8,(direct),(none),0,0,77,2,0,0,0,0,,0.0
S0000896,U000380,2020-12-04,1,1,8,google,organic,0,1,83,7,1,0,0,0,,0.0
S0000897,U000380,2020-12-09,3,1,8,google,cpc,0,0,116,5,1,0,0,0,,0.0
S0000898,U000381,2020-11-27,2,2,1,(direct),(none),1,1,120,4,1,0,0,0,,0.0
S0000899,U000381,2020-11-29,5,2,1,google,display,0,1,206,3,1,0,0,0,,0.0
S0000900,U000382,2020-12-19,1,2,3,google,organic,1,1,140,7,1,1,0,0,,0.0
S0000901,U000382,2020-12-20,3,2,3,google,cpc,0,1,215,9,1,1,0,0,,0.0
S0000902,U000382,2020-12-23,1,2,3,yahoo,organic,0,0,64,5,1,0,0,0,,0.0
S0000903,U000382,2020-12-24,7,1,3,instagram,social,0,0,103,4,1,0,0,0,,0.0
S0000904,U000383,2020-12-02,1,1,1,google,organic,1,0,47,1,0,0,0,0,,0.0
S0000905,U000384,2020-12-03,1,1,1,google,organic,1,1,203,4,0,0,0,0,,0.0
S0000906,U000384,2020-12-06,3,2,1,google,cpc,0,0,19,3,0,0,0,0,,0.0
S0000907,U000385,2020-12-10,7,2,3,youtube,social,1,1,202,9,1,1,0,0,,0.0
S0000908,U000385,2020-12-15,2,2,3,(direct),(none),0,1,319,10,1,1,1,0,,0.0
S0000909,U000386,2020-11-27,3,1,5,google,cpc,1,1,221,3,1,0,0,0,,0.0
S0000910,U000386,2020-11-29,5,1,5,google,display,0,1,316,12,1,1,1,1,O000051,55.67
S0000911,U000386,2020-11-30,2,1,5,(direct),(none),0,0,106,5,0,0,0,0,,0.0
S0000912,U000387,2020-11-21,5,1,1,google,display,1,0,59,4,1,0,0,0,,0.0
S0000913,U000387,2020-11-24,3,1,1,google,cpc,0,1,110,8,1,0,0,0,,0.0
S0000914,U000387,2020-11-26,1,1,1,google,organic,0,1,205,4,0,0,0,0,,0.0
S0000915,U000387,2020-12-06,1,1,1,google,organic,0,1,199,7,1,1,0,0,,0.0
S0000916,U000387,2020-12-07,7,1,1,instagram,social,0,0,69,1,1,0,0,0,,0.0
S0000917,U000388,2020-11-30,1,1,9,google,organic,1,0,96,4,1,0,0,0,,0.0
S0000918,U000388,2020-12-03,3,1,9,google,cpc,0,1,332,7,1,0,0,0,,0.0
S0000919,U000388,2020-12-04,1,1,9,google,organic,0,1,132,1,0,0,0,0,,0.0
S0000920,U000388,2020-12-05,3,1,9,google,cpc,0,0,104,5,1,1,0,0,,0.0
S0000921,U000388,2020-12-06,6,1,9,promo,email,0,0,48,1,0,0,0,0,,0.0
S0000922,U000388,2020-12-08,1,1,9,bing,organic,0,0,12,3,0,0,0,0,,0.0
S0000923,U000389,2020-12-06,3,1,1,google,cpc,1,1,129,9,1,0,0,0,,0.0
S0000924,U000389,2020-12-08,1,1,1,google,organic,0,1,156,6,1,0,0,0,,0.0
S0000925,U000389,2020-12-13,1,1,1,google,organic,0,1,176,3,0,0,0,0,,0.0
S0000926,U000389,2020-12-15,1,1,1,google,organic,0,0,54,2,0,0,0,0,,0.0
S0000927,U000389,2020-12-20,1,1,1,google,organic,0,0,92,2,1,0,0,0,,0.0
S0000928,U000390,2020-12-02,1,1,1,google,organic,1,0,37,5,0,0,0,0,,0.0
S0000929,U000390,2020-12-07,4,1,1,google.com,referral,0,1,207,6,0,0,0,0,,0.0
S0000930,U000391,2021-01-14,1,1,3,google,organic,1,1,134,4,1,0,0,0,,0.0
S0000931,U000391,2021-01-15,1,1,3,bing,organic,0,1,307,3,0,0,0,0,,0.0
S0000932,U000391,2021-01-16,6,1,3,promo,email,0,1,142,7,1,1,0,0,,0.0
S0000933,U000392,2020-12-04,3,2,10,google,cpc,1,0,70,3,1,0,0,0,,0.0
S0000934,U000393,2020-11-21,2,2,1,(direct),(none),1,0,94,5,0,0,0,0,,0.0
S0000935,U000393,2020-11-24,1,2,1,google,organic,0,1,267,17,1,1,1,0,,0.0
S0000936,U000393,2020-11-28,2,2,1,(direct),(none),0,1,141,11,1,1,0,0,,0.0
S0000937,U000394,2021-01-02,1,1,1,google,organic,1,1,89,6,1,0,0,0,,0.0
S0000938,U000394,2021-01-15,1,1,1,google,organic,0,1,197,6,1,0,0,0,,0.0
S0000939,U000395,2020-12-31,1,2,1,google,organic,1,0,102,5,0,0,0,0,,0.0
S0000940,U000396,2020-11-28,3,1,1,google,cpc,1,1,52,8,1,0,0,0,,0.0
S0000941,U000396,2020-11-30,5,1,1,google,display,0,0,43,4,0,0,0,0,,0.0
S0000942,U000397,2020-12-15,1,2,1,google,organic,1,1,219,2,0,0,0,0,,0.0
S0000943,U000398,2020-11-17,7,2,1,instagram,social,1,1,168,7,1,1,1,0,,0.0
S0000944,U000398,2020-11-22,1,2,1,google,organic,0,0,72,5,1,0,0,0,,0.0
S0000945,U000399,2020-12-02,1,1,3,google,organic,1,1,375,15,1,1,1,1,O000052,42.48
S0000946,U000399,2020-12-03,1,1,3,google,organic,0,0,24,3,0,0,0,0,,0.0
S0000947,U000399,2020-12-07,1,1,3,google,organic,0,1,264,2,1,0,0,0,,0.0
S0000948,U000400,2020-12-15,6,3,3,newsletter,email,1,0,118,3,1,0,0,0,,0.0
S0000949,U000400,2020-12-18,7,3,3,facebook,social,0,0,66,4,0,0,0,0,,0.0
S0000950,U000401,2020-12-07,1,1,1,google,organic,1,1,265,6,1,1,0,0,,0.0
S0000951,U000402,2021-01-22,4,1,7,other-referral,referral,1,0,112,4,0,0,0,0,,0.0
S0000952,U000402,2021-01-23,4,1,7,google.com,referral,0,0,78,2,0,0,0,0,,0.0
S0000953,U000402,2021-01-26,2,1,7,(direct),(none),0,1,171,4,0,0,0,0,,0.0
S0000954,U000402,2021-01-27,1,1,7,google,organic,0,0,80,3,1,0,0,0,,0.0
S0000955,U000403,2021-01-06,5,1,9,google,display,1,0,59,2,1,0,0,0,,0.0
S0000956,U000404,2020-12-03,1,1,1,google,organic,1,1,164,5,1,0,0,0,,0.0
S0000957,U000405,2020-12-10,3,1,1,google,cpc,1,0,45,5,1,0,0,0,,0.0
S0000958,U000406,2021-01-30,3,2,1,google,cpc,1,0,81,3,0,0,0,0,,0.0
S0000959,U000407,2020-11-07,2,1,2,(direct),(none),1,1,80,7,1,0,0,0,,0.0
S0000960,U000407,2020-11-09,5,1,2,dv360,display,0,0,59,1,0,0,0,0,,0.0
S0000961,U000408,2020-12-10,3,1,1,google,cpc,1,1,125,6,1,1,0,0,,0.0
S0000962,U000409,2020-12-14,3,2,6,google,cpc,1,0,43,2,0,0,0,0,,0.0
S0000963,U000409,2020-12-17,2,2,6,(direct),(none),0,1,81,6,1,0,0,0,,0.0
S0000964,U000409,2020-12-19,1,2,6,yahoo,organic,0,1,290,10,1,1,1,1,O000053,71.98
S0000965,U000410,2021-01-11,2,1,1,(direct),(none),1,1,156,2,1,0,0,0,,0.0
S0000966,U000410,2021-01-12,6,1,1,promo,email,0,0,101,3,0,0,0,0,,0.0
S0000967,U000410,2021-01-13,1,1,1,google,organic,0,1,183,7,1,1,1,0,,0.0
S0000968,U000411,2020-12-09,1,1,2,google,organic,1,0,44,4,0,0,0,0,,0.0
S0000969,U000412,2020-12-03,3,1,1,google,cpc,1,1,187,6,1,0,0,0,,0.0
S0000970,U000412,2020-12-07,7,1,1,instagram,social,0,1,334,14,1,1,1,1,O000054,26.98
S0000971,U000412,2020-12-10,7,1,1,instagram,social,0,1,143,5,1,0,0,0,,0.0
S0000972,U000412,2020-12-18,5,1,1,google,display,0,0,12,5,0,0,0,0,,0.0
S0000973,U000413,2020-11-26,1,1,1,google,organic,1,0,93,3,0,0,0,0,,0.0
S0000974,U000413,2020-11-29,1,1,1,google,organic,0,0,110,3,1,0,0,0,,0.0
S0000975,U000414,2020-11-16,1,1,1,bing,organic,1,0,104,3,1,0,0,0,,0.0
S0000976,U000414,2020-11-22,7,1,1,twitter,social,0,0,66,1,0,0,0,0,,0.0
S0000977,U000414,2020-11-29,3,1,1,google,cpc,0,1,176,3,0,0,0,0,,0.0
S0000978,U000414,2020-12-04,1,1,1,google,organic,0,1,144,8,1,0,0,0,,0.0
S0000979,U000415,2020-12-05,4,2,1,partner-site,referral,1,1,303,12,1,1,1,1,O000055,56.97
S0000980,U000415,2020-12-15,5,2,1,google,display,0,1,196,6,1,1,1,0,,0.0
S0000981,U000416,2020-11-14,2,2,1,(direct),(none),1,0,30,3,0,0,0,0,,0.0
S0000982,U000416,2020-11-16,2,2,1,(direct),(none),0,1,64,6,1,0,0,0,,0.0
S0000983,U000416,2020-11-21,1,1,1,google,organic,0,0,66,1,1,0,0,0,,0.0
S0000984,U000417,2021-01-07,1,1,1,google,organic,1,1,41,7,1,0,0,0,,0.0
S0000985,U000417,2021-01-10,4,1,1,partner-site,referral,0,0,87,3,1,0,0,0,,0.0
S0000986,U000418,2020-12-02,1,2,9,google,organic,1,0,74,5,1,0,0,0,,0.0
S0000987,U000418,2020-12-06,3,2,9,google,cpc,0,1,279,12,1,1,1,0,,0.0
S0000988,U000418,2020-12-10,1,2,9,google,organic,0,0,72,3,0,0,0,0,,0.0
S0000989,U000418,2020-12-11,3,2,9,google,cpc,0,1,98,9,1,0,0,0,,0.0
S0000990,U000419,2020-12-08,2,1,5,(direct),(none),1,0,27,1,0,0,0,0,,0.0
S0000991,U000419,2020-12-12,1,1,5,google,organic,0,1,203,7,1,1,0,0,,0.0
S0000992,U000419,2020-12-13,1,1,5,google,organic,0,1,173,12,1,1,1,0,,0.0
S0000993,U000420,2020-12-20,7,2,1,instagram,social,1,0,50,3,1,0,0,0,,0.0
S0000994,U000420,2020-12-26,2,2,1,(direct),(none),0,0,119,5,1,0,0,0,,0.0
S0000995,U000421,2021-01-06,1,1,1,google,organic,1,1,148,10,1,0,0,0,,0.0
S0000996,U000422,2020-11-18,6,1,1,promo,email,1,0,60,2,1,0,0,0,,0.0
S0000997,U000423,2020-12-26,3,2,1,google,cpc,1,1,159,2,0,0,0,0,,0.0
S0000998,U000423,2020-12-27,5,2,1,google,display,0,1,106,9,1,0,0,0,,0.0
S0000999,U000423,2020-12-28,1,2,1,google,organic,0,1,368,15,1,1,1,1,O000056,23.99
S0001000,U000424,2020-12-12,5,2,10,dv360,display,1,1,136,6,1,0,0,0,,0.0
S0001001,U000424,2020-12-13,6,2,10,newsletter,email,0,1,254,6,0,0,0,0,,0.0
S0001002,U000424,2020-12-14,2,2,10,(direct),(none),0,1,120,6,1,0,0,0,,0.0
S0001003,U000425,2020-11-27,3,1,7,google,cpc,1,0,93,2,0,0,0,0,,0.0
S0001004,U000425,2020-11-30,7,1,7,facebook,social,0,0,22,4,0,0,0,0,,0.0
S0001005,U000425,2020-12-02,2,1,7,(direct),(none),0,1,99,9,1,1,0,0,,0.0
S0001006,U000426,2020-11-26,1,3,1,google,organic,1,1,226,8,1,0,0,0,,0.0
S0001007,U000426,2020-12-06,6,1,1,promo,email,0,1,136,5,0,0,0,0,,0.0
S0001008,U000427,2020-12-03,2,1,4,(direct),(none),1,0,115,2,0,0,0,0,,0.0
S0001009,U000427,2020-12-05,6,1,4,newsletter,email,0,0,21,3,0,0,0,0,,0.0
S0001010,U000427,2020-12-08,3,2,4,google,cpc,0,1,243,10,1,1,1,0,,0.0
S0001011,U000428,2021-01-09,6,2,1,promo,email,1,0,75,5,1,0,0,0,,0.0
S0001012,U000428,2021-01-10,2,2,1,(direct),(none),0,1,284,9,1,1,1,1,O000057,38.98
S0001013,U000428,2021-01-12,3,2,1,google,cpc,0,1,168,1,0,0,0,0,,0.0
S0001014,U000428,2021-01-16,2,2,1,(direct),(none),0,1,93,7,1,1,0,0,,0.0
S0001015,U000429,2020-12-12,1,1,10,yahoo,organic,1,0,100,4,1,0,0,0,,0.0
S0001016,U000429,2020-12-16,6,1,10,newsletter,email,0,1,173,4,1,0,0,0,,0.0
S0001017,U000429,2020-12-18,4,1,10,google.com,referral,0,1,325,4,1,0,0,0,,0.0
S0001018,U000430,2020-12-19,3,1,3,google,cpc,1,1,73,6,1,0,0,0,,0.0
S0001019,U000430,2020-12-27,1,1,3,google,organic,0,1,459,6,1,1,0,0,,0.0
S0001020,U000431,2020-11-29,2,2,1,(direct),(none),1,1,245,5,1,0,0,0,,0.0
S0001021,U000431,2020-11-30,6,2,1,newsletter,email,0,1,462,13,1,1,1,0,,0.0
S0001022,U000431,2020-12-02,2,2,1,(direct),(none),0,1,89,6,1,0,0,0,,0.0
S0001023,U000431,2020-12-06,4,2,1,google.com,referral,0,1,153,5,1,0,0,0,,0.0
S0001024,U000431,2020-12-07,3,2,1,bing,cpc,0,1,192,8,1,0,0,0,,0.0
S0001025,U000431,2020-12-09,2,2,1,(direct),(none),0,1,207,7,0,0,0,0,,0.0
