CampaignID,StartDate,EndDate,Channel,Impressions,Clicks,Leads,Conversions,Cost_USD,Revenue_USD,ROI
CAMP02026,2025-05-08,2025-05-14,Search,55833,3694,893,229,3979.25,21903.99,4.5046
CAMP02027,2025-03-12,2025-04-05,Search,52380,2426,486,109,3899.51,8952.71,1.2959
CAMP02028,2025-08-20,2025-09-15,Display,63639,754,75,6,415.87,461.0,0.1085
CAMP02029,2025-07-15,2025-07-25,Display,75095,1185,148,22,1039.28,1280.82,0.2324
CAMP02030,2025-03-28,2025-04-10,Search,56788,2828,613,149,4071.75,12001.86,1.9476
CAMP02031,2025-05-28,2025-06-21,Display,77094,873,89,11,435.53,951.49,1.1847
CAMP02032,2025-01-06,2025-01-24,Email,118095,7942,1973,392,6676.65,31183.22,3.6705
CAMP02033,2025-03-26,2025-04-18,Social,83147,2339,374,82,1794.45,5979.41,2.3322
CAMP02034,2025-01-15,2025-02-04,Display,53715,827,91,17,507.37,898.0,0.7699
CAMP02035,2025-03-12,2025-03-24,Search,70832,3373,682,138,4588.68,9366.15,1.0411
CAMP02036,2025-08-07,2025-08-24,Email,10897,740,166,38,586.76,1891.56,2.2237
CAMP02037,2025-12-14,2026-01-07,Email,79429,6220,1645,352,4309.81,22392.87,4.1958
CAMP02038,2025-08-27,2025-09-23,Social,65972,1893,346,60,1622.23,5061.49,2.1201
CAMP02039,2025-01-15,2025-01-21,Search,21228,1240,280,58,1830.18,5992.86,2.2745
CAMP02040,2025-10-29,2025-11-21,Social,53644,1301,210,30,892.17,1718.45,0.9261
CAMP02041,2025-12-22,2026-01-06,Display,73032,1091,122,19,690.85,994.5,0.4395
CAMP02042,2025-01-06,2025-01-19,Search,28429,1569,349,80,2326.37,6936.57,1.9817
CAMP02043,2025-03-02,2025-03-13,Email,121270,7479,1711,302,5749.87,22992.8,2.9988
CAMP02044,2025-11-08,2025-11-20,Search,72934,3795,792,162,4982.23,10813.86,1.1705
CAMP02045,2025-09-17,2025-10-03,Social,75966,1598,229,36,1130.96,2928.46,1.5894
CAMP02046,2025-04-07,2025-04-20,Social,66557,1312,193,34,1019.81,2169.65,1.1275
CAMP02047,2025-12-07,2025-12-13,Social,104353,2330,364,70,1791.63,5229.32,1.9187
CAMP02048,2025-03-03,2025-03-30,Social,28087,711,99,16,610.53,1119.09,0.833
CAMP02049,2025-12-14,2025-12-31,Display,99204,1326,143,19,925.59,792.77,-0.1435
CAMP02050,2025-07-01,2025-07-23,Display,43881,437,46,6,292.2,334.99,0.1464
CAMP02051,2025-10-29,2025-11-22,Search,48473,3326,803,234,4632.33,19309.53,3.1684
CAMP02052,2025-05-12,2025-06-01,Social,48564,699,83,14,470.69,1040.05,1.2096
CAMP02053,2025-06-10,2025-07-01,Social,121811,2562,374,73,1947.37,4605.96,1.3652
CAMP02054,2025-04-23,2025-05-08,Email,124938,8708,2108,398,8319.18,31519.3,2.7888
CAMP02055,2025-04-20,2025-05-04,Search,40757,2736,633,185,3626.56,13548.99,2.736
CAMP02056,2025-02-28,2025-03-20,Search,72508,3273,621,122,4387.73,8985.06,1.0478
CAMP02057,2025-12-15,2026-01-11,Display,72711,949,85,9,518.03,558.48,0.0781
CAMP02058,2025-08-12,2025-08-20,Search,72772,6124,1704,524,8603.39,29332.17,2.4094
CAMP02059,2025-06-25,2025-07-14,Social,49656,1251,208,47,1145.18,3010.9,1.6292
CAMP02060,2025-07-15,2025-07-31,Influencer,67145,2051,349,71,1914.3,6433.26,2.3606
CAMP02061,2025-08-27,2025-09-11,Display,41767,506,45,3,336.8,172.04,-0.4892
CAMP02062,2025-12-14,2025-12-26,Search,47155,2832,624,139,4192.44,12705.75,2.0306
CAMP02063,2025-07-26,2025-08-15,Display,68228,632,53,6,396.4,397.45,0.0026
CAMP02064,2025-08-09,2025-08-16,Social,64962,1418,209,36,1009.9,2853.25,1.8253
CAMP02065,2025-09-18,2025-10-09,Display,61526,689,76,10,423.63,563.01,0.329
CAMP02066,2025-02-11,2025-03-08,Search,43023,2036,446,102,3187.93,11507.73,2.6098
CAMP02067,2025-10-15,2025-11-07,Influencer,46107,1719,352,71,2044.7,5715.07,1.7951
CAMP02068,2025-06-28,2025-07-05,Social,52378,1450,251,50,1277.65,4256.18,2.3313
CAMP02069,2025-01-26,2025-02-02,Search,45309,2820,648,169,3452.35,12968.2,2.7563
CAMP02070,2025-01-20,2025-01-30,Email,54563,5330,1567,381,4333.08,32948.38,6.6039
CAMP02071,2025-10-26,2025-11-03,Search,24908,1454,318,87,1732.84,6794.71,2.9211
CAMP02072,2025-02-23,2025-03-15,Search,30551,1652,341,77,1729.66,6810.48,2.9375
CAMP02073,2025-09-03,2025-09-17,Search,103050,5161,1064,234,7537.02,16313.82,1.1645
CAMP02074,2025-04-27,2025-05-21,Search,20278,1095,241,61,1311.07,5001.47,2.8148
CAMP02075,2025-11-26,2025-12-17,Display,48464,561,59,6,371.65,318.5,-0.143
CAMP02076,2025-01-07,2025-01-13,Social,24271,685,124,18,616.18,1745.03,1.832
CAMP02077,2025-09-19,2025-10-04,Email,79284,8324,2568,575,6251.18,38453.27,5.1514
CAMP02078,2025-06-20,2025-07-09,Social,57341,1372,207,44,1193.96,3074.79,1.5753
CAMP02079,2025-02-20,2025-03-08,Influencer,20519,874,166,40,1017.43,4504.64,3.4275
CAMP02080,2025-03-04,2025-03-10,Email,72707,5318,1354,256,4572.9,16793.06,2.6723
CAMP02081,2025-02-03,2025-02-18,Email,84136,4910,1136,230,3971.84,17056.51,3.2944
CAMP02082,2025-11-21,2025-11-29,Search,60729,4140,1044,258,6476.88,27423.14,3.234
CAMP02083,2025-12-16,2026-01-04,Search,194633,11068,2452,634,12666.11,51601.35,3.074
CAMP02084,2025-12-15,2026-01-06,Search,93699,4992,1167,261,6878.85,22910.45,2.3306
CAMP02085,2025-10-03,2025-10-11,Social,54357,1333,189,33,1111.42,2390.17,1.1506
CAMP02086,2025-06-03,2025-06-15,Social,42814,892,137,26,778.19,1618.63,1.08
CAMP02087,2025-07-07,2025-07-31,Social,33336,859,143,26,823.34,2077.96,1.5238
CAMP02088,2025-07-20,2025-08-16,Display,50484,749,81,18,482.73,1395.06,1.8899
CAMP02089,2025-04-06,2025-04-28,Search,79656,4561,978,252,7148.5,19872.7,1.78
CAMP02090,2025-09-18,2025-10-15,Social,35788,751,116,15,514.57,815.59,0.585
CAMP02091,2025-02-07,2025-02-14,Influencer,87111,2467,408,77,2353.93,7766.46,2.2994
CAMP02092,2025-04-22,2025-05-16,Social,44163,1806,373,82,1440.17,6431.3,3.4657
CAMP02093,2025-02-28,2025-03-10,Display,43892,494,44,13,366.7,928.7,1.5326
CAMP02094,2025-12-06,2025-12-19,Social,12452,316,52,9,210.53,581.61,1.7626
CAMP02095,2025-07-26,2025-08-08,Search,44601,3006,745,198,3915.3,15253.7,2.8959
CAMP02096,2025-08-20,2025-09-01,Influencer,28352,984,176,37,1069.42,3361.63,2.1434
CAMP02097,2025-02-01,2025-02-09,Email,35132,2668,687,151,1834.39,9989.06,4.4454
CAMP02098,2025-02-03,2025-02-21,Search,80763,3498,653,126,4955.42,10302.54,1.079
CAMP02099,2025-11-29,2025-12-14,Social,107120,2881,493,100,1851.15,5738.85,2.1002
CAMP02100,2025-09-05,2025-09-25,Search,129517,8904,2260,615,12615.93,41640.22,2.3006
CAMP02101,2025-11-12,2025-12-01,Email,37042,3339,973,182,2929.73,13623.14,3.65
CAMP02102,2025-04-09,2025-04-18,Social,89586,1646,237,25,1268.92,2259.81,0.7809
CAMP02103,2025-10-25,2025-11-15,Search,63618,4217,1000,289,6800.96,26113.31,2.8397
CAMP02104,2025-05-07,2025-05-14,Influencer,74511,2667,485,109,3055.08,12727.89,3.1661
CAMP02105,2025-10-24,2025-11-18,Search,29574,1863,417,94,2983.08,9123.03,2.0583
CAMP02106,2025-04-08,2025-05-01,Social,71679,1923,308,60,1161.54,4185.04,2.603
CAMP02107,2025-09-15,2025-10-03,Social,63387,1787,289,50,1539.99,4281.75,1.7804
CAMP02108,2025-05-07,2025-05-16,Email,73046,6246,1737,400,4972.69,22157.29,3.4558
CAMP02109,2025-04-28,2025-05-24,Influencer,64306,2491,488,112,3068.26,8098.07,1.6393
CAMP02110,2025-07-01,2025-07-07,Display,83014,807,81,9,503.68,598.4,0.1881
CAMP02111,2025-09-23,2025-10-16,Social,47660,1553,294,65,1208.9,4573.96,2.7836
CAMP02112,2025-03-22,2025-04-08,Social,101537,2767,434,82,2730.18,5781.23,1.1175
CAMP02113,2025-11-08,2025-11-23,Display,34733,298,30,2,180.67,156.03,-0.1364
CAMP02114,2025-04-23,2025-05-01,Search,82696,4945,1153,275,7039.98,18947.31,1.6914
CAMP02115,2025-07-01,2025-07-22,Display,33733,548,71,13,407.66,818.75,1.0084
CAMP02116,2025-03-14,2025-03-28,Email,95232,6875,1787,380,3813.46,28742.19,6.537
CAMP02117,2025-10-16,2025-10-25,Search,112649,5839,1251,272,7058.84,32209.91,3.5631
CAMP02118,2025-03-30,2025-04-18,Email,50330,3538,893,170,2033.2,11886.66,4.8463
CAMP02119,2025-09-15,2025-09-22,Email,35614,2422,606,120,1608.17,9555.87,4.9421
CAMP02120,2025-02-23,2025-03-08,Influencer,36531,1279,230,60,1455.2,5197.43,2.5716
CAMP02121,2025-11-28,2025-12-18,Search,109857,8731,2199,646,13027.27,69186.65,4.3109
CAMP02122,2025-04-29,2025-05-16,Email,151032,9976,2439,499,8096.17,38164.49,3.7139
CAMP02123,2025-10-01,2025-10-25,Display,145800,2678,348,62,1616.61,4025.45,1.4901
CAMP02124,2025-08-18,2025-09-10,Display,76564,756,70,11,447.76,641.4,0.4325
CAMP02125,2025-06-04,2025-06-10,Email,68304,4021,925,154,3373.52,10166.63,2.0137
CAMP02126,2025-04-27,2025-05-04,Display,57282,867,93,11,495.74,908.4,0.8324
CAMP02127,2025-02-17,2025-03-09,Search,69823,3396,743,169,5754.56,15675.72,1.7241
CAMP02128,2025-10-09,2025-10-31,Display,77242,1230,144,19,882.18,1315.92,0.4917
CAMP02129,2025-01-06,2025-02-01,Search,77175,3934,805,178,5052.95,17143.77,2.3928
CAMP02130,2025-09-28,2025-10-19,Search,50300,2729,599,154,4261.04,10630.41,1.4948
CAMP02131,2025-10-08,2025-10-19,Influencer,105264,3530,654,147,4167.33,12413.48,1.9788
CAMP02132,2025-05-29,2025-06-23,Influencer,83717,3996,909,244,4383.98,21718.12,3.954
CAMP02133,2025-06-28,2025-07-10,Social,69002,2222,428,81,2034.11,5568.38,1.7375
CAMP02134,2025-04-03,2025-04-23,Email,82473,5992,1614,355,4272.63,30422.85,6.1204
CAMP02135,2025-09-22,2025-10-01,Display,127026,1463,129,16,1001.1,1087.17,0.086
CAMP02136,2025-05-24,2025-06-14,Email,85638,3911,803,121,2814.1,7395.05,1.6279
CAMP02137,2025-12-03,2025-12-27,Social,114938,3031,490,90,2388.48,6366.26,1.6654
CAMP02138,2025-01-20,2025-02-15,Search,15728,756,165,37,1075.98,3781.21,2.5142
CAMP02139,2025-01-17,2025-02-13,Social,78122,2015,335,50,1770.39,3225.86,0.8221
CAMP02140,2025-11-02,2025-11-16,Search,33228,2461,633,195,3978.75,19330.49,3.8584
CAMP02141,2025-08-09,2025-08-26,Email,179699,16747,4780,1090,12332.15,65760.23,4.3324
CAMP02142,2025-09-07,2025-09-18,Search,8669,422,83,19,547.46,1486.47,1.7152
CAMP02143,2025-04-10,2025-04-23,Display,11298,168,11,0,113.89,0.0,-1.0
CAMP02144,2025-11-16,2025-11-26,Social,48882,1073,144,28,985.17,2038.48,1.0692
CAMP02145,2025-09-05,2025-09-27,Display,41262,379,40,2,284.84,158.79,-0.4425
CAMP02146,2025-05-02,2025-05-11,Influencer,15192,473,74,17,554.86,1431.67,1.5802
CAMP02147,2025-08-17,2025-09-06,Search,175656,11314,2671,657,13139.21,57265.79,3.3584
CAMP02148,2025-11-13,2025-12-04,Influencer,29882,986,172,45,1100.15,3693.83,2.3576
CAMP02149,2025-01-04,2025-01-13,Display,23689,298,30,2,187.62,131.86,-0.2972
CAMP02150,2025-02-17,2025-02-28,Email,38206,2928,784,171,1795.03,15885.69,7.8498
CAMP02151,2025-05-26,2025-06-13,Social,65139,2095,351,82,1627.44,4992.52,2.0677
CAMP02152,2025-01-15,2025-01-30,Search,123065,8324,2069,538,11271.05,42045.92,2.7304
CAMP02153,2025-08-18,2025-09-01,Search,82187,4052,852,171,6095.0,12948.54,1.1245
CAMP02154,2025-09-19,2025-09-29,Email,154510,14453,4165,980,12073.78,80103.5,5.6345
CAMP02155,2025-10-07,2025-10-24,Social,88022,1665,235,39,1297.2,3414.2,1.632
CAMP02156,2025-02-12,2025-02-18,Search,61694,3246,705,175,4658.11,14159.39,2.0397
CAMP02157,2025-05-20,2025-06-06,Influencer,29765,935,181,38,1201.83,3260.55,1.713
CAMP02158,2025-06-14,2025-06-30,Influencer,38539,1207,211,33,1261.1,2496.42,0.9796
CAMP02159,2025-05-05,2025-05-26,Email,55768,3546,899,195,2892.4,12413.03,3.2916
CAMP02160,2025-12-21,2025-12-27,Display,81768,1060,107,24,560.46,1208.84,1.1569
CAMP02161,2025-05-22,2025-06-04,Social,77232,2051,344,50,1461.51,4073.03,1.7869
CAMP02162,2025-09-15,2025-10-02,Search,50271,2356,458,85,3124.23,6343.46,1.0304
CAMP02163,2025-12-31,2026-01-14,Social,39446,1586,304,53,1277.04,4429.95,2.4689
CAMP02164,2025-06-01,2025-06-26,Search,58254,3666,944,245,4578.42,19030.51,3.1566
CAMP02165,2025-09-11,2025-10-03,Social,81877,2455,445,68,1662.4,5301.61,2.1891
CAMP02166,2025-09-24,2025-10-21,Display,92659,952,70,8,577.11,600.86,0.0412
CAMP02167,2025-09-08,2025-10-02,Search,49478,2679,581,130,2899.31,8175.68,1.8199
CAMP02168,2025-12-22,2026-01-13,Search,42501,2417,590,140,3212.3,12656.41,2.94
CAMP02169,2025-10-12,2025-10-29,Search,55215,3043,655,155,3696.36,13619.96,2.6847
CAMP02170,2025-04-15,2025-05-07,Search,51418,3406,830,213,4822.27,18597.57,2.8566
CAMP02171,2025-08-26,2025-09-07,Search,100787,6650,1632,430,10201.52,26416.46,1.5895
CAMP02172,2025-05-29,2025-06-21,Display,84438,1308,133,18,860.69,1029.92,0.1966
CAMP02173,2025-05-15,2025-06-06,Search,48146,2613,564,143,3494.38,10147.08,1.9038
CAMP02174,2025-10-11,2025-10-25,Display,105660,1484,153,15,824.1,1010.02,0.2256
CAMP02175,2025-03-20,2025-04-12,Search,76693,3532,740,151,4441.63,12412.89,1.7947
CAMP02176,2025-11-22,2025-12-16,Email,130997,8221,1940,364,5734.62,22267.25,2.883
CAMP02177,2025-07-03,2025-07-28,Display,171256,1878,165,23,1256.01,1806.16,0.438
CAMP02178,2025-07-09,2025-07-31,Influencer,32642,1529,296,75,1389.69,6150.04,3.4255
CAMP02179,2025-02-16,2025-03-01,Email,29628,2501,690,129,1675.08,9785.66,4.8419
CAMP02180,2025-08-15,2025-09-01,Email,54895,3694,895,191,2489.32,11755.35,3.7223
CAMP02181,2025-05-26,2025-06-17,Social,27659,822,136,33,681.44,2205.36,2.2363
CAMP02182,2025-08-13,2025-09-08,Search,37641,2187,476,128,3490.86,10695.11,2.0637
CAMP02183,2025-10-01,2025-10-16,Search,35652,1607,342,63,1946.09,5501.21,1.8268
CAMP02184,2025-08-06,2025-08-15,Search,77485,3361,682,141,3874.26,12288.05,2.1717
CAMP02185,2025-09-08,2025-09-28,Search,88431,4514,959,209,8318.03,15943.68,0.9168
CAMP02186,2025-12-02,2025-12-22,Social,40324,813,117,14,567.84,979.48,0.7249
CAMP02187,2025-10-31,2025-11-22,Social,47830,1325,236,52,1270.5,4609.84,2.6284
CAMP02188,2025-08-06,2025-08-28,Influencer,43533,2196,476,132,2428.77,8286.9,2.412
CAMP02189,2025-05-04,2025-05-23,Search,31401,1649,415,100,2884.97,9788.19,2.3928
CAMP02190,2025-05-02,2025-05-26,Display,162896,1910,184,23,1333.75,1514.88,0.1358
CAMP02191,2025-07-18,2025-08-11,Social,108376,2284,352,66,1806.06,3407.85,0.8869
CAMP02192,2025-08-15,2025-08-29,Influencer,125360,5405,1062,261,4955.53,25583.85,4.1627
CAMP02193,2025-06-26,2025-07-15,Influencer,123599,3445,530,91,3316.79,6744.41,1.0334
CAMP02194,2025-12-16,2026-01-02,Email,69081,4594,1167,240,4165.78,15411.03,2.6994
CAMP02195,2025-04-14,2025-05-04,Email,53759,4646,1328,304,3454.94,21412.36,5.1976
CAMP02196,2025-01-19,2025-02-07,Display,68567,831,77,7,614.8,434.37,-0.2935
CAMP02197,2025-06-29,2025-07-08,Search,19194,851,172,39,1102.14,2935.82,1.6637
CAMP02198,2025-06-11,2025-07-06,Display,28699,387,46,6,231.1,391.92,0.6959
CAMP02199,2025-01-05,2025-01-13,Display,111582,1211,102,15,908.35,926.79,0.0203
CAMP02200,2025-12-26,2026-01-06,Influencer,27069,1038,193,37,1165.66,3291.27,1.8235
CAMP02201,2025-09-07,2025-09-28,Search,65998,3530,747,167,5421.75,13713.68,1.5294
CAMP02202,2025-08-07,2025-08-25,Social,16218,384,58,9,355.58,724.1,1.0364
CAMP02203,2025-10-22,2025-11-08,Email,42844,3546,949,199,3163.69,11690.95,2.6954
CAMP02204,2025-01-21,2025-01-27,Search,30503,1477,296,61,2066.6,4519.01,1.1867
CAMP02205,2025-01-18,2025-02-14,Display,82689,1058,110,21,603.68,1194.03,0.9779
CAMP02206,2025-10-11,2025-11-07,Email,90381,5692,1394,273,3797.34,20710.43,4.4539
CAMP02207,2025-08-27,2025-09-07,Social,207131,5687,924,149,4577.29,12483.67,1.7273
CAMP02208,2025-12-03,2025-12-24,Email,62890,4821,1277,265,4518.54,20135.22,3.4561
CAMP02209,2025-05-16,2025-06-09,Search,74638,4116,911,232,5763.53,19761.75,2.4288
CAMP02210,2025-03-05,2025-03-24,Display,73133,935,101,12,578.58,784.71,0.3563
CAMP02211,2025-02-15,2025-02-27,Display,90155,1088,120,16,826.23,1071.46,0.2968
CAMP02212,2025-10-26,2025-11-09,Search,86216,4847,1067,251,6743.38,20985.08,2.112
CAMP02213,2025-08-19,2025-09-12,Social,84594,1835,264,34,1297.79,2673.63,1.0601
CAMP02214,2025-08-23,2025-09-09,Search,50544,2745,629,154,4380.32,11778.63,1.689
CAMP02215,2025-04-02,2025-04-23,Search,28764,2055,493,115,2571.54,9179.39,2.5696
CAMP02216,2025-09-13,2025-10-01,Search,81233,4458,945,217,7011.96,15425.11,1.1998
CAMP02217,2025-12-31,2026-01-26,Display,66295,604,56,6,364.52,424.01,0.1632
CAMP02218,2025-12-10,2026-01-06,Display,87040,1353,162,33,790.04,1887.89,1.3896
CAMP02219,2025-06-25,2025-07-19,Email,30769,1683,369,72,1522.32,6218.64,3.085
CAMP02220,2025-03-31,2025-04-11,Search,102600,6003,1359,359,7289.3,28494.31,2.9091
CAMP02221,2025-12-18,2026-01-13,Search,121467,4710,848,169,5803.59,15984.06,1.7542
CAMP02222,2025-10-25,2025-11-02,Search,26641,1580,363,78,3005.55,6735.33,1.241
CAMP02223,2025-09-30,2025-10-07,Influencer,52018,2921,670,195,3171.78,20200.74,5.3689
CAMP02224,2025-09-26,2025-10-08,Email,25277,1998,509,116,1793.15,7157.76,2.9917
CAMP02225,2025-01-09,2025-01-20,Search,72987,4812,1139,270,7224.92,20322.26,1.8128
CAMP02226,2025-11-01,2025-11-12,Influencer,57531,2049,362,66,2363.61,6083.68,1.5739
CAMP02227,2025-07-08,2025-07-17,Influencer,56609,2120,378,78,2224.35,5777.5,1.5974
CAMP02228,2025-10-05,2025-10-13,Email,54524,3761,955,190,3037.46,12395.54,3.0809
CAMP02229,2025-06-09,2025-07-06,Email,54479,4699,1281,310,3620.51,21592.04,4.9638
CAMP02230,2025-11-23,2025-12-08,Search,67739,4336,1020,260,6649.05,15638.09,1.3519
CAMP02231,2025-09-09,2025-09-21,Social,34436,937,157,26,738.31,1681.93,1.2781
CAMP02232,2025-05-17,2025-06-03,Search,40803,1990,432,116,2843.93,9776.36,2.4376
CAMP02233,2025-02-03,2025-02-26,Search,48909,2104,408,93,2725.01,8202.01,2.0099
CAMP02234,2025-12-26,2026-01-04,Influencer,66595,2442,461,121,2965.9,10019.54,2.3782
CAMP02235,2025-01-08,2025-01-16,Search,48603,2922,643,161,3915.45,11497.3,1.9364
CAMP02236,2025-10-18,2025-10-30,Search,36185,1589,313,69,1807.05,6469.8,2.5803
CAMP02237,2025-06-25,2025-07-10,Search,35832,1988,448,98,2416.21,8240.42,2.4105
CAMP02238,2025-03-02,2025-03-16,Search,64190,2967,607,132,4261.54,10133.04,1.3778
CAMP02239,2025-02-20,2025-03-10,Search,88831,3651,703,141,5255.0,11342.26,1.1584
CAMP02240,2025-01-29,2025-02-21,Influencer,104137,2504,377,69,2587.16,5224.23,1.0193
CAMP02241,2025-01-26,2025-02-08,Influencer,64979,2189,400,83,2557.88,6870.05,1.6858
CAMP02242,2025-08-06,2025-08-21,Influencer,112087,4724,936,207,4778.88,15917.86,2.3309
CAMP02243,2025-03-06,2025-03-16,Email,40521,3667,1061,252,3064.0,18175.78,4.932
CAMP02244,2025-04-29,2025-05-23,Influencer,45678,1126,213,35,1237.97,3329.6,1.6896
CAMP02245,2025-10-22,2025-11-16,Influencer,63693,2621,491,131,2410.87,12852.83,4.3312
CAMP02246,2025-01-19,2025-02-14,Email,77211,5570,1403,282,5097.17,19628.33,2.8508
CAMP02247,2025-09-19,2025-09-29,Social,34519,848,121,21,632.6,1658.43,1.6216
CAMP02248,2025-04-24,2025-05-17,Social,28329,846,133,32,680.31,2046.76,2.0086
CAMP02249,2025-11-29,2025-12-18,Search,37837,1971,419,99,2955.09,7617.41,1.5777
CAMP02250,2025-04-02,2025-04-23,Display,34887,392,45,5,266.27,312.5,0.1736
CAMP02251,2025-10-10,2025-11-05,Social,21822,579,108,21,554.54,1524.28,1.7487
CAMP02252,2025-01-15,2025-02-08,Email,8676,604,158,29,431.27,1652.17,2.8309
CAMP02253,2025-11-23,2025-12-20,Display,42133,439,41,5,298.42,388.09,0.3005
CAMP02254,2025-01-19,2025-01-26,Email,40091,2623,657,120,2262.53,5470.89,1.418
CAMP02255,2025-05-14,2025-06-02,Search,47331,2579,586,143,3572.99,12778.82,2.5765
CAMP02256,2025-09-27,2025-10-23,Email,49654,4316,1241,258,3681.89,17315.69,3.7029
CAMP02257,2025-08-15,2025-09-04,Search,74747,3133,607,119,4778.64,9989.89,1.0905
CAMP02258,2025-11-27,2025-12-11,Email,61240,3939,911,153,3929.63,8654.36,1.2023
CAMP02259,2025-09-12,2025-09-27,Search,76614,4925,1211,307,7968.63,33399.93,3.1914
CAMP02260,2025-11-05,2025-11-14,Search,40976,2500,589,149,3840.35,12249.59,2.1897
CAMP02261,2025-10-29,2025-11-19,Search,77694,3706,794,173,6306.06,15171.15,1.4058
CAMP02262,2025-01-07,2025-02-03,Search,39683,2490,589,145,3519.13,9624.69,1.735
CAMP02263,2025-11-01,2025-11-25,Display,50530,474,37,5,308.61,307.02,-0.0052
CAMP02264,2025-04-05,2025-04-19,Display,93925,1185,124,23,754.72,1318.92,0.7476
CAMP02265,2025-12-14,2025-12-21,Search,85046,5954,1559,395,7841.39,30482.68,2.8874
CAMP02266,2025-11-03,2025-11-22,Email,126578,6634,1429,235,4841.05,14948.95,2.088
CAMP02267,2025-01-28,2025-02-19,Influencer,67069,2506,480,109,2412.37,7323.57,2.0358
CAMP02268,2025-05-03,2025-05-15,Email,84417,6764,1806,393,5554.62,26238.41,3.7237
CAMP02269,2025-11-09,2025-11-25,Social,38044,763,131,19,722.12,1403.54,0.9436
CAMP02270,2025-02-16,2025-02-25,Display,74449,990,117,15,689.65,1095.5,0.5885
CAMP02271,2025-11-27,2025-12-20,Social,48619,1289,201,38,1113.98,2756.12,1.4741
CAMP02272,2025-02-12,2025-03-07,Influencer,37787,1385,235,51,1383.65,3078.07,1.2246
CAMP02273,2025-09-16,2025-09-27,Search,72703,4249,928,230,6277.4,19080.42,2.0395
CAMP02274,2025-04-27,2025-05-12,Search,60660,2986,607,131,4401.26,11085.32,1.5187
CAMP02275,2025-08-28,2025-09-24,Influencer,46652,1562,292,71,1588.87,6019.69,2.7887
CAMP02276,2025-03-22,2025-04-16,Social,130871,3555,603,110,3713.08,9522.33,1.5645
CAMP02277,2025-09-01,2025-09-23,Email,42308,3671,1059,234,3453.62,18469.93,4.348
CAMP02278,2025-01-08,2025-01-28,Influencer,34051,1327,241,60,1550.49,5401.94,2.484
CAMP02279,2025-09-07,2025-09-29,Influencer,66184,2834,526,122,3050.69,12396.38,3.0635
CAMP02280,2025-10-27,2025-11-08,Influencer,99586,3962,753,180,3844.87,19387.99,4.0426
CAMP02281,2025-12-01,2025-12-11,Search,63657,3737,871,214,4744.96,20383.01,3.2957
CAMP02282,2025-10-30,2025-11-11,Email,89012,6786,1787,375,5272.79,27473.77,4.2105
CAMP02283,2025-05-30,2025-06-05,Display,24472,414,50,9,259.53,559.25,1.1549
CAMP02284,2025-06-24,2025-07-10,Email,56128,3256,766,146,2730.33,10547.16,2.863
CAMP02285,2025-12-29,2026-01-14,Social,46744,1209,201,41,964.09,2948.44,2.0583
CAMP02286,2025-04-29,2025-05-20,Display,46457,672,85,13,469.92,828.9,0.7639
CAMP02287,2025-02-04,2025-02-25,Social,67019,2122,384,73,1620.29,5109.89,2.1537
CAMP02288,2025-03-27,2025-04-02,Search,63570,4364,1060,274,7290.81,21637.45,1.9678
CAMP02289,2025-05-14,2025-05-20,Social,56609,1332,213,36,1329.7,2752.2,1.0698
CAMP02290,2025-05-12,2025-05-27,Influencer,100899,3590,647,159,3461.25,11105.95,2.2087
CAMP02291,2025-04-11,2025-04-21,Email,80284,7123,1993,423,4969.96,34314.64,5.9044
CAMP02292,2025-11-20,2025-12-07,Email,15563,1330,375,97,920.28,7115.02,6.7314
CAMP02293,2025-09-24,2025-09-30,Social,50870,1296,210,38,1126.14,2076.99,0.8443
CAMP02294,2025-07-15,2025-08-02,Search,61991,3453,748,170,6575.21,13088.21,0.9905
CAMP02295,2025-04-15,2025-04-24,Email,30187,2567,738,163,2055.89,9905.94,3.8183
CAMP02296,2025-05-02,2025-05-17,Email,47722,4059,1149,231,4601.75,16655.92,2.6195
CAMP02297,2025-12-21,2026-01-08,Display,87404,1157,115,15,699.52,1079.68,0.5435
CAMP02298,2025-04-07,2025-04-27,Display,64215,814,82,13,468.85,666.6,0.4218
CAMP02299,2025-11-01,2025-11-26,Display,66845,1056,123,16,671.52,1034.06,0.5399
CAMP02300,2025-02-22,2025-03-14,Search,23583,1516,361,102,2098.74,8308.18,2.9587
CAMP02301,2025-08-15,2025-08-23,Search,96349,4050,801,179,6782.22,15803.27,1.3301
CAMP02302,2025-01-28,2025-02-17,Influencer,56806,1621,281,66,2099.89,5790.0,1.7573
CAMP02303,2025-02-01,2025-02-11,Social,121291,2713,392,71,2434.57,4368.97,0.7946
CAMP02304,2025-01-14,2025-01-25,Influencer,97909,3061,503,106,3509.01,10621.24,2.0268
CAMP02305,2025-03-16,2025-03-24,Email,63253,3526,812,142,3030.74,10522.41,2.4719
CAMP02306,2025-08-16,2025-08-22,Search,80546,4895,1106,298,5917.64,13268.86,1.2423
CAMP02307,2025-09-30,2025-10-24,Social,88353,2049,307,53,1305.31,3951.59,2.0273
CAMP02308,2025-08-30,2025-09-24,Search,65749,3551,727,166,5247.93,14053.73,1.678
CAMP02309,2025-07-05,2025-07-27,Search,12204,687,142,39,1038.87,2892.68,1.7844
CAMP02310,2025-04-22,2025-05-11,Email,63134,5925,1703,380,5535.24,25493.99,3.6058
