home_id,relative_compactness,surface_area,wall_area,roof_area,overall_height,orientation,glazing_area,glazing_distribution,wall_insul_rating,window_age,heating_load
H1330,0.732,755.8,390.2,140.6,7.0,3,0.25,4,4.33,2,102.48
H1331,0.937,530.2,328.7,154.1,3.5,5,0.1,0,2.2,19,69.02
H1332,0.764,672.6,309.6,208.7,7.0,4,0.4,0,4.65,10,88.36
H1333,0.866,740.1,368.9,131.9,7.0,5,0.4,4,1.46,0,101.53
H1334,0.876,614.1,413.9,161.2,7.0,5,0.1,4,4.05,21,87.56
H1335,0.765,772.5,374.2,213.9,7.0,5,0.0,1,3.01,29,94.61
H1336,0.918,738.9,260.6,187.5,7.0,4,0.0,1,4.78,4,81.14
H1337,0.788,703.1,381.9,177.1,3.5,4,0.1,3,3.1,3,78.76
H1338,0.966,620.1,322.8,170.0,3.5,3,0.1,4,3.96,29,65.65
H1339,0.957,554.2,247.1,111.7,3.5,5,0.0,5,2.46,23,60.14
H1340,0.944,689.6,288.5,171.4,7.0,3,0.1,2,2.38,2,91.71
H1341,0.947,574.2,399.9,148.6,3.5,2,0.25,5,3.82,0,72.91
H1342,0.673,773.4,328.3,126.5,3.5,3,0.0,2,1.92,2,92.05
H1343,0.853,773.4,372.7,154.7,3.5,3,0.25,0,2.17,27,85.34
H1344,0.887,660.0,320.4,163.5,7.0,4,0.4,3,3.16,5,84.42
H1345,0.81,717.5,246.3,189.0,3.5,2,0.1,5,4.09,0,71.85
H1346,0.811,728.5,348.5,176.1,3.5,5,0.0,2,3.55,11,78.43
H1347,0.693,615.2,293.3,136.9,3.5,4,0.25,2,1.79,12,83.95
H1348,0.678,559.3,268.8,176.0,7.0,5,0.0,2,4.64,4,82.82
H1349,0.902,640.5,362.3,163.9,7.0,3,0.25,0,2.77,2,93.98
H1350,0.674,662.5,349.6,155.3,7.0,2,0.25,4,1.57,17,109.06
H1351,0.882,718.5,287.3,177.9,7.0,4,0.0,1,3.97,14,82.7
H1352,0.648,715.8,253.1,159.3,7.0,2,0.25,3,4.05,27,100.32
H1353,0.768,530.4,384.4,182.5,3.5,3,0.25,3,1.18,23,82.76
H1354,0.629,786.0,364.3,211.9,3.5,2,0.25,1,4.19,19,93.1
H1355,0.858,574.5,266.9,171.0,7.0,5,0.4,0,2.79,8,80.41
H1356,0.725,582.9,378.8,180.0,7.0,2,0.1,0,2.26,17,97.43
H1357,0.788,540.3,310.9,140.8,3.5,3,0.4,1,3.61,8,71.83
H1358,0.723,660.3,379.2,146.6,3.5,5,0.25,2,3.01,14,86.1
H1359,0.806,786.7,391.6,123.4,3.5,2,0.0,5,3.8,15,83.24
H1360,0.857,709.5,271.8,177.3,7.0,2,0.4,1,4.87,21,90.29
H1361,0.68,658.9,327.3,142.7,3.5,2,0.25,0,1.72,23,88.02
H1362,0.9,767.5,376.4,134.6,7.0,2,0.1,2,2.06,19,95.84
H1363,0.902,794.1,408.6,214.5,3.5,4,0.4,5,3.98,20,75.14
H1364,0.959,679.5,358.4,148.2,3.5,3,0.25,5,3.92,27,76.14
H1365,0.757,747.9,356.9,138.1,3.5,4,0.1,3,1.51,22,86.06
H1366,0.934,803.9,408.4,140.5,7.0,5,0.25,3,2.25,10,100.38
H1367,0.654,522.7,266.7,180.4,7.0,5,0.25,0,3.34,23,95.71
H1368,0.978,686.6,350.3,166.4,3.5,3,0.25,2,4.64,24,72.73
H1369,0.696,717.1,366.3,172.8,3.5,2,0.4,5,4.15,24,83.26
H1370,0.755,674.6,310.8,145.1,3.5,5,0.4,5,4.88,11,75.45
H1371,0.654,603.6,345.3,214.6,7.0,2,0.0,1,2.83,16,93.69
H1372,0.921,592.8,321.8,145.7,7.0,4,0.25,2,4.2,2,79.55
H1373,0.795,775.1,257.0,118.4,7.0,3,0.1,0,4.62,16,91.89
H1374,0.966,773.8,310.7,175.9,7.0,5,0.25,1,2.74,19,92.93
H1375,0.672,554.6,245.3,211.1,7.0,2,0.0,5,4.71,20,87.35
H1376,0.941,733.6,367.5,130.7,3.5,3,0.0,1,2.52,15,69.11
H1377,0.749,720.2,397.7,127.0,3.5,4,0.4,2,2.79,17,86.13
H1378,0.705,650.3,275.5,111.9,3.5,3,0.25,1,2.06,9,84.17
H1379,0.857,631.3,397.1,208.2,7.0,5,0.1,4,1.32,10,97.65
H1380,0.631,609.6,287.3,168.7,3.5,5,0.25,4,3.29,2,84.54
H1381,0.809,725.6,249.5,193.2,3.5,3,0.25,3,4.27,9,77.81
H1382,0.79,647.5,299.5,219.2,7.0,3,0.4,1,4.39,15,90.69
H1383,0.637,713.9,320.5,196.8,7.0,2,0.1,4,4.52,0,102.88
H1384,0.776,720.2,388.6,179.9,7.0,4,0.1,3,1.35,28,104.45
H1385,0.73,803.5,343.5,141.4,3.5,5,0.0,2,4.33,28,86.32
H1386,0.71,715.6,259.3,118.9,7.0,2,0.1,5,3.94,7,92.55
H1387,0.955,537.3,281.0,144.6,3.5,5,0.0,1,4.58,15,57.26
H1388,0.835,579.4,369.0,113.8,7.0,3,0.25,3,1.45,9,96.09
H1389,0.675,687.7,329.1,203.2,7.0,3,0.1,2,2.68,2,99.99
H1390,0.893,521.3,348.8,192.9,3.5,2,0.1,3,1.99,17,72.55
H1391,0.753,647.8,269.5,184.3,3.5,4,0.1,3,1.43,27,85.0
H1392,0.836,604.3,344.2,172.7,3.5,5,0.25,2,3.58,10,75.07
H1393,0.757,566.8,299.7,178.5,7.0,2,0.25,4,3.62,20,87.32
H1394,0.85,527.5,253.1,163.3,7.0,3,0.1,3,4.34,5,72.18
H1395,0.865,519.0,308.8,117.6,7.0,5,0.1,3,4.92,29,85.14
H1396,0.722,564.1,346.2,218.5,3.5,2,0.25,3,2.22,21,81.43
H1397,0.919,790.8,344.0,130.8,7.0,2,0.4,3,1.45,4,96.92
H1398,0.843,610.6,297.4,114.8,7.0,5,0.1,3,3.03,19,88.56
H1399,0.838,790.5,322.9,166.7,7.0,4,0.25,5,4.89,11,99.85
H1400,0.698,543.0,301.1,123.0,3.5,5,0.4,5,4.83,26,70.78
H1401,0.711,692.2,325.6,151.6,3.5,3,0.25,2,2.15,7,88.78
H1402,0.762,670.1,379.7,201.5,7.0,4,0.4,3,2.07,23,97.3
H1403,0.632,701.3,353.8,156.1,3.5,4,0.4,0,3.02,10,89.71
H1404,0.64,764.0,321.0,137.4,3.5,5,0.25,3,4.4,23,89.55
H1405,0.859,629.0,275.6,167.6,3.5,4,0.4,5,4.19,6,65.97
H1406,0.734,710.3,283.9,130.3,3.5,4,0.1,1,2.15,1,85.98
H1407,0.879,576.3,374.3,148.0,7.0,5,0.25,4,2.65,4,91.19
H1408,0.647,745.8,294.2,215.3,3.5,5,0.25,1,2.14,5,90.2
H1409,0.886,671.7,364.4,134.8,7.0,3,0.25,3,4.96,18,89.35
H1410,0.697,537.7,270.2,199.4,3.5,5,0.0,0,1.03,12,73.61
H1411,0.933,600.4,269.2,211.4,3.5,4,0.4,0,2.44,2,67.61
H1412,0.946,553.8,389.3,219.4,7.0,2,0.0,1,4.81,21,75.71
H1413,0.868,733.8,356.9,110.1,3.5,2,0.0,4,3.6,10,77.33
H1414,0.762,633.1,270.0,110.4,7.0,5,0.25,5,1.57,29,96.93
H1415,0.629,668.4,400.2,125.0,7.0,3,0.4,3,1.13,13,108.88
H1416,0.894,693.8,390.4,175.9,7.0,4,0.1,2,4.68,28,88.75
H1417,0.823,624.0,339.5,168.2,7.0,3,0.25,3,3.62,29,90.85
H1418,0.65,804.9,308.2,202.7,3.5,5,0.25,5,4.82,18,91.66
H1419,0.825,736.1,283.0,117.1,3.5,3,0.4,3,4.44,17,74.49
H1420,0.622,705.3,303.0,160.1,7.0,4,0.0,0,1.63,13,99.56
H1421,0.782,558.9,364.0,196.8,3.5,4,0.25,1,2.44,8,80.92
H1422,0.841,623.4,279.8,180.9,3.5,5,0.25,3,3.44,9,76.74
H1423,0.909,625.9,373.8,147.6,7.0,5,0.4,1,2.21,8,91.3
H1424,0.725,721.6,411.3,132.1,7.0,3,0.25,2,2.52,29,104.63
H1425,0.704,538.0,369.6,155.4,7.0,2,0.0,3,4.82,24,89.93
H1426,0.739,555.3,258.3,127.1,3.5,3,0.4,4,3.77,3,67.85
H1427,0.641,748.3,288.3,128.2,7.0,3,0.4,1,4.65,23,98.85
H1428,0.955,626.8,265.3,200.2,3.5,5,0.0,4,2.25,18,64.15
H1429,0.937,602.3,345.3,116.4,7.0,2,0.1,4,4.57,16,81.6
H1430,0.837,545.0,287.9,202.8,3.5,3,0.0,1,2.25,9,66.29
H1431,0.647,539.0,296.7,125.2,3.5,2,0.25,4,3.59,19,81.03
H1432,0.65,637.6,249.9,128.5,3.5,3,0.0,1,3.8,17,77.31
H1433,0.956,649.7,354.5,120.3,7.0,3,0.4,0,1.87,15,90.44
H1434,0.665,800.1,362.6,145.9,3.5,3,0.1,2,3.19,12,96.77
H1435,0.672,710.0,340.7,170.5,3.5,5,0.25,1,4.79,29,88.32
H1436,0.903,579.5,263.3,158.4,7.0,2,0.25,3,4.05,23,78.97
H1437,0.729,715.6,364.9,206.8,3.5,5,0.4,5,1.98,29,90.14
H1438,0.768,517.8,403.8,180.1,7.0,5,0.4,2,1.7,4,98.44
H1439,0.768,733.6,399.8,148.9,7.0,2,0.25,0,1.06,26,109.74
H1440,0.872,606.2,410.4,158.8,3.5,4,0.0,4,4.47,0,66.34
H1441,0.79,714.4,394.3,134.2,7.0,4,0.1,4,1.48,18,101.27
H1442,0.912,795.8,366.2,186.9,3.5,5,0.25,0,1.26,21,89.89
H1443,0.799,805.8,275.1,168.0,7.0,2,0.1,3,2.01,3,100.74
H1444,0.725,677.7,415.7,179.2,7.0,2,0.0,5,1.04,17,97.33
H1445,0.69,534.6,282.5,113.4,3.5,4,0.1,5,2.11,18,83.66
H1446,0.892,532.2,310.8,206.2,7.0,2,0.25,4,1.14,11,85.9
H1447,0.699,594.0,405.7,208.2,7.0,3,0.0,2,2.52,21,98.68
H1448,0.839,541.8,415.0,189.5,3.5,2,0.25,5,4.12,4,81.87
H1449,0.837,598.9,298.0,119.3,7.0,5,0.1,0,4.16,11,90.25
H1450,0.967,775.3,405.5,148.2,3.5,3,0.0,3,3.49,6,74.33
H1451,0.652,604.7,272.7,140.2,7.0,4,0.25,2,1.75,20,102.01
H1452,0.695,611.2,285.2,156.5,7.0,2,0.25,1,4.83,27,90.45
H1453,0.858,759.2,255.5,121.2,3.5,4,0.4,4,3.25,1,74.27
H1454,0.739,738.5,362.8,135.1,3.5,3,0.25,3,1.29,12,90.73
H1455,0.666,609.2,257.5,159.2,3.5,4,0.4,0,3.67,11,77.22
H1456,0.942,662.2,339.7,205.3,3.5,5,0.25,0,4.93,15,71.26
H1457,0.883,679.2,319.9,202.1,3.5,5,0.1,1,4.69,1,70.38
H1458,0.7,727.3,297.6,181.7,7.0,4,0.25,2,2.32,3,106.53
H1459,0.654,553.5,369.6,112.4,3.5,4,0.25,1,1.54,16,88.07
H1460,0.923,736.3,354.5,164.8,7.0,2,0.25,5,4.71,0,91.73
H1461,0.825,542.6,305.7,212.4,3.5,4,0.0,5,3.03,5,69.85
H1462,0.955,687.2,281.5,137.0,7.0,3,0.25,4,4.55,29,82.08
H1463,0.806,792.8,387.6,113.8,3.5,3,0.4,1,4.03,3,85.6
H1464,0.703,564.6,355.9,146.2,3.5,3,0.25,3,3.84,0,79.89
H1465,0.668,742.5,413.0,158.7,7.0,4,0.25,0,4.67,24,105.7
H1466,0.77,629.5,278.1,215.4,3.5,2,0.1,2,4.64,20,74.35
H1467,0.866,582.7,410.0,218.5,3.5,2,0.1,5,4.98,24,71.07
H1468,0.622,665.5,407.4,119.2,3.5,3,0.4,0,2.03,17,97.27
H1469,0.762,570.2,402.0,178.7,3.5,5,0.1,5,4.28,24,75.57
H1470,0.765,645.3,317.4,153.9,3.5,4,0.25,3,1.14,11,86.58
H1471,0.862,686.9,379.1,187.3,3.5,2,0.0,4,4.62,18,72.23
H1472,0.69,741.4,328.1,209.0,3.5,5,0.25,0,3.63,22,89.32
H1473,0.935,754.1,385.2,192.9,3.5,2,0.25,0,3.51,9,80.09
H1474,0.737,776.1,290.1,159.9,3.5,5,0.25,4,1.42,17,87.83
H1475,0.918,657.4,375.2,114.1,7.0,3,0.1,3,2.45,0,87.76
H1476,0.918,783.8,272.6,211.8,3.5,4,0.25,0,1.66,11,83.11
H1477,0.939,778.4,295.1,212.8,3.5,3,0.0,5,4.72,7,62.89
H1478,0.713,658.2,318.0,180.6,7.0,5,0.4,2,3.56,29,91.03
H1479,0.922,546.3,270.6,207.4,3.5,5,0.1,4,1.28,28,68.52
H1480,0.703,621.6,292.2,146.3,3.5,2,0.0,1,2.56,27,73.97
H1481,0.764,734.0,367.3,148.4,7.0,4,0.25,5,1.28,13,110.42
H1482,0.684,679.3,366.7,216.3,7.0,5,0.25,1,3.85,17,106.03
H1483,0.794,569.2,388.1,147.0,3.5,3,0.25,2,3.81,20,77.16
H1484,0.647,768.0,400.3,160.0,3.5,2,0.4,4,1.1,7,99.48
H1485,0.964,704.5,288.9,145.8,3.5,5,0.0,5,2.57,18,65.2
H1486,0.625,551.9,372.2,133.8,3.5,2,0.4,3,1.28,27,83.89
H1487,0.799,755.9,271.7,158.1,7.0,5,0.0,0,3.67,24,91.21
H1488,0.922,665.8,360.7,192.8,7.0,2,0.25,3,2.55,13,87.26
H1489,0.668,619.5,248.2,191.2,7.0,4,0.25,3,1.96,18,100.99
H1490,0.835,668.5,251.3,115.2,7.0,2,0.25,2,1.57,21,97.85
H1491,0.811,673.4,388.0,146.0,3.5,3,0.1,5,4.17,20,80.17
H1492,0.893,802.5,368.6,198.8,3.5,2,0.4,3,4.99,21,81.43
H1493,0.871,716.0,296.1,201.5,7.0,3,0.0,4,1.91,14,87.94
H1494,0.917,594.7,373.1,145.9,7.0,2,0.25,3,4.5,8,87.87
H1495,0.906,637.0,298.5,198.0,3.5,5,0.1,2,3.07,0,73.25
H1496,0.83,547.0,340.5,189.3,3.5,5,0.0,0,3.64,14,65.75
H1497,0.746,618.7,377.4,148.4,7.0,4,0.1,3,4.25,18,95.77
H1498,0.659,752.2,277.7,168.6,3.5,5,0.25,0,1.56,10,94.31
H1499,0.679,633.3,307.1,129.0,7.0,3,0.0,3,1.39,18,93.17
H1500,0.934,752.8,305.4,113.2,3.5,5,0.25,0,2.08,0,77.72
H1501,0.716,606.9,360.1,134.4,3.5,3,0.25,3,4.22,26,81.34
H1502,0.942,697.8,282.0,173.3,7.0,2,0.25,4,1.76,25,87.29
H1503,0.73,535.7,350.8,195.6,3.5,4,0.1,0,4.18,20,73.6
H1504,0.641,553.4,374.0,210.5,3.5,3,0.1,2,3.51,9,86.33
H1505,0.724,634.6,284.5,208.0,3.5,3,0.1,3,3.42,16,77.53
H1506,0.758,784.4,307.4,115.1,3.5,2,0.4,1,1.34,13,90.12
H1507,0.657,724.0,252.6,204.6,3.5,4,0.1,4,3.83,17,89.66
H1508,0.775,579.0,336.8,121.5,7.0,2,0.25,2,3.35,28,93.43
H1509,0.907,601.8,331.3,119.1,3.5,5,0.1,4,3.96,15,68.4
H1510,0.769,527.2,362.3,144.3,3.5,2,0.0,3,2.36,22,73.55
H1511,0.798,703.2,337.6,142.1,3.5,2,0.25,1,3.58,23,78.34
H1512,0.98,793.4,392.7,202.9,7.0,4,0.25,3,1.06,1,96.05
H1513,0.698,703.5,389.5,152.1,3.5,4,0.1,2,2.91,21,89.67
H1514,0.816,736.9,264.9,142.1,3.5,4,0.4,0,2.27,1,73.58
H1515,0.976,626.0,345.9,169.3,3.5,5,0.4,2,4.78,17,68.2
H1516,0.798,744.1,362.0,213.7,7.0,2,0.0,5,4.16,14,92.43
H1517,0.833,658.5,324.2,141.0,7.0,4,0.4,4,4.96,11,90.69
H1518,0.817,723.5,292.1,201.0,3.5,3,0.1,1,2.68,4,78.7
H1519,0.661,590.3,270.7,190.1,3.5,3,0.1,2,2.14,22,82.71
H1520,0.878,721.9,373.6,161.6,3.5,2,0.25,4,3.46,1,83.56
H1521,0.948,582.9,247.9,191.9,3.5,3,0.1,5,3.55,15,68.13
H1522,0.954,613.1,334.9,164.7,3.5,5,0.25,4,2.12,26,75.48
H1523,0.831,597.9,414.9,187.2,3.5,4,0.25,3,3.23,7,81.65
H1524,0.747,643.2,368.2,148.8,7.0,3,0.4,2,1.38,21,104.87
H1525,0.863,577.6,273.4,162.3,7.0,5,0.0,3,4.74,10,79.37
H1526,0.96,692.2,390.1,133.2,3.5,5,0.4,5,1.32,0,72.89
H1527,0.972,704.5,357.3,144.7,7.0,5,0.4,0,4.77,2,84.8
H1528,0.722,581.2,378.7,219.2,3.5,4,0.25,2,3.15,19,84.06
H1529,0.957,741.7,290.7,175.7,3.5,4,0.25,4,3.79,3,75.06
H1530,0.883,709.9,406.2,179.0,7.0,5,0.25,3,3.39,25,98.0
H1531,0.934,796.7,361.0,145.9,3.5,4,0.0,2,1.56,26,76.73
H1532,0.68,769.4,285.2,177.6,3.5,4,0.1,2,3.76,16,88.02
H1533,0.971,793.3,304.2,138.3,7.0,5,0.25,0,3.48,23,88.41
H1534,0.891,786.0,275.3,151.2,3.5,5,0.1,2,1.95,5,82.14
H1535,0.68,781.3,246.7,217.7,7.0,2,0.1,1,4.07,6,99.89
H1536,0.814,804.2,257.7,194.2,7.0,2,0.0,2,4.89,28,88.24
H1537,0.66,795.8,271.1,157.5,3.5,4,0.25,4,2.75,0,96.94
H1538,0.881,619.2,393.9,171.6,7.0,2,0.1,1,4.22,5,88.52
H1539,0.834,553.1,349.2,144.1,3.5,5,0.25,3,1.75,1,80.64
H1540,0.828,788.4,321.0,187.4,7.0,4,0.1,4,2.41,26,98.21
H1541,0.925,606.3,333.8,142.1,7.0,3,0.1,5,4.65,5,80.49
H1542,0.897,769.3,406.2,202.6,7.0,4,0.0,5,2.34,11,92.16
H1543,0.653,807.7,312.0,214.1,3.5,5,0.4,1,3.39,24,91.92
H1544,0.894,697.3,313.6,183.6,7.0,3,0.25,4,1.4,12,94.83
H1545,0.815,598.5,275.2,132.1,7.0,3,0.4,5,4.61,3,84.32
H1546,0.688,709.9,270.3,158.1,3.5,5,0.1,1,3.34,23,86.44
H1547,0.745,763.3,249.0,141.8,7.0,3,0.1,1,1.69,5,103.98
H1548,0.803,564.2,339.7,150.5,7.0,4,0.25,0,3.52,5,88.4
H1549,0.929,772.7,342.3,127.8,7.0,3,0.1,4,4.86,21,86.63
H1550,0.937,726.0,335.2,176.5,3.5,2,0.1,5,1.94,20,69.13
H1551,0.657,786.3,371.3,145.7,7.0,5,0.1,0,1.98,25,111.22
H1552,0.779,616.0,270.3,128.3,3.5,3,0.25,2,1.38,24,78.41
H1553,0.924,782.6,343.8,213.3,7.0,4,0.0,4,2.16,25,84.24
H1554,0.837,568.3,406.5,113.2,3.5,2,0.4,5,3.94,4,74.88
H1555,0.928,728.2,348.7,219.8,3.5,4,0.25,3,4.1,28,73.3
H1556,0.835,788.6,377.9,121.4,3.5,5,0.4,5,1.8,11,90.62
H1557,0.7,676.9,331.7,158.8,7.0,3,0.25,1,4.76,18,102.24
H1558,0.801,558.4,263.7,163.4,7.0,2,0.0,4,2.89,2,84.18
H1559,0.805,797.6,413.4,191.5,3.5,3,0.4,5,4.8,21,84.18
H1560,0.942,687.2,304.6,210.6,7.0,5,0.25,3,4.82,24,80.76
H1561,0.748,595.2,274.7,152.4,3.5,2,0.4,2,2.47,27,74.19
H1562,0.705,785.3,342.8,187.6,3.5,2,0.25,1,3.38,11,89.35
H1563,0.89,757.8,265.6,112.7,7.0,5,0.0,5,1.51,28,89.15
H1564,0.771,790.8,308.6,112.7,7.0,2,0.4,2,4.78,7,95.5
H1565,0.794,704.9,338.5,146.9,7.0,3,0.0,1,4.52,0,93.41
H1566,0.972,578.5,246.3,152.4,3.5,3,0.0,4,1.95,21,63.31
H1567,0.863,690.5,396.7,152.4,7.0,5,0.1,0,4.49,22,96.22
H1568,0.862,663.9,286.3,156.2,3.5,4,0.1,2,2.26,23,76.6
H1569,0.956,663.8,343.1,178.3,7.0,3,0.25,4,3.9,19,83.98
H1570,0.878,518.2,360.1,133.9,3.5,5,0.25,0,3.63,6,69.91
H1571,0.964,589.9,314.6,151.8,3.5,4,0.4,1,1.96,25,67.65
H1572,0.848,593.5,400.4,146.5,7.0,4,0.4,0,3.39,15,91.6
H1573,0.831,540.0,378.2,219.2,3.5,5,0.25,3,4.25,6,76.81
H1574,0.722,625.7,358.3,128.6,7.0,4,0.4,0,4.8,11,92.72
H1575,0.703,646.4,345.7,115.8,7.0,2,0.4,1,4.25,22,95.54
H1576,0.811,716.4,381.6,130.6,7.0,4,0.25,2,4.76,17,97.81
H1577,0.641,667.3,260.7,189.7,3.5,4,0.1,4,1.88,26,91.19
H1578,0.681,647.9,395.4,128.6,7.0,2,0.1,0,2.57,13,101.87
H1579,0.875,557.1,300.7,174.9,3.5,2,0.0,2,4.1,1,64.0
H1580,0.864,583.6,253.5,184.6,3.5,5,0.25,2,4.33,28,65.74
H1581,0.63,608.5,307.5,140.4,7.0,5,0.4,3,2.66,7,100.92
H1582,0.679,557.8,302.7,200.7,7.0,5,0.25,1,2.72,11,98.28
H1583,0.842,589.9,416.0,214.4,7.0,5,0.25,4,1.54,14,98.24
H1584,0.767,633.2,294.3,138.1,3.5,3,0.4,2,3.81,17,79.43
H1585,0.832,582.0,303.8,147.8,3.5,3,0.25,5,1.64,26,77.81
H1586,0.666,589.3,387.4,170.1,3.5,3,0.25,5,3.41,13,89.27
H1587,0.93,745.2,383.6,146.8,3.5,3,0.4,0,3.85,27,74.35
H1588,0.713,621.0,323.9,206.2,7.0,2,0.25,5,3.11,9,94.84
H1589,0.755,626.8,394.2,218.8,3.5,4,0.4,1,2.66,10,82.91
H1590,0.782,744.7,247.6,162.0,7.0,4,0.4,2,1.93,19,94.73
H1591,0.833,740.6,368.9,185.8,7.0,5,0.1,5,4.3,28,98.72
H1592,0.973,725.3,258.6,116.0,7.0,4,0.4,2,3.94,2,83.16
H1593,0.695,685.5,274.3,185.6,7.0,4,0.25,3,2.76,26,104.3
H1594,0.678,532.7,409.4,130.2,7.0,3,0.0,2,2.92,23,93.91
H1595,0.672,767.7,413.8,155.4,7.0,5,0.25,4,3.68,9,112.81
H1596,0.899,698.9,353.8,219.9,3.5,3,0.1,4,1.94,20,77.03
H1597,0.758,791.4,321.7,131.5,3.5,5,0.25,3,1.41,27,94.81
H1598,0.954,567.4,394.2,199.6,7.0,4,0.25,3,1.54,25,87.29
H1599,0.644,548.5,315.8,117.3,3.5,2,0.25,1,4.33,4,81.12
H1600,0.811,780.1,339.2,202.4,3.5,5,0.1,2,4.34,4,75.42
H1601,0.893,607.0,263.8,120.1,3.5,3,0.1,4,2.8,8,71.26
H1602,0.803,797.1,333.5,111.1,7.0,2,0.25,0,1.36,8,108.03
H1603,0.766,737.1,268.0,120.3,3.5,2,0.25,4,4.27,18,83.92
H1604,0.912,580.4,299.7,189.1,7.0,4,0.0,1,3.75,20,77.36
H1605,0.803,698.8,287.2,148.9,7.0,2,0.1,4,3.68,3,91.28
H1606,0.946,614.7,370.2,127.1,3.5,4,0.25,2,3.89,3,66.11
H1607,0.706,756.0,356.1,192.5,3.5,2,0.4,2,3.74,13,84.56
H1608,0.835,703.8,388.0,182.5,3.5,4,0.25,4,1.43,22,86.79
H1609,0.848,729.2,397.1,120.1,3.5,5,0.25,1,2.36,23,88.81
H1610,0.947,598.5,263.8,173.6,7.0,5,0.25,5,2.58,7,86.18
H1611,0.654,520.5,414.3,161.7,3.5,5,0.1,3,4.63,3,84.1
H1612,0.91,635.9,390.6,207.0,3.5,5,0.1,0,1.96,26,74.16
H1613,0.866,725.5,305.2,205.9,7.0,5,0.1,4,3.52,21,90.18
H1614,0.93,783.2,342.6,156.9,7.0,2,0.25,4,1.03,25,95.32
H1615,0.839,604.9,257.6,171.0,3.5,2,0.25,5,2.31,26,70.08
H1616,0.783,649.4,281.2,154.0,3.5,2,0.25,4,2.63,6,78.38
H1617,0.907,774.1,299.1,133.3,3.5,3,0.25,1,3.1,27,77.52
H1618,0.722,588.1,332.2,188.6,7.0,2,0.1,5,4.93,22,88.35
H1619,0.64,714.9,260.3,184.7,3.5,3,0.0,4,1.06,23,89.35
H1620,0.89,774.6,414.3,119.8,7.0,4,0.4,1,3.52,14,101.14
H1621,0.912,700.0,399.7,199.5,3.5,3,0.4,1,4.71,20,72.16
H1622,0.918,548.1,311.5,210.5,3.5,5,0.1,1,3.95,14,69.22
H1623,0.781,706.4,385.7,155.2,7.0,5,0.1,2,2.49,23,95.54
H1624,0.884,526.3,331.3,144.9,3.5,4,0.25,0,3.94,22,70.6
H1625,0.877,597.1,286.5,133.5,3.5,4,0.0,2,3.85,3,66.62
H1626,0.724,774.9,338.6,196.7,3.5,2,0.1,2,2.37,23,85.94
H1627,0.896,724.7,268.1,131.6,7.0,4,0.4,5,2.08,16,92.06
H1628,0.967,577.5,353.7,204.0,3.5,3,0.1,3,3.52,0,64.73
H1629,0.747,718.0,388.9,147.1,7.0,5,0.25,1,3.9,28,103.46
H1630,0.718,683.2,252.3,131.9,3.5,4,0.1,1,2.43,20,86.47
H1631,0.83,752.7,259.4,219.6,3.5,3,0.4,1,4.54,28,75.4
H1632,0.936,712.3,288.8,204.3,3.5,5,0.4,2,3.31,13,69.15
H1633,0.839,757.5,272.8,148.7,7.0,5,0.25,2,2.69,17,96.42
H1634,0.969,729.2,260.8,135.1,3.5,5,0.4,0,3.57,19,72.58
H1635,0.952,538.4,373.9,185.0,3.5,5,0.4,1,2.93,18,62.65
H1636,0.876,653.8,286.3,176.8,3.5,2,0.25,5,2.04,12,79.25
H1637,0.874,532.1,373.2,201.3,3.5,3,0.25,3,4.55,17,72.82
H1638,0.684,598.3,294.8,177.3,3.5,4,0.4,1,1.78,8,87.4
H1639,0.743,596.9,321.0,154.8,3.5,4,0.25,5,3.58,13,84.12
H1640,0.912,652.1,371.1,156.7,7.0,5,0.25,1,4.8,27,84.13
H1641,0.764,611.1,401.0,143.7,7.0,5,0.25,4,1.18,8,104.41
H1642,0.702,582.5,323.6,134.2,3.5,2,0.25,3,2.05,27,86.23
H1643,0.643,767.7,304.5,148.3,3.5,2,0.25,5,4.78,7,92.9
H1644,0.7,530.0,357.7,185.7,7.0,2,0.1,2,1.54,9,101.39
H1645,0.828,650.6,287.3,219.6,7.0,3,0.25,0,3.01,14,92.25
H1646,0.953,704.0,285.4,206.3,3.5,2,0.1,2,4.86,23,66.53
H1647,0.761,570.2,270.4,132.7,7.0,2,0.0,2,1.61,6,87.68
H1648,0.904,649.0,293.6,196.6,3.5,4,0.25,5,1.28,4,79.61
H1649,0.666,614.9,340.8,124.1,7.0,5,0.25,1,2.12,7,101.37
H1650,0.916,768.4,353.3,207.1,7.0,5,0.4,5,1.59,13,96.82
H1651,0.954,528.9,404.5,139.5,7.0,3,0.25,4,1.01,2,89.99
H1652,0.801,531.9,294.2,163.3,7.0,2,0.1,3,2.95,14,81.79
H1653,0.784,652.8,373.0,126.3,3.5,3,0.25,1,2.91,13,85.97
H1654,0.947,722.8,352.7,165.2,7.0,4,0.1,1,4.93,6,82.64
H1655,0.702,771.6,407.0,215.5,7.0,2,0.1,1,4.68,17,108.02
H1656,0.951,663.6,409.9,205.2,3.5,2,0.25,1,1.01,23,77.8
H1657,0.95,798.6,325.5,152.7,7.0,5,0.4,2,2.78,15,93.96
H1658,0.965,711.9,314.3,120.4,7.0,5,0.25,3,1.78,2,90.9
H1659,0.941,795.1,388.4,177.2,3.5,3,0.0,4,2.5,4,72.82
H1660,0.809,766.3,248.8,189.8,3.5,5,0.4,4,2.4,27,80.68
